gene.id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,comparison,flag
Mettl25,65.8013847,-0.030346121,0.215536424,-0.140793472,0.888033101,0.999946781,~cohort + diet,old ID vs CD,
Ampd1,27759.1011,-0.03038852,0.154917847,-0.196158938,0.844485766,0.999946781,~cohort + diet,old ID vs CD,
Macrod1,2508.198693,-0.030393579,0.090900665,-0.334360363,0.738107645,0.999946781,~cohort + diet,old ID vs CD,
Vps37a,3032.680826,-0.03039852,0.078824863,-0.385646343,0.699758606,0.999946781,~cohort + diet,old ID vs CD,
Spsb2,48.05951778,-0.030404666,0.274032144,-0.110952917,0.911653683,0.999946781,~cohort + diet,old ID vs CD,
Coq3,948.8400162,-0.030409227,0.102088629,-0.297870849,0.765801737,0.999946781,~cohort + diet,old ID vs CD,
Napepld,483.4741097,-0.030419041,0.10203615,-0.298120231,0.765611401,0.999946781,~cohort + diet,old ID vs CD,
Vta1,561.1094887,-0.030449525,0.101167285,-0.300981933,0.763428271,0.999946781,~cohort + diet,old ID vs CD,
Etv6,257.8251889,-0.030494389,0.119998276,-0.254123559,0.799400103,0.999946781,~cohort + diet,old ID vs CD,
Hint3,471.9376147,-0.030503211,0.110763902,-0.27538946,0.783017041,0.999946781,~cohort + diet,old ID vs CD,
Gm4951,39.56619943,-0.030512812,0.42893689,-0.071135902,0.943289595,0.999946781,~cohort + diet,old ID vs CD,
Snx2,901.6345025,-0.030580378,0.074220123,-0.41202273,0.680322763,0.999946781,~cohort + diet,old ID vs CD,
Ywhae,9784.209591,-0.030653993,0.074476427,-0.41159323,0.680637595,0.999946781,~cohort + diet,old ID vs CD,
Hnrnpll,763.4906542,-0.030657731,0.077187848,-0.397183385,0.691232233,0.999946781,~cohort + diet,old ID vs CD,
Blcap,780.6806475,-0.030690552,0.097642427,-0.314315741,0.753281244,0.999946781,~cohort + diet,old ID vs CD,
Erp29,446.7728892,-0.030709365,0.088750835,-0.346017762,0.729329366,0.999946781,~cohort + diet,old ID vs CD,
Slc35b3,116.5109037,-0.030730698,0.146410897,-0.209893517,0.833750783,0.999946781,~cohort + diet,old ID vs CD,
Tmco3,403.6240739,-0.030737017,0.11273726,-0.272642932,0.785127707,0.999946781,~cohort + diet,old ID vs CD,
Rap1gds1,1657.121473,-0.030760365,0.079425508,-0.387285719,0.698544697,0.999946781,~cohort + diet,old ID vs CD,
Kpnb1,3042.231887,-0.030793467,0.06995828,-0.440169014,0.6598147,0.999946781,~cohort + diet,old ID vs CD,
Aspscr1,435.3493196,-0.030810202,0.133080142,-0.231516145,0.816913844,0.999946781,~cohort + diet,old ID vs CD,
Rmdn2,252.0400445,-0.030818403,0.134566461,-0.22901994,0.818853418,0.999946781,~cohort + diet,old ID vs CD,
Ak2,653.0103791,-0.030822379,0.149087655,-0.206739979,0.836212933,0.999946781,~cohort + diet,old ID vs CD,
Cebpzos,544.3770139,-0.030830573,0.164482899,-0.187439383,0.851316147,0.999946781,~cohort + diet,old ID vs CD,
Med20,554.761383,-0.030843767,0.084645425,-0.364387885,0.715568381,0.999946781,~cohort + diet,old ID vs CD,
Timm8a1,354.5574598,-0.03084652,0.122155682,-0.252518096,0.800640629,0.999946781,~cohort + diet,old ID vs CD,
Trim63,10387.10401,-0.030854974,0.210009541,-0.146921771,0.883193768,0.999946781,~cohort + diet,old ID vs CD,
Zdhhc24,122.1202345,-0.030869428,0.153035115,-0.201714671,0.840139792,0.999946781,~cohort + diet,old ID vs CD,
Nop14,712.4295488,-0.030880321,0.090773269,-0.340191794,0.733712098,0.999946781,~cohort + diet,old ID vs CD,
Lzts3,85.70646816,-0.030908873,0.208688232,-0.148110284,0.882255733,0.999946781,~cohort + diet,old ID vs CD,
Rab11fip5,934.5993689,-0.030924551,0.122397459,-0.252656809,0.800533426,0.999946781,~cohort + diet,old ID vs CD,
Wdyhv1,89.21424084,-0.030931995,0.15898336,-0.194561212,0.845736471,0.999946781,~cohort + diet,old ID vs CD,
Hbs1l,1810.332846,-0.03095202,0.072890758,-0.424635721,0.671102249,0.999946781,~cohort + diet,old ID vs CD,
Ube2e3,589.0080022,-0.030968323,0.123120423,-0.251528727,0.801405355,0.999946781,~cohort + diet,old ID vs CD,
Rps15a,2879.367193,-0.030981433,0.156372692,-0.198125596,0.842946799,0.999946781,~cohort + diet,old ID vs CD,
Thnsl1,248.208622,-0.031006364,0.163428344,-0.189724523,0.849525004,0.999946781,~cohort + diet,old ID vs CD,
Fam49a,214.8682732,-0.031068136,0.186862789,-0.166261761,0.867950958,0.999946781,~cohort + diet,old ID vs CD,
Cept1,1172.825421,-0.031077354,0.12607871,-0.246491686,0.805301639,0.999946781,~cohort + diet,old ID vs CD,
Smad5,1258.197849,-0.031101485,0.069439897,-0.447890709,0.654232074,0.999946781,~cohort + diet,old ID vs CD,
Atg5,483.050007,-0.031149891,0.129824609,-0.239938264,0.810378116,0.999946781,~cohort + diet,old ID vs CD,
Rpa2,555.0429814,-0.031152167,0.101086136,-0.308174473,0.757949575,0.999946781,~cohort + diet,old ID vs CD,
Ctsa,1537.153166,-0.031204594,0.066605774,-0.468496837,0.639429332,0.999946781,~cohort + diet,old ID vs CD,
Syf2,1060.491887,-0.031263696,0.08508719,-0.367431293,0.713297333,0.999946781,~cohort + diet,old ID vs CD,
Slc25a33,319.786737,-0.031300265,0.143292701,-0.218435867,0.827089523,0.999946781,~cohort + diet,old ID vs CD,
Wipf2,220.7329815,-0.031321922,0.112902724,-0.277423974,0.781454576,0.999946781,~cohort + diet,old ID vs CD,
Aldh1a7,186.6534241,-0.031358984,0.342120211,-0.091660717,0.926967609,0.999946781,~cohort + diet,old ID vs CD,
Gmfb,1347.648043,-0.031360397,0.079323085,-0.395350191,0.692584463,0.999946781,~cohort + diet,old ID vs CD,
Rps6kb1,1369.337694,-0.031376813,0.087222803,-0.359731769,0.719047732,0.999946781,~cohort + diet,old ID vs CD,
Elavl1,739.6205627,-0.031388095,0.088878341,-0.35315798,0.723970008,0.999946781,~cohort + diet,old ID vs CD,
Mum1l1,238.5722383,-0.031399078,0.216384966,-0.145107484,0.884626009,0.999946781,~cohort + diet,old ID vs CD,
Abl2,815.7360487,-0.031406392,0.100765109,-0.311679234,0.755284311,0.999946781,~cohort + diet,old ID vs CD,
Hddc2,168.8804745,-0.031418999,0.138480074,-0.226884624,0.820513459,0.999946781,~cohort + diet,old ID vs CD,
Dock5,95.09318928,-0.0314282,0.196998521,-0.159535208,0.873247222,0.999946781,~cohort + diet,old ID vs CD,
Cct5,3894.622708,-0.031437523,0.071442353,-0.440040424,0.659907829,0.999946781,~cohort + diet,old ID vs CD,
Casc4,211.5401776,-0.031447444,0.182280581,-0.172522181,0.863027025,0.999946781,~cohort + diet,old ID vs CD,
Pde6d,492.0993487,-0.031470691,0.105152664,-0.299285718,0.764722051,0.999946781,~cohort + diet,old ID vs CD,
Elac1,429.5083393,-0.031502065,0.11167099,-0.282097123,0.77786904,0.999946781,~cohort + diet,old ID vs CD,
Nrn1,51.04619879,-0.03153078,0.490059138,-0.064340765,0.948698895,0.999946781,~cohort + diet,old ID vs CD,
Slc25a40,159.3381971,-0.031558656,0.117717647,-0.268087726,0.788631794,0.999946781,~cohort + diet,old ID vs CD,
Fkbp4,2923.408812,-0.031574173,0.077902413,-0.405304178,0.685253936,0.999946781,~cohort + diet,old ID vs CD,
Fam131a,1023.237716,-0.031576017,0.113328049,-0.278624907,0.780532696,0.999946781,~cohort + diet,old ID vs CD,
Trpv2,48.11602473,-0.031576409,0.215273278,-0.14668058,0.883384148,0.999946781,~cohort + diet,old ID vs CD,
Zfp946,304.9956662,-0.031599111,0.132113087,-0.239182292,0.810964233,0.999946781,~cohort + diet,old ID vs CD,
Mkln1,3263.0791,-0.031600454,0.044554318,-0.709256817,0.478165121,0.999946781,~cohort + diet,old ID vs CD,
Pusl1,85.09240312,-0.031606084,0.15201582,-0.207913121,0.835296804,0.999946781,~cohort + diet,old ID vs CD,
Sike1,764.3006919,-0.031614543,0.0844404,-0.374400681,0.708106236,0.999946781,~cohort + diet,old ID vs CD,
Tomm70a,2719.790206,-0.031626335,0.065271485,-0.484535246,0.628006057,0.999946781,~cohort + diet,old ID vs CD,
Wipi2,972.5510732,-0.031662049,0.081629049,-0.387877228,0.698106891,0.999946781,~cohort + diet,old ID vs CD,
Suds3,1831.370065,-0.0317041,0.079565397,-0.398465935,0.690286764,0.999946781,~cohort + diet,old ID vs CD,
Fam179b,719.5157364,-0.03171348,0.102805495,-0.308480399,0.757716813,0.999946781,~cohort + diet,old ID vs CD,
Gcnt2,258.8209624,-0.031732954,0.149895745,-0.211700164,0.83234096,0.999946781,~cohort + diet,old ID vs CD,
Rp2h,280.6308106,-0.031734805,0.179925704,-0.176377271,0.85999756,0.999946781,~cohort + diet,old ID vs CD,
Mxd1,156.9340594,-0.031755118,0.260645398,-0.121832642,0.903031562,0.999946781,~cohort + diet,old ID vs CD,
Slc2a12,334.9623877,-0.031791547,0.122950605,-0.2585717,0.795965721,0.999946781,~cohort + diet,old ID vs CD,
Vamp8,449.7822834,-0.031812597,0.180200207,-0.176540288,0.8598695,0.999946781,~cohort + diet,old ID vs CD,
Galnt7,206.3507152,-0.031816411,0.196697152,-0.161753288,0.871500139,0.999946781,~cohort + diet,old ID vs CD,
Naprt,62.73500059,-0.031830599,0.198121778,-0.16066179,0.872359786,0.999946781,~cohort + diet,old ID vs CD,
Itgb1,7859.479322,-0.03184771,0.071979874,-0.44245299,0.658161441,0.999946781,~cohort + diet,old ID vs CD,
Cs,17929.72905,-0.031877653,0.074887878,-0.425671738,0.670347059,0.999946781,~cohort + diet,old ID vs CD,
Pcbp1,2299.012602,-0.031888315,0.088335849,-0.360989509,0.718107289,0.999946781,~cohort + diet,old ID vs CD,
Rad9a,73.68288663,-0.031916492,0.19510721,-0.163584382,0.870058341,0.999946781,~cohort + diet,old ID vs CD,
mt-Co2,20154.85586,-0.031932546,0.157358529,-0.202928599,0.839190841,0.999946781,~cohort + diet,old ID vs CD,
Cops2,4354.490711,-0.031942147,0.094156348,-0.339245817,0.734424556,0.999946781,~cohort + diet,old ID vs CD,
Pigu,489.6877992,-0.031950991,0.094011323,-0.339863222,0.733959534,0.999946781,~cohort + diet,old ID vs CD,
Tead3,106.4162282,-0.031953953,0.207828146,-0.153751808,0.877805434,0.999946781,~cohort + diet,old ID vs CD,
Pigx,240.3583017,-0.031970813,0.159707561,-0.200183468,0.841337096,0.999946781,~cohort + diet,old ID vs CD,
Fgfr1op,866.1357455,-0.031979258,0.088109006,-0.362951071,0.716641435,0.999946781,~cohort + diet,old ID vs CD,
Cst3,8210.903608,-0.031983102,0.101158065,-0.316169569,0.751873804,0.999946781,~cohort + diet,old ID vs CD,
Wdr77,810.2395261,-0.031983576,0.105292755,-0.303758562,0.761311839,0.999946781,~cohort + diet,old ID vs CD,
Tmem104,191.642272,-0.032003351,0.153997749,-0.207817006,0.835371854,0.999946781,~cohort + diet,old ID vs CD,
Inppl1,2048.652679,-0.032012637,0.11715947,-0.273239856,0.784668845,0.999946781,~cohort + diet,old ID vs CD,
Snhg3,115.1093078,-0.03203819,0.251500606,-0.127388124,0.898633215,0.999946781,~cohort + diet,old ID vs CD,
Zfp235,113.0772643,-0.032055237,0.176757521,-0.181351473,0.856091706,0.999946781,~cohort + diet,old ID vs CD,
Mcoln1,507.3517107,-0.032067639,0.085921259,-0.373221246,0.708983784,0.999946781,~cohort + diet,old ID vs CD,
Pcmtd2,2532.652124,-0.032136114,0.085826941,-0.374429211,0.708085013,0.999946781,~cohort + diet,old ID vs CD,
Izumo4,28.89958018,-0.032138724,0.336778234,-0.095429932,0.923973342,0.999946781,~cohort + diet,old ID vs CD,
Atp6v0c,2486.218983,-0.032139412,0.080222483,-0.400628487,0.688693669,0.999946781,~cohort + diet,old ID vs CD,
Med13,2248.627616,-0.03216093,0.086199603,-0.373098353,0.709075245,0.999946781,~cohort + diet,old ID vs CD,
Camsap1,1185.089956,-0.032173734,0.116232374,-0.276805272,0.781929633,0.999946781,~cohort + diet,old ID vs CD,
Chm,1502.446428,-0.032182807,0.093919684,-0.342663067,0.73185195,0.999946781,~cohort + diet,old ID vs CD,
Sorbs2,2637.078967,-0.032213142,0.11484618,-0.280489453,0.779102016,0.999946781,~cohort + diet,old ID vs CD,
Sfpq,1526.037623,-0.0322134,0.083880843,-0.384037626,0.70095056,0.999946781,~cohort + diet,old ID vs CD,
Ppt1,481.5167939,-0.032232514,0.09878634,-0.326285128,0.744208639,0.999946781,~cohort + diet,old ID vs CD,
Prmt3,639.7771404,-0.032245042,0.090216901,-0.357416862,0.720779755,0.999946781,~cohort + diet,old ID vs CD,
Ubqln4,1934.125894,-0.032270577,0.094636311,-0.340995724,0.733106801,0.999946781,~cohort + diet,old ID vs CD,
Secisbp2,336.9114102,-0.032316986,0.101722214,-0.31769841,0.750713717,0.999946781,~cohort + diet,old ID vs CD,
Mapkapk2,3878.634215,-0.032346461,0.073353442,-0.440967193,0.659236748,0.999946781,~cohort + diet,old ID vs CD,
Dmap1,318.1713605,-0.032373159,0.090709948,-0.356886533,0.721176752,0.999946781,~cohort + diet,old ID vs CD,
Khk,295.994886,-0.032393802,0.172784579,-0.187480865,0.851283625,0.999946781,~cohort + diet,old ID vs CD,
Tyw1,363.9428904,-0.032408584,0.100403945,-0.322781975,0.746860365,0.999946781,~cohort + diet,old ID vs CD,
Amfr,3804.718186,-0.032427833,0.065411859,-0.495748528,0.620071845,0.999946781,~cohort + diet,old ID vs CD,
Slc9a8,911.8813757,-0.032429638,0.129977156,-0.249502594,0.802972034,0.999946781,~cohort + diet,old ID vs CD,
Med14,1142.803983,-0.032451364,0.066713766,-0.486426803,0.626664591,0.999946781,~cohort + diet,old ID vs CD,
Rnf187,1927.31582,-0.032451708,0.095671666,-0.339198736,0.734460021,0.999946781,~cohort + diet,old ID vs CD,
Ubxn2a,5207.812224,-0.03245228,0.083686793,-0.38778258,0.698176938,0.999946781,~cohort + diet,old ID vs CD,
Nsmce1,265.1238042,-0.032485778,0.127866961,-0.254059201,0.799449822,0.999946781,~cohort + diet,old ID vs CD,
Psap,15643.16808,-0.03249685,0.078408964,-0.41445325,0.678542198,0.999946781,~cohort + diet,old ID vs CD,
Cbr4,786.4194139,-0.032516684,0.121003728,-0.268724643,0.788141587,0.999946781,~cohort + diet,old ID vs CD,
Pter,650.2422575,-0.032536274,0.104984782,-0.309914192,0.75662621,0.999946781,~cohort + diet,old ID vs CD,
Ube2j1,1205.725832,-0.032537289,0.090523083,-0.359436374,0.719268668,0.999946781,~cohort + diet,old ID vs CD,
Tbce,621.5959212,-0.03256274,0.097268425,-0.334771946,0.737797125,0.999946781,~cohort + diet,old ID vs CD,
Lrig1,1563.042758,-0.032569154,0.088626873,-0.367486216,0.713256372,0.999946781,~cohort + diet,old ID vs CD,
Copg1,1482.941174,-0.032570859,0.0866974,-0.375684379,0.707151552,0.999946781,~cohort + diet,old ID vs CD,
Fancc,83.12240486,-0.032574375,0.199045821,-0.163652643,0.8700046,0.999946781,~cohort + diet,old ID vs CD,
Nudt16,160.7629612,-0.032616883,0.135855443,-0.240085212,0.810264198,0.999946781,~cohort + diet,old ID vs CD,
Pacsin2,1426.856003,-0.032622524,0.085990476,-0.379373692,0.704410384,0.999946781,~cohort + diet,old ID vs CD,
Lactb,576.0149202,-0.032638941,0.119109867,-0.274023826,0.784066312,0.999946781,~cohort + diet,old ID vs CD,
Polr1d,1202.297605,-0.03269769,0.104150664,-0.313946054,0.753562011,0.999946781,~cohort + diet,old ID vs CD,
Lctl,29.51452763,-0.032704805,0.513359569,-0.063707403,0.94920321,0.999946781,~cohort + diet,old ID vs CD,
Mfap3,453.4469221,-0.032738061,0.082862029,-0.395091229,0.692775562,0.999946781,~cohort + diet,old ID vs CD,
Nelfb,491.7509934,-0.032747928,0.082762531,-0.395685428,0.692337107,0.999946781,~cohort + diet,old ID vs CD,
Dennd4b,2009.456549,-0.032784435,0.109913075,-0.298276022,0.765492503,0.999946781,~cohort + diet,old ID vs CD,
Det1,456.515021,-0.032794427,0.102355496,-0.320397323,0.748667154,0.999946781,~cohort + diet,old ID vs CD,
Ncor2,1711.201594,-0.032866572,0.132825193,-0.247442305,0.804565937,0.999946781,~cohort + diet,old ID vs CD,
Qrich1,821.3232866,-0.03291598,0.077402192,-0.425259021,0.670647863,0.999946781,~cohort + diet,old ID vs CD,
Zfp330,647.9460259,-0.03292902,0.096866949,-0.339940713,0.733901176,0.999946781,~cohort + diet,old ID vs CD,
Fdx1l,379.7945974,-0.032936977,0.098300533,-0.335064074,0.737576753,0.999946781,~cohort + diet,old ID vs CD,
Rab3ip,507.1512117,-0.032946855,0.126324978,-0.260810296,0.794238804,0.999946781,~cohort + diet,old ID vs CD,
Epn1,1980.192321,-0.03294735,0.077681746,-0.424132456,0.671469217,0.999946781,~cohort + diet,old ID vs CD,
Pygo1,556.0184695,-0.032978219,0.125936003,-0.2618649,0.793425602,0.999946781,~cohort + diet,old ID vs CD,
Atf6,1386.69917,-0.033102288,0.06821484,-0.485265204,0.627488235,0.999946781,~cohort + diet,old ID vs CD,
Hus1,412.4191793,-0.033149079,0.087174543,-0.380261005,0.703751679,0.999946781,~cohort + diet,old ID vs CD,
Nbn,774.4111145,-0.033163766,0.095031826,-0.34897537,0.727107801,0.999946781,~cohort + diet,old ID vs CD,
Slc45a4,463.7347443,-0.033221653,0.149646103,-0.22200146,0.824312747,0.999946781,~cohort + diet,old ID vs CD,
Atp11a,1332.19766,-0.033236277,0.095063612,-0.349621439,0.726622819,0.999946781,~cohort + diet,old ID vs CD,
Rpp30,395.5491553,-0.033307067,0.114021179,-0.292112983,0.770200241,0.999946781,~cohort + diet,old ID vs CD,
Irf2bpl,556.2419133,-0.033344744,0.110164039,-0.30268266,0.762131713,0.999946781,~cohort + diet,old ID vs CD,
Polr2i,267.7994665,-0.033431516,0.171110238,-0.195379985,0.845095484,0.999946781,~cohort + diet,old ID vs CD,
Gtf3c5,208.4260948,-0.033474728,0.124068661,-0.269808086,0.787307902,0.999946781,~cohort + diet,old ID vs CD,
Nfs1,2234.881008,-0.033487715,0.060890091,-0.549969853,0.582340051,0.999946781,~cohort + diet,old ID vs CD,
Capn2,2041.957593,-0.033493725,0.092945765,-0.360357727,0.718579635,0.999946781,~cohort + diet,old ID vs CD,
Smyd1,15228.17433,-0.03351549,0.079913037,-0.419399534,0.674924165,0.999946781,~cohort + diet,old ID vs CD,
Ptpn2,409.2505331,-0.033540288,0.09652477,-0.347478555,0.728231827,0.999946781,~cohort + diet,old ID vs CD,
Arhgap23,237.4157128,-0.033559083,0.138286478,-0.242677976,0.80825487,0.999946781,~cohort + diet,old ID vs CD,
Uxt,286.3909894,-0.033588771,0.124977001,-0.26875962,0.788114669,0.999946781,~cohort + diet,old ID vs CD,
Vapb,4398.998088,-0.033619072,0.071818925,-0.468108811,0.639706779,0.999946781,~cohort + diet,old ID vs CD,
Ufd1l,1468.544571,-0.033625526,0.079876507,-0.420968911,0.673777783,0.999946781,~cohort + diet,old ID vs CD,
Xrcc4,286.3286265,-0.033632435,0.128686151,-0.261352408,0.793820755,0.999946781,~cohort + diet,old ID vs CD,
Snx21,324.9776704,-0.033678713,0.122562702,-0.274787621,0.783479409,0.999946781,~cohort + diet,old ID vs CD,
Usf2,1033.770005,-0.033679548,0.069877782,-0.481977919,0.629821632,0.999946781,~cohort + diet,old ID vs CD,
Fcor,9.397549583,-0.033714251,0.556334338,-0.060600701,0.951677215,0.999946781,~cohort + diet,old ID vs CD,
Gpbp1,2987.751423,-0.033741251,0.086067701,-0.392031513,0.69503493,0.999946781,~cohort + diet,old ID vs CD,
Arl5a,2205.983758,-0.033756036,0.091851396,-0.367507052,0.713240833,0.999946781,~cohort + diet,old ID vs CD,
D17Wsu104e,318.2853334,-0.033764197,0.118515103,-0.284893626,0.775725639,0.999946781,~cohort + diet,old ID vs CD,
Dhx16,354.9833161,-0.033769775,0.091143343,-0.370512793,0.711000446,0.999946781,~cohort + diet,old ID vs CD,
Etf1,4965.885095,-0.033772753,0.083045288,-0.406678735,0.68424396,0.999946781,~cohort + diet,old ID vs CD,
Smim15,691.298219,-0.033780235,0.094788766,-0.356373824,0.721560629,0.999946781,~cohort + diet,old ID vs CD,
Rnf10,5806.757225,-0.03378247,0.062961211,-0.536560049,0.591571547,0.999946781,~cohort + diet,old ID vs CD,
Sft2d3,89.19117608,-0.03379408,0.2015388,-0.167680269,0.866834819,0.999946781,~cohort + diet,old ID vs CD,
1190007I07Rik,209.4785348,-0.033798692,0.12487623,-0.270657533,0.786654442,0.999946781,~cohort + diet,old ID vs CD,
Krt222,58.86723289,-0.033805758,0.299477741,-0.112882373,0.910123812,0.999946781,~cohort + diet,old ID vs CD,
Orc3,1192.332864,-0.033809774,0.089164982,-0.379182199,0.704552569,0.999946781,~cohort + diet,old ID vs CD,
9930021J03Rik,710.8784937,-0.033822753,0.08851484,-0.382113931,0.702376859,0.999946781,~cohort + diet,old ID vs CD,
Med1,1001.780199,-0.033839585,0.094111422,-0.359569368,0.719169194,0.999946781,~cohort + diet,old ID vs CD,
Cdc73,1504.679898,-0.033840385,0.076168051,-0.44428582,0.656835952,0.999946781,~cohort + diet,old ID vs CD,
Hrasls,1735.283096,-0.03385144,0.132679157,-0.255137584,0.798616836,0.999946781,~cohort + diet,old ID vs CD,
Tma7,2942.316128,-0.033864597,0.155611941,-0.217622099,0.827723564,0.999946781,~cohort + diet,old ID vs CD,
Dab2ip,1794.381074,-0.033873345,0.105350507,-0.321529962,0.74780881,0.999946781,~cohort + diet,old ID vs CD,
Cep162,158.0613373,-0.033917447,0.135042076,-0.251162066,0.801688812,0.999946781,~cohort + diet,old ID vs CD,
Rnh1,989.3752586,-0.033928368,0.067858946,-0.499983724,0.617086538,0.999946781,~cohort + diet,old ID vs CD,
Mier3,346.1323516,-0.033973703,0.108326304,-0.313623763,0.75380681,0.999946781,~cohort + diet,old ID vs CD,
Mrpl22,414.5442243,-0.034042293,0.121654729,-0.279827126,0.779610139,0.999946781,~cohort + diet,old ID vs CD,
Kbtbd4,497.9421221,-0.034044675,0.102526474,-0.332057406,0.739845912,0.999946781,~cohort + diet,old ID vs CD,
Smox,2014.616893,-0.034054611,0.179518178,-0.189700072,0.849544164,0.999946781,~cohort + diet,old ID vs CD,
Rab15,59.51810951,-0.034110505,0.501732361,-0.067985459,0.945797209,0.999946781,~cohort + diet,old ID vs CD,
Srp9,1555.060223,-0.034124312,0.136181817,-0.250579062,0.802139572,0.999946781,~cohort + diet,old ID vs CD,
Srp14,2039.159329,-0.034131105,0.105839516,-0.32247979,0.747089246,0.999946781,~cohort + diet,old ID vs CD,
Sumo1,2329.709101,-0.034152267,0.130875995,-0.260951346,0.794130028,0.999946781,~cohort + diet,old ID vs CD,
Myl1,185849.281,-0.034167141,0.114504888,-0.298390242,0.765405336,0.999946781,~cohort + diet,old ID vs CD,
Chmp3,1542.24201,-0.034171469,0.106341737,-0.321336382,0.747955488,0.999946781,~cohort + diet,old ID vs CD,
Fars2,503.104099,-0.034172245,0.081078907,-0.421468986,0.673412654,0.999946781,~cohort + diet,old ID vs CD,
Asb6,176.1280105,-0.034217679,0.125613953,-0.272403485,0.785311793,0.999946781,~cohort + diet,old ID vs CD,
Anp32a,1114.581659,-0.034249908,0.08096406,-0.423026065,0.672276244,0.999946781,~cohort + diet,old ID vs CD,
Alkbh4,77.49057334,-0.03426822,0.216254968,-0.158462117,0.87409267,0.999946781,~cohort + diet,old ID vs CD,
BC037034,90.36147701,-0.034339796,0.166227457,-0.206583174,0.836335402,0.999946781,~cohort + diet,old ID vs CD,
Zfp868,187.1885099,-0.034354876,0.147357395,-0.233139814,0.815652839,0.999946781,~cohort + diet,old ID vs CD,
Nrarp,161.219333,-0.034367137,0.173603431,-0.197963466,0.843073648,0.999946781,~cohort + diet,old ID vs CD,
H6pd,1178.72779,-0.0343871,0.138643441,-0.248025434,0.804114728,0.999946781,~cohort + diet,old ID vs CD,
Txn1,1042.473835,-0.034416241,0.121222008,-0.283910829,0.776478717,0.999946781,~cohort + diet,old ID vs CD,
Atp5c1,15772.50265,-0.034447074,0.104662456,-0.329125411,0.742060898,0.999946781,~cohort + diet,old ID vs CD,
Paip2,4523.748107,-0.034447834,0.086878405,-0.396506292,0.691731567,0.999946781,~cohort + diet,old ID vs CD,
Agpat1,1227.882125,-0.034461554,0.108742344,-0.316910167,0.751311767,0.999946781,~cohort + diet,old ID vs CD,
Plekhm2,603.3029765,-0.034472298,0.117944052,-0.292276694,0.770075077,0.999946781,~cohort + diet,old ID vs CD,
Stag2,3165.828804,-0.034533789,0.075564455,-0.457011033,0.647663116,0.999946781,~cohort + diet,old ID vs CD,
Rffl,256.2013325,-0.034548584,0.123112815,-0.280625411,0.778997724,0.999946781,~cohort + diet,old ID vs CD,
Atp5f1,15707.55618,-0.034606259,0.083147047,-0.416205514,0.677259626,0.999946781,~cohort + diet,old ID vs CD,
Pdxdc1,1669.069172,-0.03461677,0.07428565,-0.46599539,0.641218801,0.999946781,~cohort + diet,old ID vs CD,
Agps,1154.527925,-0.034641182,0.084009044,-0.412350628,0.680082446,0.999946781,~cohort + diet,old ID vs CD,
Wfikkn2,302.8396888,-0.034665299,0.125298588,-0.276661532,0.782040013,0.999946781,~cohort + diet,old ID vs CD,
Copb2,3277.325498,-0.034666816,0.081854969,-0.423515109,0.671919477,0.999946781,~cohort + diet,old ID vs CD,
Hspa9,13225.09272,-0.034668293,0.067099128,-0.516672777,0.605384603,0.999946781,~cohort + diet,old ID vs CD,
Kif26a,122.6943424,-0.034712084,0.206886317,-0.167783372,0.866753704,0.999946781,~cohort + diet,old ID vs CD,
Gnb1,1487.599281,-0.034717391,0.077203646,-0.449685901,0.652936939,0.999946781,~cohort + diet,old ID vs CD,
Fech,3894.281559,-0.034729138,0.063024965,-0.551037803,0.58160776,0.999946781,~cohort + diet,old ID vs CD,
Lims1,1836.035067,-0.034783631,0.160345719,-0.216928966,0.828263703,0.999946781,~cohort + diet,old ID vs CD,
Matr3,3279.508928,-0.034802475,0.075945177,-0.458257869,0.646767189,0.999946781,~cohort + diet,old ID vs CD,
Nr3c1,4422.404983,-0.034855338,0.12588501,-0.276882357,0.78187044,0.999946781,~cohort + diet,old ID vs CD,
Zfp687,318.3129457,-0.034871656,0.136702728,-0.255091149,0.7986527,0.999946781,~cohort + diet,old ID vs CD,
Ubqln1,2118.423425,-0.03489789,0.088977891,-0.392208554,0.694904124,0.999946781,~cohort + diet,old ID vs CD,
Dcakd,136.4188949,-0.034906209,0.155367783,-0.224668255,0.822237362,0.999946781,~cohort + diet,old ID vs CD,
Hagh,843.9515647,-0.03490855,0.094881856,-0.367915968,0.712935893,0.999946781,~cohort + diet,old ID vs CD,
Gart,1188.869886,-0.034919969,0.101324424,-0.344635257,0.730368597,0.999946781,~cohort + diet,old ID vs CD,
Sorl1,2128.174389,-0.034924965,0.073551484,-0.474836987,0.634903168,0.999946781,~cohort + diet,old ID vs CD,
Rps24,5768.420229,-0.034935379,0.163188083,-0.214080456,0.830484316,0.999946781,~cohort + diet,old ID vs CD,
Azi2,1129.023358,-0.034948404,0.091665251,-0.381261204,0.703009438,0.999946781,~cohort + diet,old ID vs CD,
Arfgap2,5237.951595,-0.034995659,0.091174616,-0.383831165,0.701103588,0.999946781,~cohort + diet,old ID vs CD,
Fut10,344.5771984,-0.034998379,0.114102056,-0.306728729,0.759049861,0.999946781,~cohort + diet,old ID vs CD,
AU019823,444.2588273,-0.035027345,0.077358501,-0.452792444,0.650698205,0.999946781,~cohort + diet,old ID vs CD,
2010111I01Rik,950.742676,-0.035051188,0.137817638,-0.254330205,0.799240466,0.999946781,~cohort + diet,old ID vs CD,
