"contrast","direction","gene.id","baseMean","log2FoldChange","pvalue","padj"
"young CD vs old CD","Upregulated","2810030D12Rik",44.548778463627,0.779948555810213,0.00604893081427548,0.0279238166388833
"young CD vs old CD","Upregulated","Foxo6os",439.599543978762,0.579283778037476,0.00622368563653844,0.028578622411265
"young CD vs old CD","Upregulated","Gm21986",7.94364280408876,1.39989386307447,0.0065401466461851,0.0297358130389993
"young CD vs old CD","Upregulated","Lepre1",207.42515012861,0.38081605297688,0.00672593442908235,0.0303190748019978
"young CD vs old CD","Upregulated","Gm15510",81.3984565104385,0.425985498518633,0.00675888724085279,0.030415900818614
"young CD vs old CD","Upregulated","Suv420h1",909.067848191162,0.20831444006727,0.00679536388721461,0.0305202181524032
"young CD vs old CD","Upregulated","Gm10032",12.8719707366135,2.21082948805693,0.00700707303643466,0.0312335203009918
"young CD vs old CD","Upregulated","2410131K14Rik",339.34100402241,0.37176761232928,0.00703265078516211,0.0313002784266953
"young CD vs old CD","Upregulated","Trpc2",43.3450533722441,1.01227028660393,0.00720649997471964,0.0318228616203465
"young CD vs old CD","Upregulated","Fam92a",120.759003383085,0.508635129970771,0.00721126519204499,0.0318228616203465
"young CD vs old CD","Upregulated","Gm29007",54.6446655468824,0.49947291954638,0.00768818394331167,0.0334711470230346
"young CD vs old CD","Upregulated","Tceb3",2214.97813872494,0.17689290092362,0.00777537389894198,0.0337806226508813
"young CD vs old CD","Upregulated","5730596B20Rik",19.8309080862418,0.959045574348679,0.00802979148888652,0.0345407376895197
"young CD vs old CD","Upregulated","Hdgfrp2",530.455111492935,0.223186174808666,0.00853335446998017,0.0361534663116789
"young CD vs old CD","Upregulated","2810408M09Rik",266.511825487477,0.273998035122409,0.00863403665339437,0.0365227172246593
"young CD vs old CD","Upregulated","Gm16091",12.4154478117304,1.25096135758357,0.00866906595396994,0.0366289126154717
"young CD vs old CD","Upregulated","Gm7598",29.2058140828103,0.958671026296996,0.0091881452370344,0.0382852351494041
"young CD vs old CD","Upregulated","Zcchc5",21.458913251212,0.847662684096262,0.00934797638859636,0.0387761099816938
"young CD vs old CD","Upregulated","March6",7601.08957896844,0.33823752091961,0.00969319392852085,0.0398558115891482
"young CD vs old CD","Upregulated","2310043M15Rik",10.7633030408892,1.90390184470242,0.00972552286391633,0.0399458487293471
"young CD vs old CD","Upregulated","4933404O12Rik",89.4323445782967,0.536815237462365,0.0099559124975168,0.0406051354710864
"young CD vs old CD","Upregulated","2310003H01Rik",201.615624051693,0.433566310604847,0.0100746603667745,0.0409406707773848
"young CD vs old CD","Upregulated","Rfwd2",2879.29618905673,0.260363703438608,0.0101540070995876,0.0411483960502914
"young CD vs old CD","Upregulated","Tgtp1",131.207235177226,0.830815267989293,0.0112044315970428,0.0441802947828907
"young CD vs old CD","Upregulated","Zcchc11",747.493579115737,0.304531170197488,0.0113054918855756,0.0444363622754931
"young CD vs old CD","Upregulated","D430042O09Rik",214.096320393629,0.338745881388867,0.0113268162318571,0.0444729099497342
"young CD vs old CD","Upregulated","Gm15265",15.3711515747389,0.919973354707094,0.0114248095047875,0.0447742136233549
"young CD vs old CD","Upregulated","B3gnt1",507.286543749071,0.241541775944184,0.0114562965106888,0.0448499881695302
"young CD vs old CD","Upregulated","RP23-85E24.2",17.8694242196021,0.983687131774868,0.0116578372279823,0.0453982197300718
"young CD vs old CD","Upregulated","Gm13446",10.1685603134032,1.69910969766113,0.0116814120855577,0.0454595730624393
"young CD vs old CD","Upregulated","Gm20716",1158.97720101822,0.22949763330657,0.0118102883000195,0.045858833817251
"young CD vs old CD","Upregulated","Fam109a",98.219210130528,0.381255863579613,0.0118741555583578,0.0460583706011658
"young CD vs old CD","Upregulated","9530082P21Rik",99.9805199397841,0.448459491527437,0.012200761227719,0.0469856206752701
"young CD vs old CD","Upregulated","1600020E01Rik",112.575286892286,0.411802935477948,0.0122590623198445,0.0471794934900583
"young CD vs old CD","Upregulated","Fuk",108.879116762903,0.450496646771444,0.0127209915156094,0.0486276534813417
"young CD vs old CD","Upregulated","PCDHGC5",15.7128351198055,0.956214873672159,0.0129591869983635,0.0493465250597989
"young CD vs old CD","Upregulated","Gatsl2",2090.13731404782,0.455226867092471,0.0133802690006014,0.0504554051739155
"young CD vs old CD","Upregulated","2700038G22Rik",11.4203306616774,1.13959318778444,0.0133900687815235,0.0504624467114907
"young CD vs old CD","Upregulated","RP24-176F12.12",16.7333591593463,0.856025143278539,0.0133913035356719,0.0504624467114907
"young CD vs old CD","Upregulated","Prrxl1",8.13830662039172,1.9186087216612,0.0135933560742419,0.0510632864437742
"young CD vs old CD","Upregulated","RP23-346B12.4",15.9040804530916,1.57693672824281,0.0137454746634917,0.0514383884555456
"young CD vs old CD","Upregulated","Gm4673",38.5352156838213,0.589766026068937,0.0140619294351201,0.0523571914881913
"young CD vs old CD","Upregulated","Wrb",235.491959876986,0.226813466134213,0.0141055775789044,0.0524271505028615
"young CD vs old CD","Upregulated","I830012O16Rik",208.416018706015,0.358468785246253,0.0144307696797175,0.0532870066987668
"young CD vs old CD","Upregulated","Gm28192",12.5983188580827,1.15371641660186,0.014831610845664,0.0543781732933742
"young CD vs old CD","Upregulated","2410089E03Rik",167.706522467031,0.339479289521261,0.0149099923793241,0.0546058589669963
"young CD vs old CD","Upregulated","2810468N07Rik",27.4303322418144,0.732127069951333,0.0150036953373833,0.054884673580077
"young CD vs old CD","Upregulated","Tmem198b",108.12920887761,0.358835903791518,0.0150158637532975,0.054884673580077
"young CD vs old CD","Upregulated","A930033H14Rik",93.6085585578562,0.724426093118167,0.0151695344067961,0.0551826114621999
"young CD vs old CD","Upregulated","E330009J07Rik",69.922705470857,0.49519722594276,0.0154132409567342,0.0558347059739459
"young CD vs old CD","Upregulated","Taz",1080.06585323325,0.20967301731295,0.0154652453221857,0.0559180545411284
"young CD vs old CD","Upregulated","2210011C24Rik",27.9942361477948,0.666174035843482,0.0155075677783214,0.0560209062920265
"young CD vs old CD","Upregulated","Gm17081",26.1953662601189,0.993041255410894,0.016228502267464,0.0580240685334393
"young CD vs old CD","Upregulated","A930024E05Rik",10.6184073175162,0.898526388091394,0.016799782350898,0.0595821403418521
"young CD vs old CD","Upregulated","Hist1h1c",3136.50510303928,0.30874522405538,0.0168014936153309,0.0595821403418521
"young CD vs old CD","Upregulated","Mir99ahg",109.169965057434,0.383450330027792,0.0169318050582857,0.0597977996474807
"young CD vs old CD","Upregulated","Hist3h2a",356.13569726049,0.283542603295239,0.0176376245942575,0.0616628982624395
"young CD vs old CD","Upregulated","Gm12002",74.7003005909075,0.450145480135453,0.017828983372531,0.062160214127859
"young CD vs old CD","Upregulated","3110062M04Rik",138.785167694419,0.54012552463369,0.0178316403733308,0.062160214127859
"young CD vs old CD","Upregulated","BC052040",212.102166347304,0.403811331539925,0.0182092767774696,0.063015366400793
"young CD vs old CD","Upregulated","Gm14230",8.18366613006772,1.08982803782572,0.0184819842497328,0.0638095260708152
"young CD vs old CD","Upregulated","2410016O06Rik",72.8282647755018,0.329418928369672,0.0185915614073164,0.0640979030957991
"young CD vs old CD","Upregulated","Hist1h2bq",9.77050280537515,1.22049185840573,0.0187236286910227,0.0644543985793508
"young CD vs old CD","Upregulated","Ppapdc3",2132.15906086697,0.34483066663584,0.0187800867859688,0.0645970226517376
"young CD vs old CD","Upregulated","March8",1121.10325069166,0.207981870448981,0.0188859175256661,0.0648251105397368
"young CD vs old CD","Upregulated","Gm10830",20.1752376489254,0.74634588484334,0.018905085337283,0.0648456725916145
"young CD vs old CD","Upregulated","A230050P20Rik",60.382717042879,0.472091299356299,0.0193282382102949,0.065838205052742
"young CD vs old CD","Upregulated","Hmgb1-ps8",75.5417922204507,0.682750745736916,0.0196491845738313,0.066669940671908
"young CD vs old CD","Upregulated","RP23-348C6.3",6.16871087031148,1.37004416579729,0.0198956786215919,0.0672589657638107
"young CD vs old CD","Upregulated","1700120C14Rik",273.706253539225,0.349420759571451,0.0199562527360996,0.0674328585816064
"young CD vs old CD","Upregulated","Gm10762",530.820724048829,0.329551615207703,0.0204124109597241,0.068555472759306
"young CD vs old CD","Upregulated","Sepw1",18860.7913639071,0.217276093307909,0.0204668059406464,0.0686863960222239
"young CD vs old CD","Upregulated","Fam195b",284.179947660746,0.263715461228015,0.0204915629469768,0.0687226133090002
"young CD vs old CD","Upregulated","Gm27177",192.25253628926,0.547783474726933,0.0205662654229635,0.0689418202632176
"young CD vs old CD","Upregulated","D130017N08Rik",78.5861921456463,0.358352402724592,0.0208082478023802,0.0695162168604977
"young CD vs old CD","Upregulated","Cldn25",1301.27938413323,0.180768693716576,0.021126135202666,0.0703855687022197
"young CD vs old CD","Upregulated","Gm14440",1299.16037427064,0.306773357824504,0.021186228674945,0.0705395340388394
"young CD vs old CD","Upregulated","Gm15856",9.3810787715775,1.51907371109499,0.0215368658125624,0.0714491573013164
"young CD vs old CD","Upregulated","Gm10605",155.631088261513,0.44451882290649,0.0217929876528041,0.0722014983658767
"young CD vs old CD","Upregulated","Btnl7-ps",22.8655467134524,0.726549780918142,0.0219556413459057,0.072642566828688
"young CD vs old CD","Upregulated","Elmsan1",423.750878150826,0.267473999635385,0.0223879948572352,0.0735783544250584
"young CD vs old CD","Upregulated","BC030336",662.257623255004,0.156895022386798,0.0224594702993445,0.0737475889744712
"young CD vs old CD","Upregulated","Narfl",643.426833920713,0.17840503101042,0.0232870376453185,0.0757239067748539
"young CD vs old CD","Upregulated","Gm17552",113.031461692588,0.672033589331807,0.0233598777870508,0.0758438257686895
"young CD vs old CD","Upregulated","Aaed1",1381.54210605384,0.161232728549424,0.0236832665979477,0.0766073761580854
"young CD vs old CD","Upregulated","Gm26703",15.4678103662268,1.05181476492334,0.0237611481783144,0.0767480678905303
"young CD vs old CD","Upregulated","Qtrtd1",299.485267711468,0.295459435314553,0.0246611903303996,0.0790775744673522
"young CD vs old CD","Upregulated","Prune",2264.08590365446,0.183057851087763,0.024841585487217,0.0794661595986531
"young CD vs old CD","Upregulated","4732440D04Rik",94.8277229347385,0.445459191963166,0.0248823686031775,0.0795611689897601
"young CD vs old CD","Upregulated","Gm13421",27.8986179167048,0.645269332192682,0.0251295731076984,0.0802482993270499
"young CD vs old CD","Upregulated","Ldoc1l",154.361625636239,0.374670247301754,0.0253058283919605,0.0806753640573663
"young CD vs old CD","Upregulated","Xndc1",156.884997071464,0.335977126454295,0.0253781283366421,0.0808496565890908
"young CD vs old CD","Upregulated","B230319C09Rik",9.62364613825755,1.00676117375076,0.0257695750899167,0.0818142445274067
"young CD vs old CD","Upregulated","WI1-1981I9.3",45.5433987556124,0.70941661127081,0.0258231090646036,0.0819465565966648
"young CD vs old CD","Upregulated","Sdccag3",477.633378751007,0.242828652732133,0.0259759630808406,0.0822925199490234
"young CD vs old CD","Upregulated","Trp53rk",93.2705366577338,0.349179088726854,0.0273936111961748,0.0857895379909055
"young CD vs old CD","Upregulated","C030037D09Rik",59.638814691155,0.426719516886139,0.0275386763601908,0.0860977295860858
"young CD vs old CD","Upregulated","Zfp956",244.126420778981,0.372985084670103,0.0282418292429821,0.0878680980219484
"young CD vs old CD","Upregulated","RP24-114E18.7",11229.1539133998,0.357713463685315,0.0283920822836461,0.088220255193487
"young CD vs old CD","Upregulated","Atp5sl",615.964200156654,0.24287527465744,0.029114935686529,0.0898085657209
"young CD vs old CD","Upregulated","RP23-191A19.1",7.0374978880192,1.25747969146193,0.0295360932354927,0.0907663081672728
"young CD vs old CD","Upregulated","Col4a3bp",2103.03301089833,0.247451836847824,0.030302977017718,0.0926025356473962
"young CD vs old CD","Upregulated","Lppr3",23.1916329266709,0.824721524373556,0.0303208753983363,0.0926340719986875
"young CD vs old CD","Upregulated","Hoxb3os",18.6699753958549,0.835927545114381,0.0303743646750913,0.0927561097200841
"young CD vs old CD","Upregulated","Gm16892",14.1333766577143,0.818106433719602,0.0310399396365873,0.0942110667876105
"young CD vs old CD","Upregulated","Gm4631",638.428438206244,0.202589543889011,0.0312713054358012,0.0945827252916888
"young CD vs old CD","Upregulated","TIGD5",34.7381191314608,0.553819599213635,0.0313628032000112,0.0948012005818519
"young CD vs old CD","Upregulated","Rps11-ps2",6.41048625467279,1.33108090903163,0.0322664188752913,0.0967795899747918
"young CD vs old CD","Upregulated","Mpp6",2252.48592624,0.23755857759246,0.033259044106132,0.0988530839820468
"young CD vs old CD","Upregulated","Gm14296",245.90867211849,0.614684359153677,0.0335940944935343,0.0996749620331208
"young CD vs old CD","Upregulated","Gm2897",7.06210436496107,1.19939929889437,0.0342318924410323,0.101113531033805
"young CD vs old CD","Upregulated","Mut",2840.94272040107,0.103894159955871,0.0357823287777794,0.104356878653962
"young CD vs old CD","Upregulated","Gm28876",37.4346472644223,0.97371018924496,0.0365363856377674,0.105928252390094
"young CD vs old CD","Upregulated","H3f3aos",36.6861509166997,0.429294132013802,0.0367234551912652,0.10629970923771
"young CD vs old CD","Upregulated","Gm15533",7.99022486991078,1.31590987176685,0.0367877665178311,0.106448019816296
"young CD vs old CD","Upregulated","4930451G09Rik",23.8723474812355,0.662061514890618,0.0376259334197446,0.108152580816918
"young CD vs old CD","Upregulated","C530005A16Rik",43.1384114666155,0.517168033575403,0.0377170185980261,0.108351108301743
"young CD vs old CD","Upregulated","Gm16536",187.839143840376,0.410688021013257,0.0377836184769597,0.108458012750409
"young CD vs old CD","Upregulated","Gm11525",5.34182557362686,1.54460814517613,0.0380673324955434,0.108954639323712
"young CD vs old CD","Upregulated","RP24-562D16.4",19.4964106589773,0.743788600411626,0.0383972060607918,0.109720557085678
"young CD vs old CD","Upregulated","Gm5601",108.6161549689,0.807435539063194,0.0392466331321374,0.111230187162554
"young CD vs old CD","Upregulated","Gm17491",54.5139491880728,0.399976318327743,0.0395543917546527,0.111832017094029
"young CD vs old CD","Upregulated","1300002E11Rik",138.478584668497,0.229841469184838,0.0400022253535442,0.112772457679525
"young CD vs old CD","Upregulated","Gm15903",10.4881178906793,0.926203628548336,0.0401890753490483,0.113184150968714
"young CD vs old CD","Upregulated","4930429F24Rik",644.891975576433,0.393596278469862,0.0406341152055624,0.114132694592793
"young CD vs old CD","Upregulated","RP23-59N15.4",149.727555107113,0.349784834693561,0.0409359157728387,0.114740113155141
"young CD vs old CD","Upregulated","2810029C07Rik",8.4411810073629,1.05354841158111,0.0415395759948455,0.115928312111344
"young CD vs old CD","Upregulated","RP24-229G16.1",9.96577995256578,0.909001613707702,0.0415667975692455,0.115968099151711
"young CD vs old CD","Upregulated","Fam57b",606.532627171532,0.333017565146139,0.0423199054255172,0.117305438189431
"young CD vs old CD","Upregulated","Gm26852",9.88907047977183,1.14593992550111,0.0438118606416529,0.120445902914846
"young CD vs old CD","Upregulated","1700109H08Rik",100.637698538694,0.413403913115065,0.0443149632369931,0.121554125010752
"young CD vs old CD","Upregulated","4933439C10Rik",52.7747767901978,0.449018373165677,0.044727516721125,0.122393388202774
"young CD vs old CD","Upregulated","0610009L18Rik",105.107104208622,0.389387360025349,0.0449700760292724,0.122829460207243
"young CD vs old CD","Upregulated","Csrp2bp",582.184894232746,0.290330401664004,0.0454175309136055,0.123613619328823
"young CD vs old CD","Upregulated","AI464131",2787.94724273302,0.252865985268976,0.0454726314048435,0.123698628603225
"young CD vs old CD","Upregulated","Gm4245",885.846217330105,0.311006351960031,0.0454913796736156,0.123704040913904
"young CD vs old CD","Upregulated","Loh12cr1",301.3229113721,0.262409413266984,0.0457575792832276,0.124267686342585
"young CD vs old CD","Upregulated","4930404I05Rik",11.5386773317221,1.08488799162001,0.0458324194692714,0.124379413350157
"young CD vs old CD","Upregulated","H2afv",683.22602172965,0.167593375025689,0.0465253125539556,0.125880037321528
"young CD vs old CD","Upregulated","Gm10138",8.94808771241744,1.09170648920079,0.0476472703840253,0.128196947818364
"young CD vs old CD","Upregulated","4833418N02Rik",62.3322729532778,0.430055172140394,0.0478274356656962,0.12851773438891
"young CD vs old CD","Upregulated","Gm12319",526.243769103637,0.433511748524859,0.0485685465536979,0.130012230783725
"young CD vs old CD","Upregulated","A730032A03Rik",4.90595365116804,1.57627655822458,0.0487495200171121,0.130378471741418
"young CD vs old CD","Upregulated","Ino80dos",47.5146272052852,0.431668556510782,0.049002736966216,0.13084235952835
"young CD vs old CD","Upregulated","AI314180",10037.1497371714,0.210123722029732,0.0492570881964539,0.131384886453237
