metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,GIP,37,11,2M16;2M17;3M6;3M7;3M11;3M13;3M18;3M21;3M37;3M38;4M5,2M16;2M17;3M6;3M11;3M13;3M18;3M21;3M37;4M5,3M7;3M38
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,GLP-1,38,9,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,3M6
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,Glucagon,38,14,2M16;2M17;2M22;3M1;3M6;3M11;3M13;3M14;3M15;3M18;3M21;3M37;4M3;4M5,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,Insulin,38,11,2M16;2M17;2M22;3M6;3M11;3M14;3M18;3M21;3M37;4M5;5M2,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,Leptin,38,9,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,3M6
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,PP,11,3,3M4;3M6;5M2,3M6,3M4;3M6;5M2
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,PYY,38,10,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;3M38;4M5,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,3M38
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,Resistin,38,9,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,
sys_sac,SAC,CD,posi,4-amino-2-hydroxyamino-6-nitrotoluene,C7H9N3O3,184.07135,4.066,Secretin,38,11,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M34;3M37;3M40;4M5,2M16;2M17;2M22;3M6;3M11;3M18;3M21;3M37;4M5,3M34;3M40
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Amylin,38,8,2M20;2M26;3M4;3M6;3M26;3M37;3M40;4M2,2M26;3M40;4M2,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,C-Peptide 2,38,5,2M26;3M14;3M40;4M2;5M2,2M26;3M40;4M2,3M14;5M2
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,GIP,37,4,3M7;3M38;3M40;4M2,3M40;4M2,3M7;3M38
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,GLP-1,38,4,2M26;3M6;3M40;4M2,2M26;3M40;4M2,3M6
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Glucagon,38,9,2M26;3M1;3M13;3M14;3M15;3M37;3M40;4M2;4M3,2M26;3M40;4M2,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Insulin,38,7,2M26;3M6;3M14;3M37;3M40;4M2;5M2,2M26;3M40;4M2,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Leptin,38,4,2M26;3M6;3M40;4M2,2M26;3M40;4M2,3M6
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,PYY,38,4,2M26;3M38;3M40;4M2,2M26;3M40;4M2,3M38
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Resistin,38,3,2M26;3M40;4M2,2M26;3M40;4M2,
sys_sac,SAC,CD,posi,4-hydroxy-3-octaprenylbenzoic acid,C47H70O3,683.5427,2.366,Secretin,38,4,2M26;3M34;3M40;4M2,2M26;3M40;4M2,3M34;3M40
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Resistin,38,0,,,
sys_sac,SAC,CD,posi,"4-nitrobenzene-1,2-diamine",C6H7N3O2,154.0611,6.573,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Resistin,38,0,,,
sys_sac,SAC,CD,posi,4-one,C9H14O2,155.10632,3.013,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Resistin,38,0,,,
sys_sac,SAC,CD,posi,"4-{(2-Methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino}-2-(4-quinazolinylamino)butanoic acid",C27H36N6O3,495.24519,2.699,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Amylin,38,10,2M20;3M1;3M4;3M6;3M26;3M37;3M38;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,C-Peptide 2,38,7,3M1;3M14;3M38;5M2;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M14;5M2
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,GIP,37,6,3M1;3M7;3M38;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M7;3M38
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,GLP-1,38,6,3M1;3M6;3M38;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M6
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Glucagon,38,10,3M1;3M13;3M14;3M15;3M37;3M38;4M3;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Insulin,38,9,3M1;3M6;3M14;3M37;3M38;5M2;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Leptin,38,6,3M1;3M6;3M38;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M6
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,PYY,38,5,3M1;3M38;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M38
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Resistin,38,5,3M1;3M38;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,
sys_sac,SAC,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,Secretin,38,7,3M1;3M34;3M38;3M40;5M4;5M6;5M7,3M1;3M38;5M4;5M6;5M7,3M34;3M40
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Resistin,38,0,,,
sys_sac,SAC,CD,posi,4β-methylzymosterol-4-carbaldehyde,C29H46O2,428.66755,2.423,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Amylin,38,12,2M20;3M1;3M4;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,C-Peptide 2,38,12,3M1;3M6;3M14;3M21;3M26;3M27;3M28;3M37;5M2;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M14;5M2
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,GIP,37,12,3M1;3M6;3M7;3M21;3M26;3M27;3M28;3M37;3M38;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M7;3M38
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,GLP-1,38,10,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M6
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Glucagon,38,14,3M1;3M6;3M13;3M14;3M15;3M21;3M26;3M27;3M28;3M37;4M3;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Insulin,38,12,3M1;3M6;3M14;3M21;3M26;3M27;3M28;3M37;5M2;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Leptin,38,10,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M6
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,PP,11,4,3M4;3M6;3M37;5M2,3M6;3M37,3M4;3M6;5M2
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,PYY,38,11,3M1;3M6;3M21;3M26;3M27;3M28;3M37;3M38;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M38
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Resistin,38,10,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,
sys_sac,SAC,CD,posi,4′-METHYL-EPIGALLOCATECHIN-3′-GLUCURONIDE,C22H24O13,497.13316,12.605,Secretin,38,12,3M1;3M6;3M21;3M26;3M27;3M28;3M34;3M37;3M40;5M7;5M8;5M9,3M1;3M6;3M21;3M26;3M27;3M28;3M37;5M7;5M8;5M9,3M34;3M40
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,2M20,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,C-Peptide 2,38,3,2M20;3M14;5M2,2M20,3M14;5M2
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,GIP,37,3,2M20;3M7;3M38,2M20,3M7;3M38
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,GLP-1,38,2,2M20;3M6,2M20,3M6
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Glucagon,38,7,2M20;3M1;3M13;3M14;3M15;3M37;4M3,2M20,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Insulin,38,5,2M20;3M6;3M14;3M37;5M2,2M20,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Leptin,38,2,2M20;3M6,2M20,3M6
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,PP,11,4,2M20;3M4;3M6;5M2,2M20,3M4;3M6;5M2
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,PYY,38,2,2M20;3M38,2M20,3M38
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Resistin,38,1,2M20,2M20,
sys_sac,SAC,CD,posi,5'-Methylthioadenosine,C11H15N5O3S,330.12303000000003,2.38,Secretin,38,3,2M20;3M34;3M40,2M20,3M34;3M40
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Resistin,38,0,,,
sys_sac,SAC,CD,posi,"5,6,7,4′-tetramethoxyflavanone",C19H20O6,345.13435,3.689,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Ghrelin,2,0,,,
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Glucagon,38,6,3M1;3M13;3M14;3M15;3M37;4M3,,3M1;3M13;3M14;3M15;3M37;4M3
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Insulin,38,4,3M6;3M14;3M37;5M2,,3M6;3M14;3M37;5M2
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Leptin,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,PP,11,3,3M4;3M6;5M2,,3M4;3M6;5M2
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,PYY,38,1,3M38,,3M38
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Resistin,38,0,,,
sys_sac,SAC,CD,posi,"5,6,7,8-Tetrahydro-4a(4H)-pteridinol",C6H10N4O,155.0928,7.714,Secretin,38,2,3M34;3M40,,3M34;3M40
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Amylin,38,5,2M20;3M4;3M6;3M26;3M37,,2M20;3M4;3M6;3M26;3M37
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,C-Peptide 2,38,2,3M14;5M2,,3M14;5M2
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,GIP,37,2,3M7;3M38,,3M7;3M38
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,GLP-1,38,1,3M6,,3M6
sys_sac,SAC,CD,posi,"5,6-Dimethylbenzimidazole",C9H10N2,147.09172,8.873,Ghrelin,2,0,,,
