correlation_method,metabolite_timepoint,hormone_sampling_time,metabolite_source,metabolite_ion_mode,metabolite,metabolite_formula,metabolite_mz,metabolite_rt,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_med_adj_ic,n_raw_ion_count_fallback,n_cd,n_id,n_young,n_old,correlation,p_value,p_adj_bh,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,pv,SAC,CD,nega,Ciliatine,C2H8NO3P,124.01709,15.335,PYY,40,40,43,3,3M11;3M38;4M4,3M11;4M4,3M38,40,0,24,16,13,27,0.3193828924215562,0.044552133944609,0.5787309433750284,1995.95696078386,26371.6806334565,29.88,352.53
pearson,pv,SAC,CD,posi,capuride,C9H18N2O2,187.14413,17.497,Amylin,37,37,43,6,2M20;3M4;3M6;3M26;3M37;5M10,,2M20;3M4;3M6;3M26;3M37;5M10,37,0,20,17,13,24,-0.33215681177958656,0.04458861405178436,0.5790036015700523,1108.76522484349,25563.8221812626,1.79,12.85
pearson,pv,SAC,CD,nega,D-Galactose,C6H12O6,179.05749,14.292,Resistin,42,42,43,1,5M10,5M10,,42,0,24,18,13,29,0.311560652554902,0.04458908843016312,0.5790036015700523,1175698.84572635,16111553.9769424,5122.24,58609.94
pearson,sys_sac,SAC,CD,posi,Octanoylcarnitine,C15H29NO4,288.21687,5.996,C-Peptide 2,35,35,38,3,3M14;3M15;5M2,3M15,3M14;5M2,35,0,20,15,9,26,-0.3415927128239362,0.044604653228338294,0.5790224176018754,40697.8312046708,770178.376284358,29.61,1415.11
pearson,sys_sac,SAC,CD,posi,Makisterone A,C28H46O7,495.32757,3.858,Leptin,32,32,38,6,2M22;3M6;3M11;3M15;3M21;3M39,2M22;3M6;3M11;3M15;3M21;3M39,3M6,32,0,19,13,10,22,0.35741818366819783,0.04461015142075356,0.5790224176018754,33433.1075829229,229134.934418638,608.22,7640.21
pearson,tp4,GTT,CD,posi,1-Phenylethanol,C8H10O,105.06983,2.611,Resistin,33,33,35,2,3M21;3M30,,3M21;3M30,0,33,14,19,0,33,-0.35189210488544176,0.0446144851105228,0.5790224176018754,362230.085259766,8295281.81036989,4345.62,23250.84
pearson,tp4,GTT,CD,posi,4H-Cyclopenta(def)chrysene,C19H12,241.1032,11.978,C-Peptide 2,29,29,34,5,3M4;3M10;3M14;3M17;3M18,3M4;3M10;3M14;3M17;3M18,,0,29,14,15,0,29,-0.3756117776159818,0.044647212960402825,0.5793435132908371,17593.2218090307,54156.8954578115,102.01,1743.56
pearson,pv,SAC,CD,posi,Linalyl benzoate,C17H22O2,259.16917,2.444,C-Peptide 2,40,40,43,3,3M14;5M2;5M10,,3M14;5M2;5M10,40,0,23,17,12,28,-0.31921036997112895,0.04467381613811147,0.5795059787276092,31722.5752212366,1683932.92237402,29.61,1415.11
pearson,pv,SAC,CD,posi,Talampicillin,C24H23N3O6S,482.13639,2.431,PYY,40,40,43,3,3M38;4M1;5M3,4M1;5M3,3M38,40,0,23,17,12,28,0.31920768525294563,0.04467571182646949,0.5795059787276092,4404.31895036251,77143.8440573213,29.88,352.53
pearson,pv,SAC,CD,nega,Muramic acid,C9H17NO7,250.0945,14.31,Insulin,37,37,43,6,3M6;3M14;3M21;3M37;5M2;5M10,,3M6;3M14;3M21;3M37;5M2;5M10,37,0,21,16,12,25,-0.3320155095411328,0.04468492862365826,0.5795218992751074,13404.4988963394,1926609.54727963,112.79,4792.38
pearson,pv,SAC,CD,nega,"1-(4,7-Dimethylpyrazolo[5,1-c][1,2,4]triazin-3-yl)ethan-1-one",C9H10N4O,189.07825,14.118,PYY,40,40,43,3,3M11;3M38;4M4,3M11;4M4,3M38,40,0,24,16,13,27,0.3191442147364992,0.04472054753913785,0.5795548183080896,208028.270098308,43879684.249783,29.88,352.53
pearson,tp4,GTT,CD,posi,Lithocholic acid glycine conjugate,C26H43NO4,434.31216,2.523,PYY,33,33,34,1,3M6,,3M6,0,33,15,18,0,33,-0.3517127083015707,0.044730879619281586,0.5795548183080896,58053.6691631542,172364207.170913,1.63,80.39
pearson,pv,SAC,CD,nega,N-Acetylglutamine,C7H12N2O4,187.07247,11.146,GIP,40,40,42,2,3M7;3M38,,3M7;3M38,40,0,24,16,14,26,0.31912873897939437,0.04473148516961591,0.5795548183080896,189210.607205688,1532627.3709699,49,1817.17
pearson,sys_sac,SAC,CD,nega,Tetracosapentenoic acid,C24H38O2,357.27988,2.152,Secretin,35,35,38,3,3M34;3M40;5M8,5M8,3M34;3M40,35,0,20,15,9,26,-0.34138401125025597,0.04474357293880971,0.5795548183080896,242044.036986964,1848122.39459101,6.73,93.64
pearson,tp4,GTT,CD,nega,Pyrocatechol sulfate,C6H6O5S,188.98622,1.998,Resistin,30,30,34,4,3M1;3M5;3M19;3M30,3M1;3M5;3M19,3M30,0,30,13,17,0,30,-0.36905679048712803,0.044750017406801644,0.5795548183080896,44525.1875259554,456162.670466525,4345.62,24285.62
pearson,tp4,GTT,CD,nega,Glyceraldehyde,C3H6O3,89.02437,12.726,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,-0.3464110141589984,0.04475203230620162,0.5795548183080896,20770282.5437043,67151693.8894538,102.01,1743.56
pearson,sys_sac,SAC,CD,nega,15beta-Hydroxydesogestrel,C22H30O2,325.21749,2.162,Secretin,35,35,38,3,2M16;3M34;3M40,2M16,3M34;3M40,35,0,20,15,10,25,-0.34136957225522496,0.04475319693788196,0.5795548183080896,71326.3494210464,583749.722212559,6.73,93.64
pearson,tp4,GTT,CD,posi,L-Lysine,C6H14N2O2,147.11274,18.48,GLP-1,32,32,35,3,3M3;3M6;3M23,,3M3;3M6;3M23,0,32,13,19,0,32,0.35716814901513777,0.04477028951819069,0.5795548183080896,6340151.86719251,31641886.9792204,24.2,219.87
pearson,pv,SAC,CD,posi,Anhydrovitamin A,C20H28,269.2263,2.529,Amylin,36,36,43,7,2M20;3M4;3M6;3M26;3M33;3M37;5M10,3M33,2M20;3M4;3M6;3M26;3M37;5M10,36,0,20,16,13,23,0.3364857804837835,0.04479195539146234,0.5795548183080896,14994.4432762395,801343.880623027,1.79,12.85
pearson,pv,SAC,CD,nega,N-Acetyl-L-glutamic acid,C7H11NO5,188.05781,14.328,Insulin,34,34,43,9,2M16;3M4;3M6;3M14;3M21;3M27;3M37;5M2;5M10,2M16;3M4;3M27,3M6;3M14;3M21;3M37;5M2;5M10,34,0,18,16,12,22,-0.34633144989819925,0.04480442617260207,0.5795548183080896,235537.504618116,19865486.9842707,112.79,4792.38
pearson,tp4,GTT,CD,posi,"2-(2,3-dihydro-1H-inden-1-yliden)hydrazine-1-carboxamide",C10H11N3O,190.09743,10.651,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.3463229256447854,0.04481004239891382,0.5795548183080896,7206.95639052715,9808140.35875754,102.01,1743.56
pearson,sys_sac,SAC,CD,posi,"LysoPE(0:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",C27H44NO7P,526.29253,3.964,GIP,35,35,37,2,3M7;3M38,,3M7;3M38,35,0,20,15,10,25,-0.34125800952136515,0.04482761279432944,0.5795548183080896,425145.758528767,32612349.0211198,49,1817.17
pearson,tp4,GTT,CD,posi,Deoxyribose,C5H10O4,135.06649,6.341,GIP,33,33,34,1,3M6,3M6,,0,33,15,18,0,33,-0.35155982136434033,0.04483026638326207,0.5795548183080896,446268.296614314,30019458.9339421,9.74,290.77
pearson,sys_sac,SAC,CD,posi,Ethylene,C2H4,74.09641,3.529,Insulin,31,31,38,7,3M6;3M13;3M14;3M37;4M5;5M2;5M7,3M13;4M5;5M7,3M6;3M14;3M37;5M2,31,0,17,14,7,24,-0.36282840743898526,0.04484821898692081,0.5795548183080896,5829484.70058417,151613753.79449,155.89,6851.38
pearson,sys_sac,SAC,CD,posi,3-Nonyl-1H-pyrazole,C12H22N2,195.18564,8.311,Leptin,36,36,38,2,2M20;3M6,2M20,3M6,36,0,19,17,10,26,0.3363827554846255,0.044861575408587,0.5795548183080896,270432.436903954,1967243.09574465,608.22,7640.21
pearson,tp4,GTT,CD,posi,Deoxyadenosine monophosphate,C10H14N5O6P,332.07616,14.467,C-Peptide 2,33,33,34,1,3M26,3M26,,0,33,15,18,0,33,0.35151110407766994,0.04486197304667644,0.5795548183080896,15429.7761276852,538832.461332915,102.01,1743.56
pearson,pv,SAC,CD,posi,1-arachidonoyl-sn-glycero-3-phosphocholine,C28H50NO7P,544.33932,8.329,Secretin,36,36,43,7,2M17;3M34;3M40;4M1;4M4;5M8;5M10,2M17;4M1;4M4;5M8;5M10,3M34;3M40,36,0,20,16,10,26,-0.33638144138310333,0.044862463986335185,0.5795548183080896,13221.2731400192,1056200.06146701,6.73,93.64
pearson,pv,SAC,CD,posi,Eplerenone,C24H30O6,415.21108,2.568,C-Peptide 2,40,40,43,3,3M14;5M2;5M10,,3M14;5M2;5M10,40,0,23,17,12,28,-0.31893677480484284,0.04486733768754633,0.5795548183080896,481710.449591054,2826170296.45825,29.61,1415.11
pearson,tp4,GTT,CD,posi,"1,5-Dimethylbicyclo[3.2.1]octan-8-one oxime",C10H17NO,168.13823,7.759,Insulin,31,31,36,5,3M15;3M22;3M26;3M30;3M36,3M15;3M22,3M26;3M30;3M36,0,31,13,18,0,31,-0.36279207990660856,0.04487124072675099,0.5795548183080896,234273.04972622,1126510.74032195,315.23,3214.38
pearson,pv,SAC,CD,nega,"2,6-Pyridinedicarboxylic acid",C7H5NO4,166.01478,14.868,Amylin,37,37,43,6,2M20;3M4;3M6;3M26;3M37;5M10,5M10,2M20;3M4;3M6;3M26;3M37;5M10,37,0,20,17,13,24,-0.3317188601126149,0.044887677047100956,0.5795548183080896,59609.7156575184,1911598.90445369,1.79,12.85
pearson,sys_sac,SAC,CD,posi,"(3Z,6E)-N-Hydroxy-2,4,4,7-tetramethyl-6,8-nonadien-3-imine",C13H23NO,210.18512,7.896,Leptin,37,37,38,1,3M6,,3M6,37,0,20,17,10,27,-0.33171374481384397,0.04489117965101147,0.5795548183080896,102725.86183205,2464154.98479409,608.22,7640.21
pearson,pv,SAC,CD,posi,LysoPE(0:0/20:0),C25H52NO7P,510.35526,3.834,C-Peptide 2,38,38,43,5,3M11;3M14;3M16;5M2;5M10,3M11;3M16,3M14;5M2;5M10,38,0,23,15,12,26,0.3272705406410031,0.04489348626917223,0.5795548183080896,494191.732824188,39717586.6977804,29.61,1415.11
pearson,tp4,GTT,CD,posi,"PC(18:0/18:2(9Z,12Z))",C44H84NO8P,786.60015,3.667,PYY,33,33,34,1,3M6,,3M6,0,33,15,18,0,33,0.3514565800632477,0.04489748021368789,0.5795548183080896,20054332.1939604,524698526.496131,1.63,80.39
pearson,pv,SAC,CD,nega,p-Coumaraldehyde,C9H8O2,147.04508,3.583,PYY,35,35,43,8,2M16;2M17;2M20;2M22;2M23;2M26;2M31;3M38,2M16;2M17;2M20;2M22;2M23;2M26;2M31,3M38,35,0,22,13,14,21,0.34112566346790385,0.044916020778471295,0.5795548183080896,227442.475087968,1395277.24264752,29.88,293.02
pearson,sys_sac,SAC,CD,posi,"Octadeca-2,4,6,8-tetraenoic acid",C18H28O2,277.21601,2.466,Resistin,37,37,38,1,2M20,2M20,,37,0,20,17,10,27,-0.33167167778535306,0.04491999261108885,0.5795548183080896,466662.776766484,4281921.2666065,5122.24,58609.94
pearson,tp4,GTT,CD,posi,"3-Acetyl-2,7-naphthyridine",C10H8N2O,173.07159,3.714,GLP-1,32,32,35,3,3M3;3M6;3M23,,3M3;3M6;3M23,0,32,13,19,0,32,-0.35692258264093435,0.044928013231869214,0.5795548183080896,1503020.19839189,53308433.4924715,24.2,219.87
pearson,tp4,GTT,CD,posi,(4-{[2-(3-Chlorophenyl)-6-(trifluoromethyl)-4-pyridinyl]methyl}phenyl)acetic acid,C21H15ClF3NO2,406.07894,12.81,Amylin,28,28,35,7,3M5;3M6;3M15;3M16;3M19;3M24;3M33,3M5;3M15;3M16;3M19;3M24;3M33,3M5;3M6,0,28,13,15,0,28,-0.38188097898532364,0.04492809411851264,0.5795548183080896,13531.6034133992,1105756.72423125,1.81,25.01
pearson,pv,SAC,CD,posi,"1,2-EPOXYPROPYLPHOSPHONIC ACID",C3H7O4P,156.04201,15.705,Glucagon,37,37,43,6,3M14;3M15;3M37;4M3;5M8;5M10,5M8,3M14;3M15;3M37;4M3;5M10,37,0,22,15,11,26,-0.33165709766168844,0.04492998245092896,0.5795548183080896,147598.300382279,6948219.8334818,44.03,596.46
pearson,pv,SAC,CD,nega,Ureidosuccinic acid,C5H8N2O5,175.03578,19.089,C-Peptide 2,40,40,43,3,3M14;5M2;5M10,,3M14;5M2;5M10,40,0,23,17,12,28,-0.3188470244995778,0.04493096819289755,0.5795548183080896,18910.2321127417,402586.967929972,29.61,1415.11
pearson,tp4,GTT,CD,nega,5-Hydroxyisourate,C5H4N4O4,183.01602,9.053,Resistin,29,29,34,5,3M25;3M30;3M31;3M33;3M35,3M25;3M30;3M31;3M33;3M35,3M30,0,29,14,15,0,29,0.37513478160772806,0.044940728405910305,0.5795548183080896,687626.67163319,4970509.43958967,4345.62,24285.62
pearson,pv,SAC,CD,posi,"PG(18:1(9Z)/18:2(9Z,12Z))",C42H77O10P,773.53013,2.869,Leptin,42,42,43,1,3M6,,3M6,42,0,24,18,14,28,0.31106936414163305,0.04494424381676336,0.5795548183080896,17075.7528927086,1470079.38808712,221.83,7640.21
pearson,pv,SAC,CD,posi,4-Amino-3-pyridinyl hydrogen sulfate,C5H6N2O4S,173.98475,8.325,Insulin,31,31,43,12,2M23;2M26;3M1;3M6;3M14;3M18;3M21;3M27;3M37;4M2;5M2;5M10,2M23;2M26;3M1;3M18;3M27;4M2,3M6;3M14;3M21;3M37;5M2;5M10,31,0,18,13,11,20,-0.3626702408441271,0.04494852234388709,0.5795548183080896,1660.22232419698,2036867.54462129,112.79,4792.38
pearson,sys_sac,SAC,CD,posi,NITRILACARB,C9H15N3O2,198.12368,14.394,Secretin,35,35,38,3,3M17;3M34;3M40,3M17,3M34;3M40,35,0,21,14,10,25,-0.34107315835328994,0.04495113333794684,0.5795548183080896,7790.41883377037,543045.270431235,6.73,93.64
pearson,tp4,GTT,CD,posi,NITROSOMORPHOLINE,C4H8N2O2,117.06587,7.105,PYY,33,33,34,1,3M6,,3M6,0,33,15,18,0,33,0.351342029732593,0.044972151128757624,0.5796922085128772,521557.955240895,55172789.7493518,1.63,80.39
pearson,tp4,GTT,CD,posi,DL-TYROSINE,C9H11NO3,182.08095,6.603,Insulin,33,33,36,3,3M26;3M30;3M36,,3M26;3M30;3M36,0,33,14,19,0,33,-0.3513213982628251,0.04498561055387041,0.5796922085128772,1702856.7105606,18404356.0666879,123.91,3214.38
pearson,tp4,GTT,CD,posi,Cyclo(L-His-L-Pro),C11H14N4O2,235.11893,5.579,Glucagon,30,30,31,1,3M6,3M6,,0,30,13,17,0,30,0.36867071572646337,0.04499133968352346,0.5796922085128772,20572.7516973296,363253.038771555,17.67,161.53
pearson,tp4,GTT,CD,nega,Taurodeoxycholic acid,C26H45NO6S,498.28916,3.633,GLP-1,28,28,34,6,3M1;3M3;3M6;3M16;3M23;3M29,3M16;3M23;3M29,3M1;3M3;3M6;3M23,0,28,11,17,0,28,0.3817730094117046,0.044993756671549284,0.5796922085128772,166237.650679687,4800580.31072015,24.2,196.46
pearson,sys_sac,SAC,CD,posi,2-[(5Z)-5-tetradecenyl]cyclobutanone,C18H32O,265.25258,2.45,PYY,36,36,38,2,3M38;5M9,5M9,3M38,36,0,20,16,9,27,-0.33614095973648855,0.04502531321463482,0.5798779284051742,37763.0043404488,171059.324964605,29.88,352.53
pearson,tp4,GTT,CD,posi,"16-Heptadecyne-1,2,4-triol",C17H32O3,285.24234,2.491,Resistin,30,30,35,5,3M16;3M17;3M21;3M30;3M37,3M16;3M17;3M37,3M21;3M30,0,30,14,16,0,30,-0.3685984352546217,0.045036634779719434,0.5798779284051742,28569.9594653014,153351.722408241,4345.62,23250.84
pearson,tp4,GTT,CD,nega,Isobutyrylglycine,C6H11NO3,144.06661,7.609,Insulin,28,28,35,7,3M1;3M6;3M14;3M16;3M26;3M30;3M36,3M1;3M6;3M14;3M16;3M36,3M26;3M30;3M36,0,28,12,16,0,28,-0.38169882001668276,0.04503891963969504,0.5798779284051742,367461.064043209,2207806.55070497,123.91,3214.38
pearson,pv,SAC,CD,nega,D-Glucuronic acid 1-phosphate,C6H11O10P,272.9999,11.72,Resistin,42,42,43,1,3M7,3M7,,42,0,24,18,14,28,0.3109339260555221,0.04504255521159862,0.5798779284051742,777776.464784043,7578901.97800838,5122.24,52575.04
pearson,sys_sac,SAC,CD,nega,Capric acid,C10H20O2,171.13908,2.492,GLP-1,34,34,38,4,2M20;3M6;3M33;5M3,2M20;3M33;5M3,3M6,34,0,18,16,9,25,-0.34596194271346287,0.04504839620417114,0.5798779284051742,888373.035484829,2680950.78292149,28.62,419.71
pearson,tp4,GTT,CD,nega,Prostaglandin F1a,C20H36O5,355.24848,2.294,Secretin,31,31,34,3,3M6;3M12;3M31,3M12;3M31,3M6,0,31,15,16,0,31,-0.3624899660388586,0.04506306423777523,0.5798779284051742,45454.9119566471,115532.863479001,2.01,26.26
pearson,pv,SAC,CD,nega,Foeniculoside VIII,C16H28O8,347.17144,2.509,Leptin,35,35,43,8,3M4;3M6;3M7;3M11;3M13;3M15;3M16;4M2,3M4;3M7;3M11;3M13;3M15;3M16;4M2,3M6,35,0,21,14,13,22,-0.3408841219766086,0.04507773337011356,0.5798779284051742,8733.48913051452,36779.3313435156,221.83,7640.21
pearson,pv,SAC,CD,posi,2-Heptadecylfuran,C21H38O,324.32601,2.414,GIP,40,40,42,2,3M7;3M38,,3M7;3M38,40,0,24,16,14,26,-0.3186364318348663,0.045080559372564735,0.5798779284051742,27286.6419905542,464894.602503291,49,1817.17
pearson,sys_sac,SAC,CD,nega,Inosine,C10H12N4O5,267.0733,9.004,C-Peptide 2,36,36,38,2,3M14;5M2,,3M14;5M2,36,0,20,16,9,27,0.3360519640883276,0.045085699758762934,0.5798779284051742,435663.466601764,64615151.7040048,29.61,1415.11
pearson,tp4,GTT,CD,nega,Guaifenesin,C10H14O4,197.08329,8.653,Insulin,30,30,35,5,3M12;3M26;3M30;3M33;3M36,3M12;3M33,3M26;3M30;3M36,0,30,14,16,0,30,0.3685163549015262,0.0450881150905093,0.5798779284051742,12442.7586993388,1700146.82106041,123.91,3214.38
pearson,sys_sac,SAC,CD,posi,4-Fluorophenol,C6H5FO,266.0998,12.721,Resistin,38,38,38,0,,,,38,0,21,17,10,28,0.32697837677181296,0.04509629710817754,0.5798803416129704,149856.509393851,3047397.67093382,5122.24,58609.94
pearson,pv,SAC,CD,posi,Tetraglycol,C8H18O5,195.1229,3.701,GLP-1,42,42,43,1,3M6,,3M6,42,0,24,18,14,28,0.31084882806660435,0.04510441504442017,0.5798819301067106,26288.7149169598,4363734.64704577,28.62,467.7
pearson,pv,SAC,CD,posi,tilisolol,C17H24N2O3,288.15662,3.795,Resistin,42,42,43,1,2M22,2M22,,42,0,25,17,14,28,-0.3108209870545168,0.04512466831394331,0.580039507499591,5976.48130252365,367465.825391388,5122.24,58609.94
pearson,tp4,GTT,CD,posi,c19:2,C19H34O2,295.26328,2.479,GLP-1,28,28,35,7,3M3;3M6;3M11;3M19;3M23;3M27;3M37,3M3;3M11;3M19;3M27;3M37,3M3;3M6;3M23,0,28,12,16,0,28,0.38153153582868526,0.045140886205271756,0.5801057721671665,26649.8060429388,203503.405177521,24.2,219.87
pearson,pv,SAC,CD,posi,Gerberinol,C21H16O6,365.1052,12.811,PP,9,9,13,4,3M4;3M6;3M13;3M15,3M4;3M6;3M13;3M15,3M4;3M6,9,0,5,4,4,5,0.6770388023680003,0.04515646637365697,0.5801057721671665,130886.176744195,510276.550509119,51.72,242.69
pearson,tp4,GTT,CD,nega,2-Furoylglycine,C7H7NO4,168.03021,7.521,Resistin,33,33,34,1,3M30,,3M30,0,33,15,18,0,33,-0.3510588009051522,0.0451572043124134,0.5801057721671665,1183297.72909906,3316727.00900894,4345.62,24285.62
pearson,sys_sac,SAC,CD,nega,4-Pyridoxic acid,C8H9NO4,182.04593,2.418,GLP-1,32,32,38,6,2M26;3M6;3M11;3M13;3M15;3M18,2M26;3M11;3M13;3M15;3M18,3M6,32,0,20,12,10,22,0.3565598355946766,0.04516181338132775,0.5801057721671665,53158.4267286796,763355.100006257,28.62,419.71
pearson,tp4,GTT,CD,nega,"1-benzylhexahydropyrimidine-2,4,6-trione",C11H10N2O3,217.06185,4.135,Amylin,30,30,34,4,3M3;3M5;3M6;3M17,,3M3;3M5;3M6;3M17,0,30,13,17,0,30,0.3683222569097119,0.045210038717890075,0.580245131242843,439856.199574301,2710422.22786682,1.81,22.9
pearson,sys_sac,SAC,CD,posi,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0)",C43H76NO8P,748.52709,3.874,PP,8,8,11,3,3M4;3M6;5M2,,3M4;3M6;5M2,8,0,2,6,1,7,-0.7172340721590318,0.0452134112942363,0.580245131242843,1156778.71419832,5291183.57301045,1.13,72.59
pearson,sys_sac,SAC,CD,nega,Blumenol C glucoside,C19H32O7,371.20751,2.66,C-Peptide 2,31,31,38,7,3M14;3M34;5M2;5M6;5M7;5M8;5M9,3M34;5M6;5M7;5M8;5M9,3M14;5M2,31,0,16,15,5,26,0.36223853560007996,0.04522320557220776,0.580245131242843,26620.5795937669,58178.3357212032,29.61,1415.11
pearson,tp4,GTT,CD,nega,"(15Z)-9,12,13-Trihydroxy-15-octadecenoic acid",C18H34O5,329.23353,2.881,PYY,30,30,33,3,3M6;3M33;3M38,3M33;3M38,3M6,0,30,15,15,0,30,-0.3682954755909031,0.04522688213572054,0.580245131242843,7212628.3144133,24515298.0417376,1.63,80.39
pearson,tp4,GTT,CD,posi,L-(+)-Leucine,C6H13NO2,132.10185,7.797,GIP,32,32,34,2,3M15;3M36,3M15;3M36,,0,32,16,16,0,32,-0.3564589216934087,0.045227027790303465,0.580245131242843,27041064.6203307,46688511.7199157,9.74,290.77
pearson,sys_sac,SAC,CD,posi,glycodehydrocholate,C26H37NO6,460.26877,2.568,GLP-1,37,37,38,1,3M6,,3M6,37,0,20,17,10,27,0.33122027382276537,0.045230112121855674,0.580245131242843,53201.9417953282,382591386.090985,28.62,419.71
pearson,sys_sac,SAC,CD,posi,Oxadiazon,C15H18Cl2N2O3,345.07748,13.971,Glucagon,25,25,38,13,2M26;3M1;3M13;3M14;3M15;3M17;3M18;3M26;3M37;4M2;4M3;5M4;5M8,2M26;3M17;3M18;3M26;4M2;4M3;5M4;5M8,3M1;3M13;3M14;3M15;3M37;4M3,25,0,15,10,6,19,0.4039224652452641,0.04523428171419697,0.580245131242843,3345.88072505272,38012.7667505894,44.03,444.41
pearson,tp4,GTT,CD,posi,quindoxin,C8H6N2O2,163.05015,7.855,Leptin,34,34,35,1,3M15,3M15,,0,34,16,18,0,34,-0.34567452443800717,0.045238902724897036,0.580245131242843,32957.284261696,2761040.022789,324.41,7988.85
pearson,pv,SAC,CD,posi,Lexibulin,C24H30N6O2,452.2778,4.048,PYY,40,40,43,3,3M38;4M3;5M9,4M3;5M9,3M38,40,0,23,17,12,28,-0.3184060661023266,0.04524465730546928,0.580245131242843,24190.1492735002,982648.063026926,29.88,352.53
pearson,tp4,GTT,CD,nega,3-Methylglutaconic acid,C6H8O4,143.03633,14.975,GLP-1,30,30,34,4,3M1;3M3;3M6;3M23,3M23,3M1;3M3;3M6;3M23,0,30,12,18,0,30,-0.36824275798226225,0.04526005211565239,0.580339957620817,779588.758620283,33319763.5044617,24.2,196.46
pearson,sys_sac,SAC,CD,posi,L-Kynurenine,C10H12N2O3,209.092,9.8,PYY,36,36,38,2,2M23;3M38,2M23,3M38,36,0,21,15,10,26,0.3357789761109106,0.045271338140537125,0.5803820755323438,35218.3651212594,641313.973346727,29.88,352.53
pearson,tp4,GTT,CD,posi,Ricinoleic Acid,C18H34O3,299.25784,3.743,Amylin,33,33,35,2,3M5;3M6,,3M5;3M6,0,33,14,19,0,33,-0.3508610044516869,0.045286799990977955,0.5804777035069053,56048.0167335179,571699.187518157,1.81,25.01
pearson,tp4,GTT,CD,posi,(E)-Stilbestrol,C14H12O2,251.04693,2.65,C-Peptide 2,26,26,34,8,3M6;3M14;3M18;3M19;3M20;3M33;3M34;3M38,3M6;3M14;3M18;3M19;3M20;3M33;3M34;3M38,,0,26,15,11,0,26,-0.3958243723443144,0.04532152187744236,0.5807310567103946,9274.56463220512,166478.462774808,138.9,1743.56
pearson,tp4,GTT,CD,posi,"6-Deoxy-2,3-di-O-methyl-D-allopyranose",C8H16O5,193.10838,3.751,C-Peptide 2,34,34,34,0,,,,0,34,16,18,0,34,0.3455485901199099,0.045322577920447006,0.5807310567103946,26627.7690325343,2648322.82954269,102.01,1743.56
pearson,tp4,GTT,CD,nega,Acetoin,C4H8O2,87.04516,12.26,Amylin,28,28,34,6,3M3;3M5;3M6;3M17;3M24;3M34,3M24;3M34,3M3;3M5;3M6;3M17,0,28,12,16,0,28,0.3811664679400007,0.04536404566878134,0.5811104863200203,279567.038894745,857844.823146108,1.81,22.9
pearson,sys_sac,SAC,CD,posi,"PE(20:3(8Z,11Z,14Z)/18:0)",C43H80NO8P,770.56947,3.85,Insulin,33,33,38,5,3M6;3M14;3M31;3M37;5M2,3M31;3M37,3M6;3M14;3M37;5M2,33,0,19,14,9,24,0.3507369792743763,0.04536821280509367,0.5811104863200203,11773.2485511401,3174354.43995851,112.79,6851.38
pearson,pv,SAC,CD,posi,Valerenic acid,C15H22O2,235.16912,2.557,Resistin,42,42,43,1,4M5,4M5,,42,0,24,18,13,29,0.31045742436655493,0.045389823767222524,0.5811948873311209,28511.4210908013,6339118.99341747,5122.24,58609.94
pearson,tp4,GTT,CD,posi,"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",C44H76NO8P,778.53625,3.16,C-Peptide 2,32,32,34,2,3M28;3M30,3M28;3M30,,0,32,14,18,0,32,0.3561919710769646,0.04539990461779247,0.5811948873311209,19472.7064793994,1333445.86667479,102.01,1743.56
pearson,pv,SAC,CD,posi,"PE(22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z))",C47H82NO8P,820.58391,3.029,Resistin,38,38,43,5,2M31;3M16;3M34;3M37;3M40,2M31;3M16;3M34;3M37;3M40,,38,0,25,13,14,24,-0.3265373986876049,0.04540381000658967,0.5811948873311209,30649.8051968736,6826698.0356681,5122.24,58609.94
pearson,sys_sac,SAC,CD,posi,1-Aminocyclopropanecarboxylic acid,C4H7NO2,119.08152,12.782,Leptin,35,35,38,3,2M23;3M6;5M9,2M23;5M9,3M6,35,0,19,16,9,26,0.3403864488628358,0.04541240233722089,0.5811948873311209,13341057.1305334,56996252.7063736,608.22,7640.21
pearson,tp4,GTT,CD,nega,Ximenic acid,C26H50O2,393.37403,2.125,Glucagon,30,30,30,0,,,,0,30,14,16,0,30,0.36798863407760013,0.04542021909965165,0.5811948873311209,17906.2225242279,116972.417030564,17.67,161.53
pearson,sys_sac,SAC,CD,posi,4-Hydroxyproline,C5H9NO3,132.06549,13.209,Leptin,33,33,38,5,2M23;3M6;3M37;5M4;5M9,2M23;3M37;5M4;5M9,3M6,33,0,18,15,8,25,-0.35065075925028133,0.04542487854425967,0.5811948873311209,117160.615166134,14134413.4969317,608.22,7640.21
pearson,pv,SAC,CD,nega,vanillyl mandelate,C9H10O5,197.04685,13.854,PYY,42,42,43,1,3M38,,3M38,42,0,25,17,14,28,0.3104009503413131,0.04543112479805943,0.5811948873311209,11838.5788490986,6557624.52720199,29.88,352.53
