"direction","overlap_group","gene.id"
"Downregulated","Young CD vs old CD only","Arl8a"
"Downregulated","Young CD vs old CD only","Armcx5"
"Downregulated","Young CD vs old CD only","Arpc1b"
"Downregulated","Young CD vs old CD only","Arpc2"
"Downregulated","Young CD vs old CD only","Arpc3"
"Downregulated","Young CD vs old CD only","Arpp19"
"Downregulated","Young CD vs old CD only","Arrdc2"
"Downregulated","Young CD vs old CD only","Arrdc3"
"Downregulated","Young CD vs old CD only","Art3"
"Downregulated","Young CD vs old CD only","As3mt"
"Downregulated","Young CD vs old CD only","Asah1"
"Downregulated","Young CD vs old CD only","Asb11"
"Downregulated","Young CD vs old CD only","Asb5"
"Downregulated","Young CD vs old CD only","Ascc3"
"Downregulated","Young CD vs old CD only","Asgr1"
"Downregulated","Young CD vs old CD only","Asgr2"
"Downregulated","Young CD vs old CD only","Asl"
"Downregulated","Young CD vs old CD only","Asna1"
"Downregulated","Young CD vs old CD only","Aspa"
"Downregulated","Young CD vs old CD only","Ass1"
"Downregulated","Young CD vs old CD only","Atad1"
"Downregulated","Young CD vs old CD only","Atad2"
"Downregulated","Young CD vs old CD only","Atf3"
"Downregulated","Young CD vs old CD only","Atg3"
"Downregulated","Young CD vs old CD only","Atg4a"
"Downregulated","Young CD vs old CD only","Atm"
"Downregulated","Young CD vs old CD only","Atoh8"
"Downregulated","Young CD vs old CD only","Atp13a3"
"Downregulated","Young CD vs old CD only","Atp2a2"
"Downregulated","Young CD vs old CD only","Atp2a3"
"Downregulated","Young CD vs old CD only","Atp5f1"
"Downregulated","Young CD vs old CD only","Atp5h"
"Downregulated","Young CD vs old CD only","Atp5j"
"Downregulated","Young CD vs old CD only","Atp5j2"
"Downregulated","Young CD vs old CD only","Atp5l"
"Downregulated","Young CD vs old CD only","Atp6ap2"
"Downregulated","Young CD vs old CD only","Atp6v0e"
"Downregulated","Young CD vs old CD only","Atp6v1a"
"Downregulated","Young CD vs old CD only","Atp6v1c1"
"Downregulated","Young CD vs old CD only","Atp6v1d"
"Downregulated","Young CD vs old CD only","Atp6v1e1"
"Downregulated","Young CD vs old CD only","Atp6v1f"
"Downregulated","Young CD vs old CD only","Atp6v1g1"
"Downregulated","Young CD vs old CD only","Atp6v1h"
"Downregulated","Young CD vs old CD only","Atp8b1"
"Downregulated","Young CD vs old CD only","Atp8b4"
"Downregulated","Young CD vs old CD only","Atp9a"
"Downregulated","Young CD vs old CD only","Atpif1"
"Downregulated","Young CD vs old CD only","Atr"
"Downregulated","Young CD vs old CD only","Atrx"
"Downregulated","Young CD vs old CD only","Aurka"
"Downregulated","Young CD vs old CD only","Aurkaip1"
"Downregulated","Young CD vs old CD only","Avpi1"
"Downregulated","Young CD vs old CD only","Azgp1"
"Downregulated","Young CD vs old CD only","B230307C23Rik"
"Downregulated","Young CD vs old CD only","B2m"
"Downregulated","Young CD vs old CD only","B3galt1"
"Downregulated","Young CD vs old CD only","B3gnt5"
"Downregulated","Young CD vs old CD only","B4galnt1"
"Downregulated","Young CD vs old CD only","B4galnt2"
"Downregulated","Young CD vs old CD only","B4galt4"
"Downregulated","Young CD vs old CD only","BC004004"
"Downregulated","Young CD vs old CD only","BC017643"
"Downregulated","Young CD vs old CD only","BC025446"
"Downregulated","Young CD vs old CD only","BC031181"
"Downregulated","Young CD vs old CD only","BC048679"
"Downregulated","Young CD vs old CD only","BC049352"
"Downregulated","Young CD vs old CD only","BE692007"
"Downregulated","Young CD vs old CD only","Baat"
"Downregulated","Young CD vs old CD only","Bach1"
"Downregulated","Young CD vs old CD only","Baiap2l1"
"Downregulated","Young CD vs old CD only","Bank1"
"Downregulated","Young CD vs old CD only","Bbox1"
"Downregulated","Young CD vs old CD only","Bcap29"
"Downregulated","Young CD vs old CD only","Bcap31"
"Downregulated","Young CD vs old CD only","Bcl2"
"Downregulated","Young CD vs old CD only","Bcl2a1b"
"Downregulated","Young CD vs old CD only","Bcl2l1"
"Downregulated","Young CD vs old CD only","Bclaf1"
"Downregulated","Young CD vs old CD only","Bex1"
"Downregulated","Young CD vs old CD only","Bhmt"
"Downregulated","Young CD vs old CD only","Bicd1"
"Downregulated","Young CD vs old CD only","Bid"
"Downregulated","Young CD vs old CD only","Bin2"
"Downregulated","Young CD vs old CD only","Bin3"
"Downregulated","Young CD vs old CD only","Birc3"
"Downregulated","Young CD vs old CD only","Birc5"
"Downregulated","Young CD vs old CD only","Blk"
"Downregulated","Young CD vs old CD only","Blnk"
"Downregulated","Young CD vs old CD only","Bloc1s1"
"Downregulated","Young CD vs old CD only","Bloc1s3"
"Downregulated","Young CD vs old CD only","Bloc1s5"
"Downregulated","Young CD vs old CD only","Bloc1s6"
"Downregulated","Young CD vs old CD only","Blvra"
"Downregulated","Young CD vs old CD only","Blzf1"
"Downregulated","Young CD vs old CD only","Bmp3"
"Downregulated","Young CD vs old CD only","Bmper"
"Downregulated","Young CD vs old CD only","Bmpr1b"
"Downregulated","Young CD vs old CD only","Bnip3"
"Downregulated","Young CD vs old CD only","Bola2"
"Downregulated","Young CD vs old CD only","Brcc3"
"Downregulated","Young CD vs old CD only","Bre"
"Downregulated","Young CD vs old CD only","Brms1"
"Downregulated","Young CD vs old CD only","Brwd1"
"Downregulated","Young CD vs old CD only","Bst1"
"Downregulated","Young CD vs old CD only","Btf3"
"Downregulated","Young CD vs old CD only","Btf3l4"
"Downregulated","Young CD vs old CD only","Btg1"
"Downregulated","Young CD vs old CD only","Btk"
"Downregulated","Young CD vs old CD only","Btla"
"Downregulated","Young CD vs old CD only","Btnl2"
"Downregulated","Young CD vs old CD only","Bub3"
"Downregulated","Young CD vs old CD only","Bud31"
"Downregulated","Young CD vs old CD only","Bzw1"
"Downregulated","Young CD vs old CD only","C130026I21Rik"
"Downregulated","Young CD vs old CD only","C1d"
"Downregulated","Young CD vs old CD only","C1galt1c1"
"Downregulated","Young CD vs old CD only","C1qa"
"Downregulated","Young CD vs old CD only","C1qb"
"Downregulated","Young CD vs old CD only","C1qc"
"Downregulated","Young CD vs old CD only","C1qtnf7"
"Downregulated","Young CD vs old CD only","C1s1"
"Downregulated","Young CD vs old CD only","C2"
"Downregulated","Young CD vs old CD only","C3ar1"
"Downregulated","Young CD vs old CD only","C4b"
"Downregulated","Young CD vs old CD only","C4bp"
"Downregulated","Young CD vs old CD only","C5ar1"
"Downregulated","Young CD vs old CD only","C6"
"Downregulated","Young CD vs old CD only","C7"
"Downregulated","Young CD vs old CD only","C78197"
"Downregulated","Young CD vs old CD only","C8g"
"Downregulated","Young CD vs old CD only","C9"
"Downregulated","Young CD vs old CD only","Cab39l"
"Downregulated","Young CD vs old CD only","Cacna1e"
"Downregulated","Young CD vs old CD only","Cacna1i"
"Downregulated","Young CD vs old CD only","Cacnb4"
"Downregulated","Young CD vs old CD only","Cacng1"
"Downregulated","Young CD vs old CD only","Cage1"
"Downregulated","Young CD vs old CD only","Cald1"
"Downregulated","Young CD vs old CD only","Calml4"
"Downregulated","Young CD vs old CD only","Calu"
"Downregulated","Young CD vs old CD only","Camk2d"
"Downregulated","Young CD vs old CD only","Cap1"
"Downregulated","Young CD vs old CD only","Capg"
"Downregulated","Young CD vs old CD only","Capns1"
"Downregulated","Young CD vs old CD only","Capza1"
"Downregulated","Young CD vs old CD only","Car1"
"Downregulated","Young CD vs old CD only","Car14"
"Downregulated","Young CD vs old CD only","Car2"
"Downregulated","Young CD vs old CD only","Car9"
"Downregulated","Young CD vs old CD only","Card11"
"Downregulated","Young CD vs old CD only","Casc5"
"Downregulated","Young CD vs old CD only","Casd1"
"Downregulated","Young CD vs old CD only","Casp1"
"Downregulated","Young CD vs old CD only","Casp4"
"Downregulated","Young CD vs old CD only","Casp8ap2"
"Downregulated","Young CD vs old CD only","Casr"
"Downregulated","Young CD vs old CD only","Cast"
"Downregulated","Young CD vs old CD only","Cav1"
"Downregulated","Young CD vs old CD only","Cav2"
"Downregulated","Young CD vs old CD only","Cbr2"
"Downregulated","Young CD vs old CD only","Cbr4"
"Downregulated","Young CD vs old CD only","Cbs"
"Downregulated","Young CD vs old CD only","Cbx5"
"Downregulated","Young CD vs old CD only","Ccar1"
"Downregulated","Young CD vs old CD only","Ccdc107"
"Downregulated","Young CD vs old CD only","Ccdc12"
"Downregulated","Young CD vs old CD only","Ccdc122"
"Downregulated","Young CD vs old CD only","Ccdc132"
"Downregulated","Young CD vs old CD only","Ccdc136"
"Downregulated","Young CD vs old CD only","Ccdc141"
"Downregulated","Young CD vs old CD only","Ccdc15"
"Downregulated","Young CD vs old CD only","Ccdc158"
"Downregulated","Young CD vs old CD only","Ccdc47"
"Downregulated","Young CD vs old CD only","Ccdc50"
"Downregulated","Young CD vs old CD only","Ccdc53"
"Downregulated","Young CD vs old CD only","Ccdc68"
"Downregulated","Young CD vs old CD only","Ccdc80"
"Downregulated","Young CD vs old CD only","Ccdc85a"
"Downregulated","Young CD vs old CD only","Ccl11"
"Downregulated","Young CD vs old CD only","Ccl2"
"Downregulated","Young CD vs old CD only","Ccl22"
"Downregulated","Young CD vs old CD only","Ccl27a"
"Downregulated","Young CD vs old CD only","Ccl5"
"Downregulated","Young CD vs old CD only","Ccl6"
"Downregulated","Young CD vs old CD only","Ccl7"
"Downregulated","Young CD vs old CD only","Ccl8"
"Downregulated","Young CD vs old CD only","Ccl9"
"Downregulated","Young CD vs old CD only","Ccna2"
"Downregulated","Young CD vs old CD only","Ccnb1"
"Downregulated","Young CD vs old CD only","Ccnb2"
"Downregulated","Young CD vs old CD only","Ccnc"
"Downregulated","Young CD vs old CD only","Ccnd1"
"Downregulated","Young CD vs old CD only","Ccndbp1"
"Downregulated","Young CD vs old CD only","Ccr1"
"Downregulated","Young CD vs old CD only","Ccr2"
"Downregulated","Young CD vs old CD only","Ccr5"
"Downregulated","Young CD vs old CD only","Ccrn4l"
"Downregulated","Young CD vs old CD only","Cct3"
"Downregulated","Young CD vs old CD only","Cct4"
"Downregulated","Young CD vs old CD only","Cct5"
"Downregulated","Young CD vs old CD only","Cct6a"
"Downregulated","Young CD vs old CD only","Cct8"
"Downregulated","Young CD vs old CD only","Cd151"
"Downregulated","Young CD vs old CD only","Cd163"
"Downregulated","Young CD vs old CD only","Cd164"
"Downregulated","Young CD vs old CD only","Cd180"
"Downregulated","Young CD vs old CD only","Cd19"
"Downregulated","Young CD vs old CD only","Cd2"
"Downregulated","Young CD vs old CD only","Cd209b"
"Downregulated","Young CD vs old CD only","Cd209d"
"Downregulated","Young CD vs old CD only","Cd22"
"Downregulated","Young CD vs old CD only","Cd226"
"Downregulated","Young CD vs old CD only","Cd244"
"Downregulated","Young CD vs old CD only","Cd24a"
"Downregulated","Young CD vs old CD only","Cd300lb"
"Downregulated","Young CD vs old CD only","Cd300ld"
"Downregulated","Young CD vs old CD only","Cd300lf"
"Downregulated","Young CD vs old CD only","Cd302"
"Downregulated","Young CD vs old CD only","Cd36"
"Downregulated","Young CD vs old CD only","Cd37"
"Downregulated","Young CD vs old CD only","Cd3e"
"Downregulated","Young CD vs old CD only","Cd3g"
"Downregulated","Young CD vs old CD only","Cd4"
"Downregulated","Young CD vs old CD only","Cd44"
"Downregulated","Young CD vs old CD only","Cd52"
"Downregulated","Young CD vs old CD only","Cd53"
"Downregulated","Young CD vs old CD only","Cd55"
"Downregulated","Young CD vs old CD only","Cd5l"
"Downregulated","Young CD vs old CD only","Cd63"
"Downregulated","Young CD vs old CD only","Cd72"
"Downregulated","Young CD vs old CD only","Cd74"
"Downregulated","Young CD vs old CD only","Cd79a"
"Downregulated","Young CD vs old CD only","Cd79b"
"Downregulated","Young CD vs old CD only","Cd82"
"Downregulated","Young CD vs old CD only","Cd84"
"Downregulated","Young CD vs old CD only","Cdc123"
"Downregulated","Young CD vs old CD only","Cdc20"
"Downregulated","Young CD vs old CD only","Cdc27"
"Downregulated","Young CD vs old CD only","Cdc40"
"Downregulated","Young CD vs old CD only","Cdc42"
"Downregulated","Young CD vs old CD only","Cdca2"
"Downregulated","Young CD vs old CD only","Cdca7"
"Downregulated","Young CD vs old CD only","Cdh1"
"Downregulated","Young CD vs old CD only","Cdh17"
"Downregulated","Young CD vs old CD only","Cdh19"
"Downregulated","Young CD vs old CD only","Cdhr2"
"Downregulated","Young CD vs old CD only","Cdhr5"
"Downregulated","Young CD vs old CD only","Cdipt"
"Downregulated","Young CD vs old CD only","Cdk14"
"Downregulated","Young CD vs old CD only","Cdk5rap1"
"Downregulated","Young CD vs old CD only","Cdk5rap3"
"Downregulated","Young CD vs old CD only","Cdkal1"
"Downregulated","Young CD vs old CD only","Cdkl2"
"Downregulated","Young CD vs old CD only","Cdkn1a"
"Downregulated","Young CD vs old CD only","Cdpf1"
"Downregulated","Young CD vs old CD only","Cdt1"
"Downregulated","Young CD vs old CD only","Ceacam1"
"Downregulated","Young CD vs old CD only","Cebpz"
"Downregulated","Young CD vs old CD only","Cenpe"
"Downregulated","Young CD vs old CD only","Cenpf"
"Downregulated","Young CD vs old CD only","Cenpi"
"Downregulated","Young CD vs old CD only","Cenpl"
"Downregulated","Young CD vs old CD only","Cep170"
"Downregulated","Young CD vs old CD only","Cep85l"
"Downregulated","Young CD vs old CD only","Cers6"
"Downregulated","Young CD vs old CD only","Ces1c"
"Downregulated","Young CD vs old CD only","Ces1e"
"Downregulated","Young CD vs old CD only","Ces1g"
"Downregulated","Young CD vs old CD only","Ces2c"
"Downregulated","Young CD vs old CD only","Ces2e"
"Downregulated","Young CD vs old CD only","Ces2g"
"Downregulated","Young CD vs old CD only","Ces3a"
"Downregulated","Young CD vs old CD only","Cetn3"
"Downregulated","Young CD vs old CD only","Cfap36"
"Downregulated","Young CD vs old CD only","Cfb"
"Downregulated","Young CD vs old CD only","Cfdp1"
"Downregulated","Young CD vs old CD only","Cfh"
"Downregulated","Young CD vs old CD only","Cfhr1"
"Downregulated","Young CD vs old CD only","Cfhr2"
"Downregulated","Young CD vs old CD only","Cfi"
"Downregulated","Young CD vs old CD only","Cfl1"
"Downregulated","Young CD vs old CD only","Cfl2"
"Downregulated","Young CD vs old CD only","Cgn"
"Downregulated","Young CD vs old CD only","Cgref1"
"Downregulated","Young CD vs old CD only","Chchd1"
"Downregulated","Young CD vs old CD only","Chchd2"
"Downregulated","Young CD vs old CD only","Chchd5"
"Downregulated","Young CD vs old CD only","Chek1"
"Downregulated","Young CD vs old CD only","Chia1"
"Downregulated","Young CD vs old CD only","Chic1"
"Downregulated","Young CD vs old CD only","Chil3"
"Downregulated","Young CD vs old CD only","Chl1"
"Downregulated","Young CD vs old CD only","Chm"
"Downregulated","Young CD vs old CD only","Chmp2a"
"Downregulated","Young CD vs old CD only","Chmp3"
"Downregulated","Young CD vs old CD only","Chmp4c"
"Downregulated","Young CD vs old CD only","Chmp5"
"Downregulated","Young CD vs old CD only","Chrdl1"
"Downregulated","Young CD vs old CD only","Chrna1"
"Downregulated","Young CD vs old CD only","Chrna9"
"Downregulated","Young CD vs old CD only","Chrnb1"
"Downregulated","Young CD vs old CD only","Chrnd"
"Downregulated","Young CD vs old CD only","Chrng"
"Downregulated","Young CD vs old CD only","Churc1"
"Downregulated","Young CD vs old CD only","Cib1"
"Downregulated","Young CD vs old CD only","Ciita"
"Downregulated","Young CD vs old CD only","Cilp"
"Downregulated","Young CD vs old CD only","Cir1"
"Downregulated","Young CD vs old CD only","Ckap2"
"Downregulated","Young CD vs old CD only","Ckap5"
"Downregulated","Young CD vs old CD only","Ckb"
"Downregulated","Young CD vs old CD only","Cks2"
"Downregulated","Young CD vs old CD only","Clca1"
"Downregulated","Young CD vs old CD only","Clca3"
"Downregulated","Young CD vs old CD only","Clca6"
"Downregulated","Young CD vs old CD only","Cldn1"
"Downregulated","Young CD vs old CD only","Cldn15"
"Downregulated","Young CD vs old CD only","Cldn2"
"Downregulated","Young CD vs old CD only","Cldn3"
"Downregulated","Young CD vs old CD only","Cldn7"
"Downregulated","Young CD vs old CD only","Clec12a"
"Downregulated","Young CD vs old CD only","Clec4a1"
"Downregulated","Young CD vs old CD only","Clec4a2"
"Downregulated","Young CD vs old CD only","Clec4a3"
"Downregulated","Young CD vs old CD only","Clec7a"
"Downregulated","Young CD vs old CD only","Clic1"
"Downregulated","Young CD vs old CD only","Clic4"
"Downregulated","Young CD vs old CD only","Clk4"
"Downregulated","Young CD vs old CD only","Clta"
"Downregulated","Young CD vs old CD only","Cltc"
"Downregulated","Young CD vs old CD only","Cma1"
"Downregulated","Young CD vs old CD only","Cmah"
"Downregulated","Young CD vs old CD only","Cmas"
"Downregulated","Young CD vs old CD only","Cmbl"
"Downregulated","Young CD vs old CD only","Cmc1"
"Downregulated","Young CD vs old CD only","Cml2"
"Downregulated","Young CD vs old CD only","Cmpk1"
"Downregulated","Young CD vs old CD only","Cmtm7"
"Downregulated","Young CD vs old CD only","Cnbp"
"Downregulated","Young CD vs old CD only","Cndp2"
"Downregulated","Young CD vs old CD only","Cnksr1"
"Downregulated","Young CD vs old CD only","Cnn1"
"Downregulated","Young CD vs old CD only","Cnnm2"
"Downregulated","Young CD vs old CD only","Cnot2"
"Downregulated","Young CD vs old CD only","Cobll1"
"Downregulated","Young CD vs old CD only","Cog1"
"Downregulated","Young CD vs old CD only","Cog4"
"Downregulated","Young CD vs old CD only","Cog5"
"Downregulated","Young CD vs old CD only","Cog6"
"Downregulated","Young CD vs old CD only","Col18a1"
"Downregulated","Young CD vs old CD only","Col6a5"
"Downregulated","Young CD vs old CD only","Commd1"
"Downregulated","Young CD vs old CD only","Commd2"
"Downregulated","Young CD vs old CD only","Commd3"
"Downregulated","Young CD vs old CD only","Commd5"
"Downregulated","Young CD vs old CD only","Copb1"
"Downregulated","Young CD vs old CD only","Copb2"
"Downregulated","Young CD vs old CD only","Copg2"
"Downregulated","Young CD vs old CD only","Cops2"
"Downregulated","Young CD vs old CD only","Cops3"
"Downregulated","Young CD vs old CD only","Cops4"
"Downregulated","Young CD vs old CD only","Cops5"
"Downregulated","Young CD vs old CD only","Copz2"
"Downregulated","Young CD vs old CD only","Coq3"
"Downregulated","Young CD vs old CD only","Coq7"
"Downregulated","Young CD vs old CD only","Coro1a"
"Downregulated","Young CD vs old CD only","Coro2a"
"Downregulated","Young CD vs old CD only","Cotl1"
"Downregulated","Young CD vs old CD only","Cox16"
"Downregulated","Young CD vs old CD only","Cox17"
"Downregulated","Young CD vs old CD only","Cox5b"
"Downregulated","Young CD vs old CD only","Cox7a1"
"Downregulated","Young CD vs old CD only","Cox7a2"
"Downregulated","Young CD vs old CD only","Cox7b"
"Downregulated","Young CD vs old CD only","Cox7c"
"Downregulated","Young CD vs old CD only","Cp"
"Downregulated","Young CD vs old CD only","Cpa3"
"Downregulated","Young CD vs old CD only","Cpb2"
"Downregulated","Young CD vs old CD only","Cpd"
"Downregulated","Young CD vs old CD only","Cpn1"
"Downregulated","Young CD vs old CD only","Cpne2"
"Downregulated","Young CD vs old CD only","Cpne8"
"Downregulated","Young CD vs old CD only","Cps1"
"Downregulated","Young CD vs old CD only","Cpt1a"
"Downregulated","Young CD vs old CD only","Crbn"
"Downregulated","Young CD vs old CD only","Creb3"
"Downregulated","Young CD vs old CD only","Creb3l3"
"Downregulated","Young CD vs old CD only","Crem"
"Downregulated","Young CD vs old CD only","Crim1"
"Downregulated","Young CD vs old CD only","Crip1"
"Downregulated","Young CD vs old CD only","Cript"
"Downregulated","Young CD vs old CD only","Crnkl1"
"Downregulated","Young CD vs old CD only","Crp"
"Downregulated","Young CD vs old CD only","Cry2"
"Downregulated","Young CD vs old CD only","Cryab"
"Downregulated","Young CD vs old CD only","Cryl1"
"Downregulated","Young CD vs old CD only","Cryzl1"
"Downregulated","Young CD vs old CD only","Cse1l"
"Downregulated","Young CD vs old CD only","Csf2rb"
"Downregulated","Young CD vs old CD only","Csf2rb2"
"Downregulated","Young CD vs old CD only","Csf3r"
"Downregulated","Young CD vs old CD only","Csmd1"
"Downregulated","Young CD vs old CD only","Csrnp1"
"Downregulated","Young CD vs old CD only","Csrp1"
"Downregulated","Young CD vs old CD only","Cst3"
"Downregulated","Young CD vs old CD only","Cst6"
"Downregulated","Young CD vs old CD only","Cstf1"
"Downregulated","Young CD vs old CD only","Ctbp2"
"Downregulated","Young CD vs old CD only","Ctla2a"
"Downregulated","Young CD vs old CD only","Ctla2b"
"Downregulated","Young CD vs old CD only","Ctla4"
"Downregulated","Young CD vs old CD only","Ctnna1"
"Downregulated","Young CD vs old CD only","Ctnna3"
"Downregulated","Young CD vs old CD only","Ctnnbl1"
"Downregulated","Young CD vs old CD only","Ctps2"
"Downregulated","Young CD vs old CD only","Ctsd"
"Downregulated","Young CD vs old CD only","Ctsh"
"Downregulated","Young CD vs old CD only","Ctsl"
"Downregulated","Young CD vs old CD only","Ctss"
"Downregulated","Young CD vs old CD only","Ctsz"
"Downregulated","Young CD vs old CD only","Cttn"
"Downregulated","Young CD vs old CD only","Ctxn3"
"Downregulated","Young CD vs old CD only","Cutal"
"Downregulated","Young CD vs old CD only","Cuzd1"
"Downregulated","Young CD vs old CD only","Cwc15"
"Downregulated","Young CD vs old CD only","Cwf19l2"
"Downregulated","Young CD vs old CD only","Cx3cl1"
"Downregulated","Young CD vs old CD only","Cx3cr1"
"Downregulated","Young CD vs old CD only","Cxcl10"
"Downregulated","Young CD vs old CD only","Cxcl12"
"Downregulated","Young CD vs old CD only","Cxcl13"
"Downregulated","Young CD vs old CD only","Cxcr5"
"Downregulated","Young CD vs old CD only","Cxcr6"
"Downregulated","Young CD vs old CD only","Cyb561"
"Downregulated","Young CD vs old CD only","Cyb561d2"
"Downregulated","Young CD vs old CD only","Cyb5r3"
"Downregulated","Young CD vs old CD only","Cybb"
"Downregulated","Young CD vs old CD only","Cyfip1"
"Downregulated","Young CD vs old CD only","Cyld"
"Downregulated","Young CD vs old CD only","Cyp17a1"
"Downregulated","Young CD vs old CD only","Cyp1b1"
"Downregulated","Young CD vs old CD only","Cyp27a1"
"Downregulated","Young CD vs old CD only","Cyp2a12"
"Downregulated","Young CD vs old CD only","Cyp2a4"
"Downregulated","Young CD vs old CD only","Cyp2a5"
"Downregulated","Young CD vs old CD only","Cyp2b9"
"Downregulated","Young CD vs old CD only","Cyp2c29"
"Downregulated","Young CD vs old CD only","Cyp2c37"
"Downregulated","Young CD vs old CD only","Cyp2c40"
"Downregulated","Young CD vs old CD only","Cyp2c50"
"Downregulated","Young CD vs old CD only","Cyp2c55"
"Downregulated","Young CD vs old CD only","Cyp2c65"
"Downregulated","Young CD vs old CD only","Cyp2c68"
"Downregulated","Young CD vs old CD only","Cyp2c69"
"Downregulated","Young CD vs old CD only","Cyp2c70"
"Downregulated","Young CD vs old CD only","Cyp2d10"
"Downregulated","Young CD vs old CD only","Cyp2d26"
"Downregulated","Young CD vs old CD only","Cyp2f2"
"Downregulated","Young CD vs old CD only","Cyp2j5"
"Downregulated","Young CD vs old CD only","Cyp3a11"
"Downregulated","Young CD vs old CD only","Cyp3a13"
"Downregulated","Young CD vs old CD only","Cyp3a16"
"Downregulated","Young CD vs old CD only","Cyp3a25"
"Downregulated","Young CD vs old CD only","Cyp3a41a"
"Downregulated","Young CD vs old CD only","Cyp3a41b"
"Downregulated","Young CD vs old CD only","Cyp3a44"
"Downregulated","Young CD vs old CD only","Cyp4a10"
"Downregulated","Young CD vs old CD only","Cyp4a14"
"Downregulated","Young CD vs old CD only","Cyp4f18"
"Downregulated","Young CD vs old CD only","Cyp51"
"Downregulated","Young CD vs old CD only","Cysltr1"
"Downregulated","Young CD vs old CD only","Cytip"
"Downregulated","Young CD vs old CD only","Cytl1"
"Downregulated","Young CD vs old CD only","D17Wsu104e"
"Downregulated","Young CD vs old CD only","D430019H16Rik"
"Downregulated","Young CD vs old CD only","Dach2"
"Downregulated","Young CD vs old CD only","Dact1"
"Downregulated","Young CD vs old CD only","Dad1"
"Downregulated","Young CD vs old CD only","Dak"
"Downregulated","Young CD vs old CD only","Dapp1"
"Downregulated","Young CD vs old CD only","Dars"
"Downregulated","Young CD vs old CD only","Dazap2"
"Downregulated","Young CD vs old CD only","Dbnl"
"Downregulated","Young CD vs old CD only","Dcaf13"
"Downregulated","Young CD vs old CD only","Dcps"
"Downregulated","Young CD vs old CD only","Dctn4"
"Downregulated","Young CD vs old CD only","Dcun1d5"
"Downregulated","Young CD vs old CD only","Ddit4"
"Downregulated","Young CD vs old CD only","Ddost"
"Downregulated","Young CD vs old CD only","Ddx3x"
"Downregulated","Young CD vs old CD only","Ddx50"
"Downregulated","Young CD vs old CD only","Ddx52"
"Downregulated","Young CD vs old CD only","Ddx6"
"Downregulated","Young CD vs old CD only","Decr1"
"Downregulated","Young CD vs old CD only","Degs1"
"Downregulated","Young CD vs old CD only","Dennd4a"
"Downregulated","Young CD vs old CD only","Dennd5b"
"Downregulated","Young CD vs old CD only","Depdc7"
"Downregulated","Young CD vs old CD only","Derl1"
"Downregulated","Young CD vs old CD only","Dgka"
"Downregulated","Young CD vs old CD only","Dhcr24"
"Downregulated","Young CD vs old CD only","Dhh"
"Downregulated","Young CD vs old CD only","Dhrs3"
"Downregulated","Young CD vs old CD only","Dhrs9"
"Downregulated","Young CD vs old CD only","Dhx15"
"Downregulated","Young CD vs old CD only","Dhx9"
"Downregulated","Young CD vs old CD only","Diablo"
"Downregulated","Young CD vs old CD only","Diap2"
"Downregulated","Young CD vs old CD only","Dio1"
"Downregulated","Young CD vs old CD only","Dkk3"
"Downregulated","Young CD vs old CD only","Dld"
"Downregulated","Young CD vs old CD only","Dlgap5"
"Downregulated","Young CD vs old CD only","Dmbt1"
"Downregulated","Young CD vs old CD only","Dmd"
"Downregulated","Young CD vs old CD only","Dmgdh"
"Downregulated","Young CD vs old CD only","Dmxl1"
"Downregulated","Young CD vs old CD only","Dmxl2"
"Downregulated","Young CD vs old CD only","Dnajc10"
"Downregulated","Young CD vs old CD only","Dnajc19"
"Downregulated","Young CD vs old CD only","Dnajc3"
"Downregulated","Young CD vs old CD only","Dnajc8"
"Downregulated","Young CD vs old CD only","Dnase1l3"
"Downregulated","Young CD vs old CD only","Dnase2a"
"Downregulated","Young CD vs old CD only","Dnttip2"
"Downregulated","Young CD vs old CD only","Doc2b"
"Downregulated","Young CD vs old CD only","Dock11"
"Downregulated","Young CD vs old CD only","Dock2"
"Downregulated","Young CD vs old CD only","Dock5"
"Downregulated","Young CD vs old CD only","Dock8"
"Downregulated","Young CD vs old CD only","Donson"
"Downregulated","Young CD vs old CD only","Dopey1"
"Downregulated","Young CD vs old CD only","Dpep1"
"Downregulated","Young CD vs old CD only","Dpep2"
"Downregulated","Young CD vs old CD only","Dpm1"
"Downregulated","Young CD vs old CD only","Dpp3"
"Downregulated","Young CD vs old CD only","Drg1"
"Downregulated","Young CD vs old CD only","Dsc2"
"Downregulated","Young CD vs old CD only","Dsg2"
"Downregulated","Young CD vs old CD only","Dsp"
"Downregulated","Young CD vs old CD only","Dstn"
"Downregulated","Young CD vs old CD only","Dtd1"
"Downregulated","Young CD vs old CD only","Dtl"
"Downregulated","Young CD vs old CD only","Dtnbp1"
"Downregulated","Young CD vs old CD only","Dupd1"
"Downregulated","Young CD vs old CD only","Dusp14"
"Downregulated","Young CD vs old CD only","Dync1i2"
"Downregulated","Young CD vs old CD only","Dynlrb1"
"Downregulated","Young CD vs old CD only","Dynlt1a"
"Downregulated","Young CD vs old CD only","Dynlt1b"
"Downregulated","Young CD vs old CD only","Dynlt1f"
"Downregulated","Young CD vs old CD only","Dynlt3"
"Downregulated","Young CD vs old CD only","E130218I03Rik"
"Downregulated","Young CD vs old CD only","E2f2"
"Downregulated","Young CD vs old CD only","Eapp"
"Downregulated","Young CD vs old CD only","Ear2"
"Downregulated","Young CD vs old CD only","Ech1"
"Downregulated","Young CD vs old CD only","Eci2"
