"direction","overlap_group","gene.id"
"Upregulated","Young CD vs old CD only","Pcolce"
"Upregulated","Young CD vs old CD only","Pcyox1"
"Upregulated","Young CD vs old CD only","Pcyt1a"
"Upregulated","Young CD vs old CD only","Pcyt2"
"Upregulated","Young CD vs old CD only","Pdcd2l"
"Upregulated","Young CD vs old CD only","Pde4a"
"Upregulated","Young CD vs old CD only","Pde4c"
"Upregulated","Young CD vs old CD only","Pde4dip"
"Upregulated","Young CD vs old CD only","Pde7b"
"Upregulated","Young CD vs old CD only","Pdf"
"Upregulated","Young CD vs old CD only","Pdgfa"
"Upregulated","Young CD vs old CD only","Pdgfrb"
"Upregulated","Young CD vs old CD only","Pdk1"
"Upregulated","Young CD vs old CD only","Pdk2"
"Upregulated","Young CD vs old CD only","Pdlim7"
"Upregulated","Young CD vs old CD only","Pdzd2"
"Upregulated","Young CD vs old CD only","Pdzd7"
"Upregulated","Young CD vs old CD only","Pdzrn3"
"Upregulated","Young CD vs old CD only","Pelp1"
"Upregulated","Young CD vs old CD only","Peo1"
"Upregulated","Young CD vs old CD only","Pex26"
"Upregulated","Young CD vs old CD only","Pex5"
"Upregulated","Young CD vs old CD only","Pex6"
"Upregulated","Young CD vs old CD only","Pfas"
"Upregulated","Young CD vs old CD only","Pfkm"
"Upregulated","Young CD vs old CD only","Pfn1"
"Upregulated","Young CD vs old CD only","Pfn2"
"Upregulated","Young CD vs old CD only","Pgam2"
"Upregulated","Young CD vs old CD only","Pgbd1"
"Upregulated","Young CD vs old CD only","Pgk1-rs7"
"Upregulated","Young CD vs old CD only","Pgm2"
"Upregulated","Young CD vs old CD only","Pgp"
"Upregulated","Young CD vs old CD only","Pgs1"
"Upregulated","Young CD vs old CD only","Phactr4"
"Upregulated","Young CD vs old CD only","Phb2"
"Upregulated","Young CD vs old CD only","Phc1"
"Upregulated","Young CD vs old CD only","Phf1"
"Upregulated","Young CD vs old CD only","Phf10"
"Upregulated","Young CD vs old CD only","Phf12"
"Upregulated","Young CD vs old CD only","Phf2"
"Upregulated","Young CD vs old CD only","Phf21a"
"Upregulated","Young CD vs old CD only","Phf23"
"Upregulated","Young CD vs old CD only","Phkg1"
"Upregulated","Young CD vs old CD only","Phldb1"
"Upregulated","Young CD vs old CD only","Phospho1"
"Upregulated","Young CD vs old CD only","Phrf1"
"Upregulated","Young CD vs old CD only","Phtf2"
"Upregulated","Young CD vs old CD only","Pi4kb"
"Upregulated","Young CD vs old CD only","Pias2"
"Upregulated","Young CD vs old CD only","Pias4"
"Upregulated","Young CD vs old CD only","Pick1"
"Upregulated","Young CD vs old CD only","Pigg"
"Upregulated","Young CD vs old CD only","Pigm"
"Upregulated","Young CD vs old CD only","Pigo"
"Upregulated","Young CD vs old CD only","Pigq"
"Upregulated","Young CD vs old CD only","Pigv"
"Upregulated","Young CD vs old CD only","Pik3c2b"
"Upregulated","Young CD vs old CD only","Pik3cd"
"Upregulated","Young CD vs old CD only","Pik3r1"
"Upregulated","Young CD vs old CD only","Pik3r2"
"Upregulated","Young CD vs old CD only","Pim1"
"Upregulated","Young CD vs old CD only","Pink1"
"Upregulated","Young CD vs old CD only","Pip4k2b"
"Upregulated","Young CD vs old CD only","Pip5k1a"
"Upregulated","Young CD vs old CD only","Pip5k1c"
"Upregulated","Young CD vs old CD only","Pitpna"
"Upregulated","Young CD vs old CD only","Pitpnc1"
"Upregulated","Young CD vs old CD only","Pitpnm2"
"Upregulated","Young CD vs old CD only","Pitpnm3"
"Upregulated","Young CD vs old CD only","Pitx2"
"Upregulated","Young CD vs old CD only","Pitx3"
"Upregulated","Young CD vs old CD only","Pkdcc"
"Upregulated","Young CD vs old CD only","Pkn1"
"Upregulated","Young CD vs old CD only","Pkn2"
"Upregulated","Young CD vs old CD only","Pknox2"
"Upregulated","Young CD vs old CD only","Pla2g16"
"Upregulated","Young CD vs old CD only","Pla2g4b"
"Upregulated","Young CD vs old CD only","Pla2g6"
"Upregulated","Young CD vs old CD only","Plagl2"
"Upregulated","Young CD vs old CD only","Plcd1"
"Upregulated","Young CD vs old CD only","Plcd4"
"Upregulated","Young CD vs old CD only","Plcg1"
"Upregulated","Young CD vs old CD only","Plcl2"
"Upregulated","Young CD vs old CD only","Pld2"
"Upregulated","Young CD vs old CD only","Plec"
"Upregulated","Young CD vs old CD only","Plekha2"
"Upregulated","Young CD vs old CD only","Plekha3"
"Upregulated","Young CD vs old CD only","Plekha6"
"Upregulated","Young CD vs old CD only","Plekhg2"
"Upregulated","Young CD vs old CD only","Plekhg5"
"Upregulated","Young CD vs old CD only","Plekhh3"
"Upregulated","Young CD vs old CD only","Plet1os"
"Upregulated","Young CD vs old CD only","Plod1"
"Upregulated","Young CD vs old CD only","Plxdc1"
"Upregulated","Young CD vs old CD only","Plxna1"
"Upregulated","Young CD vs old CD only","Plxnb1"
"Upregulated","Young CD vs old CD only","Plxnd1"
"Upregulated","Young CD vs old CD only","Pmepa1"
"Upregulated","Young CD vs old CD only","Pmpca"
"Upregulated","Young CD vs old CD only","Pnisr"
"Upregulated","Young CD vs old CD only","Pnmal2"
"Upregulated","Young CD vs old CD only","Pnn"
"Upregulated","Young CD vs old CD only","Pnpla6"
"Upregulated","Young CD vs old CD only","Pnpla7"
"Upregulated","Young CD vs old CD only","Poc5"
"Upregulated","Young CD vs old CD only","Podn"
"Upregulated","Young CD vs old CD only","Podxl2"
"Upregulated","Young CD vs old CD only","Pofut1"
"Upregulated","Young CD vs old CD only","Pofut2"
"Upregulated","Young CD vs old CD only","Pogk"
"Upregulated","Young CD vs old CD only","Pogz"
"Upregulated","Young CD vs old CD only","Poldip2"
"Upregulated","Young CD vs old CD only","Polg"
"Upregulated","Young CD vs old CD only","Polh"
"Upregulated","Young CD vs old CD only","Polm"
"Upregulated","Young CD vs old CD only","Polr1a"
"Upregulated","Young CD vs old CD only","Polr1b"
"Upregulated","Young CD vs old CD only","Polr2m"
"Upregulated","Young CD vs old CD only","Polr3d"
"Upregulated","Young CD vs old CD only","Polr3f"
"Upregulated","Young CD vs old CD only","Polr3gl"
"Upregulated","Young CD vs old CD only","Pom121"
"Upregulated","Young CD vs old CD only","Pomgnt2"
"Upregulated","Young CD vs old CD only","Pomk"
"Upregulated","Young CD vs old CD only","Pop5"
"Upregulated","Young CD vs old CD only","Pou2f1"
"Upregulated","Young CD vs old CD only","Pou6f1"
"Upregulated","Young CD vs old CD only","Ppapdc3"
"Upregulated","Young CD vs old CD only","Ppargc1b"
"Upregulated","Young CD vs old CD only","Ppfia1"
"Upregulated","Young CD vs old CD only","Ppm1a"
"Upregulated","Young CD vs old CD only","Ppm1b"
"Upregulated","Young CD vs old CD only","Ppm1g"
"Upregulated","Young CD vs old CD only","Ppm1j"
"Upregulated","Young CD vs old CD only","Ppm1l"
"Upregulated","Young CD vs old CD only","Ppm1n"
"Upregulated","Young CD vs old CD only","Ppox"
"Upregulated","Young CD vs old CD only","Ppp1cc"
"Upregulated","Young CD vs old CD only","Ppp1r10"
"Upregulated","Young CD vs old CD only","Ppp1r14c"
"Upregulated","Young CD vs old CD only","Ppp1r26"
"Upregulated","Young CD vs old CD only","Ppp1r37"
"Upregulated","Young CD vs old CD only","Ppp2r2a"
"Upregulated","Young CD vs old CD only","Ppp2r2b"
"Upregulated","Young CD vs old CD only","Ppp2r3d"
"Upregulated","Young CD vs old CD only","Ppp2r4"
"Upregulated","Young CD vs old CD only","Ppp2r5a"
"Upregulated","Young CD vs old CD only","Ppp2r5b"
"Upregulated","Young CD vs old CD only","Ppp2r5e"
"Upregulated","Young CD vs old CD only","Ppp3cb"
"Upregulated","Young CD vs old CD only","Ppp3r1"
"Upregulated","Young CD vs old CD only","Ppp4r2"
"Upregulated","Young CD vs old CD only","Ppp5c"
"Upregulated","Young CD vs old CD only","Ppp6r1"
"Upregulated","Young CD vs old CD only","Ppp6r2"
"Upregulated","Young CD vs old CD only","Pprc1"
"Upregulated","Young CD vs old CD only","Prcc"
"Upregulated","Young CD vs old CD only","Prdm10"
"Upregulated","Young CD vs old CD only","Prdm4"
"Upregulated","Young CD vs old CD only","Preb"
"Upregulated","Young CD vs old CD only","Prepl"
"Upregulated","Young CD vs old CD only","Prkaa2"
"Upregulated","Young CD vs old CD only","Prkab2"
"Upregulated","Young CD vs old CD only","Prkaca"
"Upregulated","Young CD vs old CD only","Prkacb"
"Upregulated","Young CD vs old CD only","Prkag1"
"Upregulated","Young CD vs old CD only","Prkag2"
"Upregulated","Young CD vs old CD only","Prkar2a"
"Upregulated","Young CD vs old CD only","Prkca"
"Upregulated","Young CD vs old CD only","Prob1"
"Upregulated","Young CD vs old CD only","Proser1"
"Upregulated","Young CD vs old CD only","Prpf38b"
"Upregulated","Young CD vs old CD only","Prpf4"
"Upregulated","Young CD vs old CD only","Prpf40b"
"Upregulated","Young CD vs old CD only","Prr12"
"Upregulated","Young CD vs old CD only","Prr14"
"Upregulated","Young CD vs old CD only","Prr33"
"Upregulated","Young CD vs old CD only","Prrc1"
"Upregulated","Young CD vs old CD only","Prrc2a"
"Upregulated","Young CD vs old CD only","Prrc2b"
"Upregulated","Young CD vs old CD only","Prrc2c"
"Upregulated","Young CD vs old CD only","Prrxl1"
"Upregulated","Young CD vs old CD only","Prss23"
"Upregulated","Young CD vs old CD only","Prss55"
"Upregulated","Young CD vs old CD only","Prune"
"Upregulated","Young CD vs old CD only","Psap"
"Upregulated","Young CD vs old CD only","Psme4"
"Upregulated","Young CD vs old CD only","Ptgr1"
"Upregulated","Young CD vs old CD only","Ptk2"
"Upregulated","Young CD vs old CD only","Ptms"
"Upregulated","Young CD vs old CD only","Ptov1"
"Upregulated","Young CD vs old CD only","Ptp4a3"
"Upregulated","Young CD vs old CD only","Ptpla"
"Upregulated","Young CD vs old CD only","Ptpn21"
"Upregulated","Young CD vs old CD only","Ptpn23"
"Upregulated","Young CD vs old CD only","Ptpn4"
"Upregulated","Young CD vs old CD only","Ptprs"
"Upregulated","Young CD vs old CD only","Ptx3"
"Upregulated","Young CD vs old CD only","Pus7l"
"Upregulated","Young CD vs old CD only","Pwwp2a"
"Upregulated","Young CD vs old CD only","Pygm"
"Upregulated","Young CD vs old CD only","Pygo1"
"Upregulated","Young CD vs old CD only","Pygo2"
"Upregulated","Young CD vs old CD only","Qser1"
"Upregulated","Young CD vs old CD only","Qtrtd1"
"Upregulated","Young CD vs old CD only","R3hcc1"
"Upregulated","Young CD vs old CD only","R3hdm2"
"Upregulated","Young CD vs old CD only","R3hdm4"
"Upregulated","Young CD vs old CD only","RP23-118E21.11"
"Upregulated","Young CD vs old CD only","RP23-135F22.6"
"Upregulated","Young CD vs old CD only","RP23-187M7.5"
"Upregulated","Young CD vs old CD only","RP23-191A19.1"
"Upregulated","Young CD vs old CD only","RP23-211F21.1"
"Upregulated","Young CD vs old CD only","RP23-334M9.3"
"Upregulated","Young CD vs old CD only","RP23-346B12.4"
"Upregulated","Young CD vs old CD only","RP23-348C6.3"
"Upregulated","Young CD vs old CD only","RP23-371A16.2"
"Upregulated","Young CD vs old CD only","RP23-395H6.2"
"Upregulated","Young CD vs old CD only","RP23-456B9.23"
"Upregulated","Young CD vs old CD only","RP23-59N15.4"
"Upregulated","Young CD vs old CD only","RP23-61D6.3"
"Upregulated","Young CD vs old CD only","RP23-85E24.2"
"Upregulated","Young CD vs old CD only","RP24-114E18.7"
"Upregulated","Young CD vs old CD only","RP24-167M10.4"
"Upregulated","Young CD vs old CD only","RP24-176F12.12"
"Upregulated","Young CD vs old CD only","RP24-191N24.2"
"Upregulated","Young CD vs old CD only","RP24-229G16.1"
"Upregulated","Young CD vs old CD only","RP24-562D16.4"
"Upregulated","Young CD vs old CD only","Rab10os"
"Upregulated","Young CD vs old CD only","Rab11b"
"Upregulated","Young CD vs old CD only","Rab11fip2"
"Upregulated","Young CD vs old CD only","Rab11fip3"
"Upregulated","Young CD vs old CD only","Rab22a"
"Upregulated","Young CD vs old CD only","Rab24"
"Upregulated","Young CD vs old CD only","Rab27b"
"Upregulated","Young CD vs old CD only","Rab35"
"Upregulated","Young CD vs old CD only","Rab3ip"
"Upregulated","Young CD vs old CD only","Rab5b"
"Upregulated","Young CD vs old CD only","Rabep2"
"Upregulated","Young CD vs old CD only","Rabgef1"
"Upregulated","Young CD vs old CD only","Rabl6"
"Upregulated","Young CD vs old CD only","Rad23a"
"Upregulated","Young CD vs old CD only","Rad54l2"
"Upregulated","Young CD vs old CD only","Raf1"
"Upregulated","Young CD vs old CD only","Rai1"
"Upregulated","Young CD vs old CD only","Rai2"
"Upregulated","Young CD vs old CD only","Ralgds"
"Upregulated","Young CD vs old CD only","Ramp1"
"Upregulated","Young CD vs old CD only","Rap2c"
"Upregulated","Young CD vs old CD only","Rara"
"Upregulated","Young CD vs old CD only","Rarg"
"Upregulated","Young CD vs old CD only","Rasa4"
"Upregulated","Young CD vs old CD only","Rasgrp2"
"Upregulated","Young CD vs old CD only","Rasgrp3"
"Upregulated","Young CD vs old CD only","Rassf8"
"Upregulated","Young CD vs old CD only","Rbbp6"
"Upregulated","Young CD vs old CD only","Rbfa"
"Upregulated","Young CD vs old CD only","Rbfox1"
"Upregulated","Young CD vs old CD only","Rbl2"
"Upregulated","Young CD vs old CD only","Rbm10"
"Upregulated","Young CD vs old CD only","Rbm15b"
"Upregulated","Young CD vs old CD only","Rbm19"
"Upregulated","Young CD vs old CD only","Rbm20"
"Upregulated","Young CD vs old CD only","Rbm22"
"Upregulated","Young CD vs old CD only","Rbm26"
"Upregulated","Young CD vs old CD only","Rbm28"
"Upregulated","Young CD vs old CD only","Rbm4b"
"Upregulated","Young CD vs old CD only","Rbpj"
"Upregulated","Young CD vs old CD only","Rc3h1"
"Upregulated","Young CD vs old CD only","Rc3h2"
"Upregulated","Young CD vs old CD only","Rccd1"
"Upregulated","Young CD vs old CD only","Rcor3"
"Upregulated","Young CD vs old CD only","Rcsd1"
"Upregulated","Young CD vs old CD only","Rdh13"
"Upregulated","Young CD vs old CD only","Rdx"
"Upregulated","Young CD vs old CD only","Reck"
"Upregulated","Young CD vs old CD only","Reep1"
"Upregulated","Young CD vs old CD only","Repin1"
"Upregulated","Young CD vs old CD only","Rere"
"Upregulated","Young CD vs old CD only","Ret"
"Upregulated","Young CD vs old CD only","Rexo1"
"Upregulated","Young CD vs old CD only","Rfk"
"Upregulated","Young CD vs old CD only","Rfng"
"Upregulated","Young CD vs old CD only","Rftn1"
"Upregulated","Young CD vs old CD only","Rftn2"
"Upregulated","Young CD vs old CD only","Rfwd2"
"Upregulated","Young CD vs old CD only","Rfxap"
"Upregulated","Young CD vs old CD only","Rgl2"
"Upregulated","Young CD vs old CD only","Rgma"
"Upregulated","Young CD vs old CD only","Rgmb"
"Upregulated","Young CD vs old CD only","Rgp1"
"Upregulated","Young CD vs old CD only","Rgs6"
"Upregulated","Young CD vs old CD only","Rgs9bp"
"Upregulated","Young CD vs old CD only","Rhbdd2"
"Upregulated","Young CD vs old CD only","Rhbdf1"
"Upregulated","Young CD vs old CD only","Rhbdf2"
"Upregulated","Young CD vs old CD only","Rhobtb1"
"Upregulated","Young CD vs old CD only","Rhobtb2"
"Upregulated","Young CD vs old CD only","Rhoq"
"Upregulated","Young CD vs old CD only","Rhot2"
"Upregulated","Young CD vs old CD only","Ric1"
"Upregulated","Young CD vs old CD only","Ric8b"
"Upregulated","Young CD vs old CD only","Rilp"
"Upregulated","Young CD vs old CD only","Rims4"
"Upregulated","Young CD vs old CD only","Ring1"
"Upregulated","Young CD vs old CD only","Rmi2"
"Upregulated","Young CD vs old CD only","Rmnd1"
"Upregulated","Young CD vs old CD only","Rmnd5a"
"Upregulated","Young CD vs old CD only","Rnase13"
"Upregulated","Young CD vs old CD only","Rnd1"
"Upregulated","Young CD vs old CD only","Rnf11"
"Upregulated","Young CD vs old CD only","Rnf122"
"Upregulated","Young CD vs old CD only","Rnf123"
"Upregulated","Young CD vs old CD only","Rnf126"
"Upregulated","Young CD vs old CD only","Rnf135"
"Upregulated","Young CD vs old CD only","Rnf138"
"Upregulated","Young CD vs old CD only","Rnf150"
"Upregulated","Young CD vs old CD only","Rnf157"
"Upregulated","Young CD vs old CD only","Rnf167"
"Upregulated","Young CD vs old CD only","Rnf170"
"Upregulated","Young CD vs old CD only","Rnf214"
"Upregulated","Young CD vs old CD only","Rnf220"
"Upregulated","Young CD vs old CD only","Rnf31"
"Upregulated","Young CD vs old CD only","Rnf38"
"Upregulated","Young CD vs old CD only","Rnf40"
"Upregulated","Young CD vs old CD only","Rnf44"
"Upregulated","Young CD vs old CD only","Rnls"
"Upregulated","Young CD vs old CD only","Rnpep"
"Upregulated","Young CD vs old CD only","Rnpepl1"
"Upregulated","Young CD vs old CD only","Rnps1"
"Upregulated","Young CD vs old CD only","Rpap1"
"Upregulated","Young CD vs old CD only","Rpap3"
"Upregulated","Young CD vs old CD only","Rpl3l"
"Upregulated","Young CD vs old CD only","Rprd1b"
"Upregulated","Young CD vs old CD only","Rps11-ps2"
"Upregulated","Young CD vs old CD only","Rps6ka2"
"Upregulated","Young CD vs old CD only","Rrn3"
"Upregulated","Young CD vs old CD only","Rrnad1"
"Upregulated","Young CD vs old CD only","Rrp1b"
"Upregulated","Young CD vs old CD only","Rrp9"
"Upregulated","Young CD vs old CD only","Rrs1"
"Upregulated","Young CD vs old CD only","Rsad1"
"Upregulated","Young CD vs old CD only","Rsph10b"
"Upregulated","Young CD vs old CD only","Rsrp1"
"Upregulated","Young CD vs old CD only","Rtel1"
"Upregulated","Young CD vs old CD only","Rtkn"
"Upregulated","Young CD vs old CD only","Rusc2"
"Upregulated","Young CD vs old CD only","Ruvbl2"
"Upregulated","Young CD vs old CD only","Rxra"
"Upregulated","Young CD vs old CD only","Rxrb"
"Upregulated","Young CD vs old CD only","Ryk"
"Upregulated","Young CD vs old CD only","Ryr1"
"Upregulated","Young CD vs old CD only","S100pbp"
"Upregulated","Young CD vs old CD only","S1pr3"
"Upregulated","Young CD vs old CD only","Safb"
"Upregulated","Young CD vs old CD only","Safb2"
"Upregulated","Young CD vs old CD only","Samd1"
"Upregulated","Young CD vs old CD only","Samd13"
"Upregulated","Young CD vs old CD only","Samd4"
"Upregulated","Young CD vs old CD only","Sars"
"Upregulated","Young CD vs old CD only","Sart3"
"Upregulated","Young CD vs old CD only","Satb1"
"Upregulated","Young CD vs old CD only","Sav1"
"Upregulated","Young CD vs old CD only","Sbf1"
"Upregulated","Young CD vs old CD only","Sbno1"
"Upregulated","Young CD vs old CD only","Scaf1"
"Upregulated","Young CD vs old CD only","Scaf4"
"Upregulated","Young CD vs old CD only","Scarb1"
"Upregulated","Young CD vs old CD only","Scarf1"
"Upregulated","Young CD vs old CD only","Scarf2"
"Upregulated","Young CD vs old CD only","Scmh1"
