"","gene.id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","design"
"22109","Slc39a4",30.157328450358,-2.18137047514164,1.18727255013571,-1.83729546757592,0.0661662886410746,0.996616347260771,"~diet"
"22110","Slc10a4",1.11162413831534,-2.18263723065232,1.6840365822099,-1.29607471340565,0.194949745776936,0.996616347260771,"~diet"
"22111","Syt1",2.8918152185767,-2.18425101148723,1.12488294659469,-1.94175848971621,0.0521663442595434,0.996616347260771,"~diet"
"22112","Gm2663",0.378914715517442,-2.18661818761872,3.06519830920536,-0.713369239781942,0.475617302253351,0.996616347260771,"~diet"
"22113","Gm29101",0.378914715517442,-2.18661818761872,3.06519830920536,-0.713369239781942,0.475617302253351,0.996616347260771,"~diet"
"22114","Smlr1",0.378914715517442,-2.18661818761872,3.06519830920536,-0.713369239781942,0.475617302253351,0.996616347260771,"~diet"
"22115","Vil1",69.5065516802204,-2.18861628984313,1.41102444613754,-1.55108318345166,0.12088175065323,0.996616347260771,"~diet"
"22116","Abca12",16.2048912944511,-2.1909303136739,2.29246549433337,-0.955709178214263,0.339219184181671,0.996616347260771,"~diet"
"22117","Hrh4",0.838471914320443,-2.19125971795644,2.48463922819713,-0.881922692473317,0.377818614615409,0.996616347260771,"~diet"
"22118","Slc34a2",1.10767039032085,-2.1917051340947,1.55940412944502,-1.40547603582063,0.159879770475089,0.996616347260771,"~diet"
"22119","Gm12608",0.585518254101412,-2.19174587309774,3.04770283140837,-0.719146844144551,0.472050447074334,0.996616347260771,"~diet"
"22120","Mybphl",0.594945813071196,-2.19287505263538,2.63023290370583,-0.833718964410246,0.404439368904955,0.996616347260771,"~diet"
"22121","Gm11226",1.13901776775998,-2.19426762680104,1.40151740166129,-1.56563709034226,0.117433601641396,0.996616347260771,"~diet"
"22122","Sectm1b",15.3482672131696,-2.19446463071084,2.73395156322319,-0.80267136412749,0.422164708417316,0.996616347260771,"~diet"
"22123","Serpinc1",159.454367078607,-2.19550332634966,1.60873694133565,-1.3647373103317,0.172335628472905,0.996616347260771,"~diet"
"22124","Ugt3a2",26.4346293323699,-2.19679089712386,1.12321881770593,-1.95579958463534,0.0504887678425764,0.996616347260771,"~diet"
"22125","Pzp",399.794634912046,-2.19918318610473,1.92576514480051,-1.14197891266359,0.253462785075176,0.996616347260771,"~diet"
"22126","Sult2a3",5.65914606117118,-2.20151629862063,2.37098963033699,-0.928522111801784,0.353136803316622,0.996616347260771,"~diet"
"22127","Proc",22.3726237269006,-2.20170054155745,2.08363301588351,-1.05666426130413,0.290664841135929,0.996616347260771,"~diet"
"22128","Sprr1a",2.87860739373598,-2.20314157255954,1.6177725141663,-1.36183644688444,NA,NA,"~diet"
"22129","Ccdc151",0.584479804764421,-2.20592683011221,2.63472851094745,-0.837250145867574,0.402451975814883,0.996616347260771,"~diet"
"22130","RP24-178O17.2",1.87705240621118,-2.20929282696466,1.64951804548362,-1.33935656721896,0.180454621623191,0.996616347260771,"~diet"
"22131","Igkv1-117",25.9177597818779,-2.20949781025861,1.03557935927702,-2.13358618097713,0.0328766701726479,0.996616347260771,"~diet"
"22132","A630081J09Rik",6.72839131765519,-2.20985461332444,0.824167450575426,-2.68131750626834,0.00733329005847357,0.996616347260771,"~diet"
"22133","9130409J20Rik",5.50789904144886,-2.20997238833005,2.92466430633396,-0.7556328374316,NA,NA,"~diet"
"22134","Slc27a5",50.1164467225797,-2.21244156526889,1.5933753294745,-1.38852505391718,0.164977221116116,0.996616347260771,"~diet"
"22135","Hnf1a",3.69440931186423,-2.21377800091245,1.21011700437617,-1.82939169758521,0.0673409504769491,0.996616347260771,"~diet"
"22136","Itih1",60.2724151474077,-2.21416291348897,1.86071127035759,-1.18995512563508,0.234064029982305,0.996616347260771,"~diet"
"22137","Cyp17a1",27.0333197892725,-2.21448239575767,2.38339788295318,-0.929128288481058,0.352822605740113,0.996616347260771,"~diet"
