correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,"1,2-Dioleoyl-sn-glycerol",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.4159685456138415,0.17864594048658966,0.9063086242473088,TRUE,TRUE,1.098688060244228,0.7707687524700032,0.6030820171251428,1.277845624706336,72006.2026819056,4997330.42991059,52.35,354.34
pearson,Liver,"PC(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",GIP,12,12,12,0,,,,8,4,3,4,0.41595081197404404,0.17866635191214966,0.9063086242473088,TRUE,TRUE,-1.0968494188684919,-0.44889601269907653,-1.3182117206609787,-1.169512315049918,621910419.883527,1100207442.25229,33.18,1104.9
pearson,Muscle,3-Methylglutaconic acid,Glucagon,13,13,13,0,,,,8,5,3,5,-0.3974150632849751,0.17871979847028524,0.9063086242473088,FALSE,FALSE,-0.5906918832321472,0.8177262978081293,0.0507808252017051,0.2722258385029136,41597.4445210409,3042167.46586034,88.58,661.43
pearson,Liver,"6-HYDROXYMETHYL-7,8-DIHYDROPTERIN",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.4620878030837714,0.17877187815058448,0.9063086242473088,N/A,FALSE,N/A,N/A,-0.009555643373729727,0.8291244991681774,157609.713265778,696208.792497525,221.83,3123.58
pearson,Liver,Lys-phe,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.41584272735796723,0.1787907888355277,0.9063086242473088,TRUE,TRUE,1.9520267370979045,0.7707687524700032,2.070658488537528,1.277845624706336,773981.112294186,8312713.37997728,52.35,354.34
pearson,Muscle,"N-{(2S,3R,4E)-3-Hydroxy-1-[(3-O-sulfo-β-D-threo-hexopyranosyl)oxy]-4-octadecen-2-yl}docosanamide",Glucagon,11,11,13,2,2M22;2M31,2M22;2M31,,8,3,3,3,-0.43713178842013234,0.17881224495442788,0.9063086242473088,TRUE,FALSE,-0.22883296564261732,1.1428618368759504,0.09232789923898438,0.4226143771066925,185959.821811244,920147.816632097,88.58,661.43
pearson,Muscle,"PE(18:0/18:3(9Z,12Z,15Z))",Leptin,10,10,13,3,2M16;2M17;2M33,2M17,2M16;2M17;2M33,6,4,1,4,-0.46204748050354466,0.17881479044939708,0.9063086242473088,N/A,TRUE,N/A,N/A,-1.2267114736928406,0.8291244991681774,13451879.866653,35287807.9954443,221.83,3123.58
pearson,Liver,"PE(18:0/18:2(9Z,12Z))",Secretin,12,12,12,0,,,,8,4,3,4,0.4157690479525159,0.17887564634007713,0.9063086242473088,FALSE,FALSE,0.5723256154649833,-0.34464222725767063,0.30476786860035543,-0.42963057685424855,13584898.7389557,26772221.5750053,11.69,60.26
pearson,Liver,Dimethylenetriurea,Insulin,12,12,13,1,2M26,2M26,,8,4,3,4,-0.4157673791035985,0.1788775686657386,0.9063086242473088,FALSE,FALSE,-0.2154172672516793,-0.5729614552088214,-0.05143066730036887,0.18925405644351287,2641.13721381275,9697.35417349856,155.89,2555.98
pearson,Liver,ZINGEROL,Secretin,12,12,12,0,,,,8,4,3,4,0.41576222814507663,0.1788835020701471,0.9063086242473088,FALSE,FALSE,-0.06024938808342938,-0.34464222725767063,-0.4654503040668018,-0.42963057685424855,106021.424744013,1320264.76140519,11.69,60.26
pearson,Muscle,13-Docosenamide,Leptin,10,10,13,3,2M16;2M17;2M33,2M17,2M16;2M17;2M33,6,4,1,4,-0.46196812886526367,0.17889925626083683,0.9063086242473088,N/A,FALSE,N/A,N/A,0.6850011747698522,0.8291244991681774,2655696.27655427,31577776.6141055,221.83,3123.58
pearson,Liver,5-Hydroxy-N-formylkynurenine,Leptin,9,9,13,4,2M16;2M17;2M33;4M1,2M16;4M1,2M16;2M17;2M33,5,4,1,4,0.491611093285123,0.17891213478070062,0.9063086242473088,N/A,FALSE,N/A,N/A,0.5154242677990607,0.6684997100546786,443847.71934421,2742347.55681923,589.46,3123.58
pearson,Muscle,carglumic acid,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.4619168749185509,0.17895382605491844,0.9063086242473088,TRUE,TRUE,1.2860385757529584,1.714760623087141,2.304210442189424,1.5651901757184394,167926.596761632,358944.79902389,72.52,114.78
pearson,Liver,Propoxyphene,Insulin,13,13,13,0,,,,8,5,3,5,0.3971887872733305,0.17898999099804128,0.9063086242473088,FALSE,TRUE,0.03493880834267183,-0.7833395778180952,1.1048769735564083,-0.015669237473629045,119358.673333654,609336.462158916,155.89,2555.98
pearson,Liver,Traumatic acid,GIP,11,11,12,1,2M26,2M26,,8,3,3,3,0.43682759899621615,0.1791495925161127,0.9069119471220959,TRUE,TRUE,-1.9254353265417297,-0.4510528398139309,-1.318143408868457,-1.1549310405074908,121049.270418936,867320.942881717,33.18,1104.9
pearson,Muscle,2-Methylthiazolidine,GIP,10,10,12,2,2M23;4M3,2M23;4M3,,7,3,3,3,0.46163392863137187,0.17925525478037974,0.9072420016774028,TRUE,FALSE,1.8339147264337852,-0.24840180218306301,-0.5753314494489246,-0.9266243504677858,516888.711648243,1057879.14981966,33.18,654.31
pearson,Muscle,3-Oxododecanoic acid,Glucagon,12,12,13,1,2M20,2M20,,7,5,2,5,-0.41527342551654667,0.1794471145209231,0.9078946072014367,FALSE,FALSE,-0.039638700683180476,0.5461102050765129,0.7951919566676994,0.19126149863302927,88785.9569923355,578573.977647437,88.58,661.43
pearson,Liver,Brigatinib,Secretin,12,12,12,0,,,,8,4,3,4,-0.415243925680343,0.17948116464040795,0.9078946072014367,TRUE,TRUE,-1.0505955962974687,-0.34464222725767063,-1.1324051852994572,-0.42963057685424855,44719.0539100919,281315.724293677,11.69,60.26
pearson,Muscle,Valine-C13N15,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.4613579266890081,0.17954957493667564,0.9078946072014367,TRUE,TRUE,2.008064456515417,1.714760623087141,0.3808251717421809,1.5651901757184394,680127.847309695,956436.9508473284,72.52,114.78
pearson,Muscle,N-Formyl-L-methionine,Amylin,10,10,13,3,2M20;2M23;2M33,2M23;2M33,2M20,7,3,2,3,0.46129852047447817,0.17961296131255697,0.9078946072014367,TRUE,TRUE,-1.2398402224965521,-0.6764501468035701,-1.1753234009123719,-0.46461731165593967,159766.897771187,1033162.77937997,2.52,11.24
pearson,Liver,gamma-Glutamyltyrosine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.4612613605844219,0.1796526176125204,0.9078946072014367,N/A,FALSE,N/A,N/A,0.7030117192037393,0.8291244991681774,10698.7092347834,133221.116713198,221.83,3123.58
pearson,Muscle,4-Guanidinobutanoic acid,GIP,10,10,12,2,2M16;2M17,2M16;2M17,,6,4,1,4,-0.4612201858496205,0.1796965645262212,0.9078946072014367,N/A,TRUE,N/A,N/A,0.5815191198929571,-1.4184196971864707,38917.4999807948,82791.4748642853,33.18,1104.9
pearson,Liver,leu-gln,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.4150025036778152,0.17975997698089627,0.9078946072014367,FALSE,FALSE,0.68024507270135115,-0.23804063697409028,0.21004702207060072,-0.08274014206296867,254410.727035799,639068.718298571,2.52,11.24
pearson,Liver,Fluorobenzene,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.4149894019680035,0.17977511555020462,0.9078946072014367,FALSE,FALSE,0.2553117573901761,-0.23804063697409028,0.7985591413342383,-0.08274014206296867,563968.161828382,3671534.13441404,2.52,11.24
pearson,Liver,Ser-Ser,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.4149894019680035,0.17977511555020462,0.9078946072014367,FALSE,FALSE,0.2553117573901761,-0.23804063697409028,0.7985591413342383,-0.08274014206296867,563968.161828382,3671534.13441404,2.52,11.24
pearson,Liver,"(8E,15Z)-1,8,15-Heptadecatriene-11,13-diyne",GIP,12,12,12,0,,,,8,4,3,4,0.41497727481493996,0.17978912876207032,0.9078946072014367,FALSE,TRUE,-0.5178443380994324,-0.44889601269907653,-0.6949724635568858,-1.169512315049918,136099.404137502,1713328.76126517,33.18,1104.9
pearson,Muscle,Linoleyl ethanolamide,GIP,12,12,12,0,,,,8,4,3,4,-0.4149156710855553,0.1798603238515053,0.90804961069007,FALSE,TRUE,-0.28548170250223553,-0.44889601269907653,0.04680208855199141,-1.169512315049918,96357.3350258139,558955.062586172,33.18,1104.9
pearson,Liver,Docosanamide,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.46098802678983297,0.17994447324763524,0.9081833916131384,N/A,FALSE,N/A,N/A,-0.10738681337648649,0.8291244991681774,158584.573073353,1926999.58369151,221.83,3123.58
pearson,Muscle,Prostaglandin D2,GIP,11,11,12,1,2M33,2M33,,8,3,3,3,0.43609123161430086,0.1799678341259165,0.9081833916131384,FALSE,FALSE,0.2665164896481927,-0.23084952860498786,-0.7325182787096763,-0.9604267193716179,3668.72204237801,4509949.35814311,49,1104.9
pearson,Liver,9-Decenoylcarnitine,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,0.4146823908835281,0.18013008389958332,0.9084246933485668,FALSE,FALSE,-0.2812796887587422,-0.23804063697409028,0.4627467781909354,-0.08274014206296867,550072.810958852,2247322.78182361,2.52,11.24
pearson,Liver,Methylimidazole acetaldehyde,Resistin,12,12,13,1,2M26,2M26,,8,4,3,4,-0.4145670077789878,0.1802636035930344,0.9084246933485668,TRUE,FALSE,-1.1121183780344899,0.2484074736337295,-0.12437888484182344,-0.3894153523436154,1338582.59333505,7319462.20740199,7458,50393.88
pearson,Liver,"5,6-Dihydrouridine",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.46068769958073086,0.18026547466549783,0.9084246933485668,N/A,TRUE,N/A,N/A,-1.803249874596625,0.8291244991681774,77308935.8623596,227387858.896672,221.83,3123.58
pearson,Liver,10Z-Nonadecenoic acid,Insulin,12,12,13,1,2M33,2M33,,8,4,3,4,0.41449173304323156,0.18035074371324772,0.9084246933485668,FALSE,FALSE,0.004529212919025957,-0.5497272878061951,0.3279225836511578,0.24232170378753098,4337139.56301383,11493945.8640773,155.89,2555.98
pearson,Liver,Epristeride,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.4606010599625915,0.18035814136452447,0.9084246933485668,TRUE,TRUE,-1.1394290405622989,1.714760623087141,-0.6938202079615877,1.5651901757184394,7760.40537398262,36060.4216313114,72.52,114.78
pearson,Liver,Citrusin E,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.4605888386476297,0.1803712151215039,0.9084246933485668,N/A,TRUE,N/A,N/A,1.5932195247052212,0.8291244991681774,2729.63544100524,42175.9637035549,221.83,3123.58
pearson,Liver,Palmitoleic Acid,GIP,11,11,12,1,2M17,2M17,,7,4,2,4,0.4356723694547779,0.18043428293392957,0.9084246933485668,TRUE,TRUE,1.3951950029281617,-0.9089964131509328,-0.004852102345406002,-1.545751293507014,1287032.62890261,6625648.46711566,33.18,1104.9
pearson,Muscle,Octyl hydrogen phthalate,Insulin,13,13,13,0,,,,8,5,3,5,-0.39597002326773895,0.18044976348851852,0.9084246933485668,FALSE,FALSE,-0.3434569082677065,-0.7833395778180952,-0.5230181308742784,-0.015669237473629045,3474491.42002431,13938224.1301499,155.89,2555.98
pearson,Muscle,phosphoglycolate,PYY,9,9,13,4,2M22;2M26;2M31;2M33,2M22;2M26;2M31,2M26;2M31;2M33,8,1,3,1,0.4900373213388893,0.18052169543438268,0.9084246933485668,N/A,N/A,N/A,N/A,N/A,N/A,16701.0103329131,1377588.28203413,72.52,114.78
pearson,Liver,Oxalic acid,Resistin,12,12,13,1,2M23,2M23,,8,4,3,4,-0.41426907260365176,0.18060865537256673,0.9084246933485668,FALSE,FALSE,0.7921237536807683,0.19828093982899517,0.37873544527652236,-0.4389942884048401,2687521.77438255,4132033.86054004,7458,50393.88
pearson,Liver,"Adenosine 3',5'-diphosphate",GLP-1,10,10,13,3,2M33;4M1;4M2,4M1;4M2,2M33,6,4,3,4,-0.460360358226897,0.18061573533455647,0.9084246933485668,TRUE,TRUE,-1.9415878878770045,0.7707687524700032,-2.147536382381006,1.2119449916606344,4671643.10011358,17450497.1752699,52.35,354.34
pearson,Liver,N-a-Acetyl-L-arginine,Glucagon,11,11,13,2,4M3;4M4,4M3;4M4,,6,5,3,5,0.43550828665099367,0.18061720770337528,0.9084246933485668,FALSE,FALSE,0.33320896317100646,0.8177262978081293,-0.4439044467470373,0.8225050799673128,214512.650900385,949647.320089683,111.13,459.23
pearson,Liver,2-Keto-6-acetamidocaproate,GIP,11,11,12,1,2M16,2M16,,7,4,2,4,0.43547390970088723,0.1806555465405666,0.9084246933485668,TRUE,TRUE,3.753140336214281,0.43712070869618985,0.39803747585282984,-1.057623441134556,620123.969738547,1007446.67196307,33.18,1104.9
pearson,Muscle,cis-2-Methylaconitate,GIP,9,9,12,3,2M26;2M31;2M33,2M26;2M31;2M33,,8,1,3,1,-0.48987968330107245,0.18068336949058245,0.9084246933485668,N/A,N/A,N/A,N/A,N/A,N/A,10054.8048245646,150909.655283504,49,1104.9
pearson,Muscle,Equol,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.4141907815499551,0.1806993959491767,0.9084246933485668,FALSE,TRUE,0.6511074695676425,0.7707687524700032,0.9244615784056219,1.277845624706336,187162.877295805,820479.636149422,52.35,354.34
pearson,Muscle,4-Ethylguaiacol,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,0.4141701243215583,0.18072334274385385,0.9084246933485668,FALSE,FALSE,0.02698048540171036,-0.23804063697409028,0.5105704375155234,-0.08274014206296867,328477.092028727,9311560.87517771,2.52,11.24
pearson,Liver,Integerressine,Amylin,10,10,13,3,2M20;2M31;2M33,2M31;2M33,2M20,7,3,2,3,0.46018078772613297,0.1808080495324904,0.9084246933485668,FALSE,FALSE,0.3418744082758857,-0.04439766506022186,0.3048953091771236,0.08644290347735707,258496.377048811,544294.742847542,2.52,11.24
pearson,Muscle,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Amylin,11,11,13,2,2M20;2M33,2M20;2M33,2M20,7,4,2,4,0.4353219381524734,0.18082509196859844,0.9084246933485668,FALSE,FALSE,-0.376619813091675,-0.4218385902800399,0.549170441555487,-0.24411076701567155,35515.5081543918,90154.8637047583,2.52,11.24
pearson,Liver,Benzylideneacetone,GIP,12,12,12,0,,,,8,4,3,4,0.4140488623341318,0.1808639550277209,0.9084246933485668,FALSE,TRUE,0.6654184903259859,-0.44889601269907653,-0.6823377078280717,-1.169512315049918,702221.308946479,1787126.65686155,33.18,1104.9
pearson,Liver,Octadecanamide,Secretin,11,11,12,1,2M26,2M26,,8,3,3,3,-0.43527854003107475,0.1808735264040901,0.9084246933485668,FALSE,FALSE,0.23028727398949184,-0.26441213444404277,-0.4856168381864046,-0.3563377165985628,5905141.83200428,7969486.29691836,11.69,60.26
pearson,Muscle,Uridine diphosphate-N-acetylgalactosamine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.4140368158270185,0.18087792757079674,0.9084246933485668,FALSE,TRUE,-0.2929917195585962,0.7707687524700032,-0.04146769475012114,1.277845624706336,383139.764076336,710049.045082181,52.35,354.34
pearson,Muscle,Caffeine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.4139569968464596,0.1809705252780033,0.9084246933485668,FALSE,FALSE,0.4684778454870289,-0.32131110669417345,0.5646315545564743,-0.017775142969253886,9863.90337829965,18839.0747913414,35.4,493.97
pearson,Muscle,glutaral,Resistin,12,12,13,1,2M33,2M33,,8,4,3,4,-0.4139435618852985,0.18098611403203807,0.9084246933485668,TRUE,FALSE,-1.5290409734872428,0.5277688918387164,-0.08463510615314698,-0.17108959216664696,271482.457115302,709331.453473668,7458,50393.88
pearson,Muscle,Aranidipine,Resistin,12,12,13,1,2M20,2M20,,7,5,2,5,-0.4139418920582518,0.18098805161179465,0.9084246933485668,TRUE,TRUE,-1.742316497931445,1.1298874063086362,-1.0320224986041422,-0.2171605935561403,42316.6874779691,189023.983031895,7458,50393.88
pearson,Muscle,Vanylglycol,C-Peptide 2,12,12,13,1,2M16,2M16,2M16,7,5,2,5,0.41387040771714717,0.18107101041806228,0.9086376733624383,FALSE,FALSE,0.510806337677301,-0.32131110669417345,-0.45980442719921705,-0.017775142969253886,145292.198075008,568969.63924552,35.4,493.97
pearson,Liver,"1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-icosatetraenoyl)-sn-glycero-3-phosphoethanolamine",Amylin,8,8,13,5,2M20;2M22;4M1;4M2;4M3,2M22;4M1;4M2;4M3,2M20,4,4,2,4,-0.525442572189247,0.18111233710592525,0.908641689472354,FALSE,TRUE,-0.7125447145683503,-0.14753120914934012,-1.2973467012888127,0.5893761110360547,16533.7463376965,329581.277162746,2.52,11.12
pearson,Liver,Aminothiazole,Insulin,13,13,13,0,,,,8,5,3,5,0.39538203119973864,0.18115672539427363,0.9086610604172279,FALSE,FALSE,-0.47817382184545226,-0.7833395778180952,-0.31768901742740396,-0.015669237473629045,952305.8265463,4560796.60406916,155.89,2555.98
pearson,Liver,Falcarinone,Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.4136415706551163,0.18133673911409023,0.9093605519295498,FALSE,FALSE,-0.17024244507027708,-0.23804063697409028,0.4200105390957004,-0.08274014206296867,132715.336877494,554483.559389103,2.52,11.24
pearson,Liver,2-Hydroxyglutarate,Resistin,13,13,13,0,,,,8,5,3,5,-0.3951776844309795,0.18140282914508812,0.9094885581981262,FALSE,FALSE,-0.507342874957986,0.4514552437965252,0.7891954826504798,-0.2597827710416183,407321.432855691,10116103.5133368,7458,50393.88
pearson,Muscle,(2R)-2-Hydroxy-3-(phosphonooxy)propyl (11Z)-11-docosenoate,Insulin,12,12,13,1,4M4,4M4,,7,5,3,5,-0.4134358965354963,0.18157577792633908,0.9098329305867686,FALSE,FALSE,0.8666565519294203,-0.7833395778180952,0.44589220188219014,-0.0374279727593914,137484.531084216,2819210.99545097,155.89,2555.98
pearson,Muscle,"PE(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))",Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.4594404172885341,0.18160224031979402,0.9098329305867686,N/A,FALSE,N/A,N/A,-0.06973665151571216,0.8291244991681774,44009.8738527034,57880416.4739711,221.83,3123.58
pearson,Liver,Homocysteinesulfinic acid,Glucagon,13,13,13,0,,,,8,5,3,5,-0.39500494923616725,0.18161102708066829,0.9098329305867686,TRUE,FALSE,-1.3552424229991473,0.8177262978081293,-0.9785207966920627,0.2722258385029136,90279266.7052296,302203696.603436,88.58,661.43
pearson,Muscle,Furazolidone,Secretin,9,9,12,3,2M22;2M31;4M3,2M22;2M31;4M3,,7,2,3,2,0.48893021744118326,0.18165888219758203,0.9098329305867686,TRUE,TRUE,1.3513231930170777,-0.9898178686868678,0.24348103812860006,-1.1379090495178568,105250.818126291,606109.621699675,11.69,60.26
pearson,Muscle,Octylamine,Resistin,12,12,13,1,2M16,2M16,,7,5,2,5,-0.413351077342316,0.18167441372984983,0.9098329305867686,TRUE,FALSE,1.4057555044465426,0.1745352620220988,0.9208603203774427,-0.39870728040741354,192191.875085375,635557.33158465,7458,50393.88
pearson,Liver,Coproporphyrin III,Secretin,12,12,12,0,,,,8,4,3,4,-0.4131859684147024,0.18186651376251148,0.9104057251137315,FALSE,FALSE,-0.6516766020355822,-0.34464222725767063,-0.4154176044127705,-0.42963057685424855,18932.8500183699,302592.738314814,11.69,60.26
pearson,Liver,Edaravone,Secretin,10,10,12,2,2M26;4M1,2M26;4M1,,7,3,3,3,0.4591680194982973,0.181894957424021,0.9104057251137315,FALSE,FALSE,0.2861892627808085,-0.26441213444404277,0.9581405568809854,-0.21915257157075158,527333.938573816,1055062.21898717,11.69,60.26
pearson,Liver,Ormetoprim,Insulin,12,12,13,1,4M2,4M2,,7,5,3,5,-0.41314222689311714,0.18191742709866862,0.9104057251137315,FALSE,FALSE,0.044472304252095515,-0.7833395778180952,-0.06534807136145565,-0.18596270390201672,199511.109849622,435032.811081007,233.83,2555.98
pearson,Liver,Uracil,Secretin,12,12,12,0,,,,8,4,3,4,-0.413109059688782,0.18195603828045068,0.9104057251137315,FALSE,TRUE,0.9821459598940218,-0.34464222725767063,1.5904206397583531,-0.42963057685424855,1414723.15538365,7200620.51888398,11.69,60.26
pearson,Muscle,Nicotinamide 1-oxide,GIP,12,12,12,0,,,,8,4,3,4,0.4130517760995289,0.18202273626599025,0.9104057251137315,TRUE,TRUE,-2.209646351629654,-0.44889601269907653,-1.9071945869065645,-1.169512315049918,1380028.16821812,6657048.32577111,33.18,1104.9
pearson,Liver,Tetracosapentenoic acid,Glucagon,12,12,13,1,2M33,2M33,,8,4,3,4,0.41304346119392626,0.18203241896814853,0.9104057251137315,FALSE,FALSE,-0.49447291878351207,0.7266988661763346,-0.21913046741324707,0.2465082931723722,7946838.82285314,20078778.7746834,88.58,661.43
pearson,Liver,"13-hydroxy-6-(1-hydroxyethyl)-12,14-dimethyl-3-methylidene-15-nonyl-9-(propan-2-yl)-1-oxa-4,7,10-triazacyclopentadecane-2,5,8,11-tetrone",GIP,10,10,12,2,2M16;2M33,2M16;2M33,,7,3,2,3,-0.4589866882709982,0.18208996932026397,0.9104904554258784,TRUE,FALSE,-3.805910074417876,0.76572314963566,-0.6494011912808112,-0.8538642840631739,1507431.57803131,2648323.48657116,49,1104.9
pearson,Liver,PC(18:1(9Z)/15:0),PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.4588591924099889,0.18222715809322196,0.9107294539225698,TRUE,TRUE,1.800997522393652,1.714760623087141,1.3567894380888283,1.5651901757184394,61135.1405511162,5153812.53997487,72.52,114.78
pearson,Muscle,Pentadecanoic acid,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.4128511108000448,0.18225650041737448,0.9107294539225698,TRUE,FALSE,1.2715778148661023,-0.32131110669417345,0.3854061926760865,-0.017775142969253886,316052.028778504,1230778.01915956,35.4,493.97
pearson,Liver,dCMP,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.41283685861247105,0.18227311054614295,0.9107294539225698,FALSE,FALSE,0.21220087332725635,-0.32131110669417345,0.28822139846336325,-0.017775142969253886,12758.6476780539,96683.6275874887,35.4,493.97
pearson,Muscle,"PG(16:0/18:2(9Z,12Z))",Glucagon,13,13,13,0,,,,8,5,3,5,-0.3944340218632668,0.18230024482424928,0.9107294539225698,FALSE,FALSE,-0.45888386591206404,0.8177262978081293,-0.38938786426848476,0.2722258385029136,1127526.55478517,7558267.11928188,88.58,661.43
pearson,Liver,LysoPC(24:0/0:0),C-Peptide 2,11,11,13,2,2M16;4M1,4M1,2M16,6,5,2,5,-0.43396389299349997,0.1823444831657293,0.9107475288613982,FALSE,FALSE,0.39141495976146257,-0.32131110669417345,-0.16297710289444398,-0.012824091402626022,381160.378312538,965961.530819121,35.4,493.97
pearson,Muscle,Benzimidazole,GLP-1,11,11,13,2,2M26;2M33,2M26,2M33,8,3,3,3,-0.43382956533129075,0.18249519067387135,0.9111001494877684,FALSE,TRUE,-0.5658303769033566,0.6695208026088053,-1.3083394563000421,1.1848510171297986,210129.785302279,702983.616292577,52.35,354.34
pearson,Liver,L-Phenylalanine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,0.4585617329806815,0.18254746919744919,0.9111001494877684,N/A,TRUE,N/A,N/A,1.4714192644310826,0.8291244991681774,23276598.7763576,61048882.9983275,221.83,3123.58
pearson,Muscle,D-glycero-L-galacto-Octulose,Secretin,11,11,12,1,2M16,2M16,,7,4,2,4,-0.43376262521439846,0.1825703217140536,0.9111001494877684,TRUE,FALSE,1.0908182377726772,-0.07767389357989037,0.943703596353055,-0.34231391205367356,295942.29534933,747334.65974921,11.69,60.26
pearson,Liver,SM(d16:1/24:1(15Z)),GIP,12,12,12,0,,,,8,4,3,4,0.41257512275143754,0.1825783166732882,0.9111001494877684,FALSE,TRUE,-0.5489401044886558,-0.44889601269907653,-1.2688180144619094,-1.169512315049918,3813283.76129203,17548892.8916802,33.18,1104.9
