correlation_method,metabolite_tissue,metabolite,hormone,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
pearson,Liver,ALLYL α-IONONE,Secretin,11,11,12,1,2M16,2M16,,7,4,2,4,-0.4411250209702144,0.17441968591708137,0.9035124277002434,FALSE,FALSE,0.6952989823651172,-0.07767389357989037,0.1779865104066142,-0.34231391205367356,61804.5936062332,1022775.71656988,11.69,60.26
pearson,Liver,"(8E,15Z)-1,8,15-Heptadecatriene-11,13-diyne",Insulin,11,11,13,2,2M16;2M20,2M16;2M20,,6,5,1,5,0.4410659830137532,0.17448414136797122,0.9035124277002434,N/A,TRUE,N/A,N/A,-1.4862794960597507,0.038055321598431335,490215.088362381,1219397.87383366,155.89,2555.98
pearson,Liver,"1,6,7-Trimethylnaphthalene",Insulin,13,13,13,0,,,,8,5,3,5,-0.40097424083515454,0.17450396290702339,0.9035124277002434,FALSE,FALSE,0.15749669908579977,-0.7833395778180952,-0.4501367914975104,-0.015669237473629045,291358.166241809,2734171.68847646,155.89,2555.98
pearson,Muscle,Glycerophosphoinositol,GIP,12,12,12,0,,,,8,4,3,4,-0.4195794467653808,0.17452011154774852,0.9035124277002434,TRUE,TRUE,-1.7481802975999683,-0.44889601269907653,0.10639265992740478,-1.169512315049918,66879.6007315055,501624.377689058,33.18,1104.9
pearson,Liver,"PE(16:0/18:3(6Z,9Z,12Z))",Secretin,11,11,12,1,4M3,4M3,,7,4,3,4,-0.4409824267479493,0.17457538993324342,0.9035124277002434,FALSE,FALSE,-0.15895699116926104,-0.34464222725767063,-0.34838307902512267,-0.4578189726909328,543778.799419367,6552735.32471377,11.69,60.26
pearson,Liver,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Resistin,13,13,13,0,,,,8,5,3,5,-0.40090978673318334,0.17457973873671298,0.9035124277002434,TRUE,FALSE,-1.7523055942058405,0.4514552437965252,-0.5767555171433139,-0.2597827710416183,668028.444222608,47092293.1264032,7458,50393.88
pearson,Muscle,Asparaginylhydroxyproline,Glucagon,13,13,13,0,,,,8,5,3,5,0.4008805885257293,0.1746140726859438,0.9035124277002434,FALSE,FALSE,0.6842483463185232,0.8177262978081293,0.5493382595749103,0.2722258385029136,99343.925795817,661961.608389636,88.58,661.43
pearson,Liver,cis-5-Tetradecenoylcarnitine,Leptin,9,9,13,4,2M16;2M17;2M33;4M4,4M4,2M16;2M17;2M33,5,4,1,4,-0.49578885335596845,0.17467910001125547,0.9035124277002434,N/A,FALSE,N/A,N/A,-0.8653674334046164,0.7226525282203045,296775.515919727,6280428.53698775,221.83,3123.58
pearson,Muscle,Adenosine triphosphate,PYY,9,9,13,4,2M26;2M31;2M33;4M3,2M31;4M3,2M26;2M31;2M33,7,2,3,2,0.4957779385350668,0.1746900840319591,0.9035124277002434,TRUE,TRUE,0.675182690215136,1.714760623087141,0.24704825978302153,1.8593111717210742,369832.074693028,2772583.14725602,72.52,114.78
pearson,Liver,LysoPC(16:0/0:0),C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,0.4193488932265158,0.1747817407602945,0.9036697930440566,FALSE,FALSE,-0.3055639428206649,-0.32131110669417345,-0.7655032460112791,-0.017775142969253886,512058200.849189,794252129.855086,35.4,493.97
pearson,Liver,Glutarimide,C-Peptide 2,10,10,13,3,2M16;2M26;2M33,2M26;2M33,2M16,7,3,2,3,-0.465844059124763,0.17480111914865853,0.9036697930440566,FALSE,TRUE,-0.035272079558594745,0.44958030300037227,-1.0394148595218817,1.2186265961009137,1308208.61757937,3002027.45218234,163.02,493.97
pearson,Muscle,Rolgamidine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.4191309944400208,0.17502923531893436,0.9043284591438767,FALSE,TRUE,0.30569753570311275,0.7707687524700032,1.4042570394553913,1.277845624706336,1895037.61820795,5921142.66816322,52.35,354.34
pearson,Liver,Furmecyclox,GIP,11,11,12,1,4M2,4M2,,7,4,3,4,0.44053665568549927,0.17506269310029723,0.9043284591438767,TRUE,TRUE,-1.131177140898833,-0.44889601269907653,-1.3892913324357898,-1.0792855438691267,616785.978058614,1875583.13598407,33.18,1104.9
pearson,Muscle,Ethylene brassylate,GIP,11,11,12,1,2M33,2M33,,8,3,3,3,-0.4404295661577502,0.17517988398977305,0.9043284591438767,FALSE,TRUE,0.7719186159381587,-0.23084952860498786,1.374162885296277,-0.9604267193716179,20957.8171553678,97161.0667477315,49,1104.9
pearson,Muscle,O-propenoyl-D-carnitine,GIP,9,9,12,3,2M33;4M2;4M3,2M33;4M2;4M3,,6,3,3,3,0.4952766568027079,0.1751949685084726,0.9043284591438767,FALSE,FALSE,0.07644009200952244,-0.23084952860498786,0.16593304613486312,-0.7685112115519677,5445.19238292709,16279.1332084167,49,654.31
pearson,Liver,Adenosine 5'-monophosphate,GIP,10,10,12,2,2M33;4M2,2M33;4M2,,7,3,3,3,0.4654631880748646,0.1752013298258985,0.9043284591438767,FALSE,FALSE,-0.6284204940068416,-0.23084952860498786,-0.9759797119704864,-0.8760084739210929,1662589.74708465,5889258.8427054,49,1104.9
pearson,Liver,Vitamin A2 aldehyde,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.4653806870233881,0.17528809171695722,0.9043284591438767,N/A,TRUE,N/A,N/A,-2.2817653119028765,0.8291244991681774,1548989.11201375,28766265.1814904,221.83,3123.58
pearson,Liver,Cinnamoylglycine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.41888515199482146,0.17530873242133563,0.9043284591438767,FALSE,FALSE,-0.22245531102133198,-0.32131110669417345,0.09991759033928398,-0.017775142969253886,4675443.37903612,10076176.1444596,35.4,493.97
pearson,Liver,"15-Keto-13,14-dihydroprostaglandin A2",Insulin,13,13,13,0,,,,8,5,3,5,-0.400191831553427,0.17542522687212075,0.9043284591438767,FALSE,FALSE,0.5409747503137337,-0.7833395778180952,0.2560801100287952,-0.015669237473629045,64585.5134878823,1852931.07037073,155.89,2555.98
pearson,Liver,Argininosuccinic acid,GIP,10,10,12,2,4M1;4M2,4M1;4M2,,6,4,3,4,0.4652253541535447,0.17545151613792362,0.9043284591438767,TRUE,TRUE,1.0681766849412742,-0.44889601269907653,-0.1605546162644515,-1.0368876724401996,1003332.0201147,4708297.30616374,33.18,1104.9
pearson,Muscle,Glycerophosphocholine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,0.4187432289709546,0.17547021123206272,0.9043284591438767,FALSE,TRUE,0.2248889617599894,0.7707687524700032,1.2805443890820247,1.277845624706336,931039.921933188,2673929.16026218,52.35,354.34
pearson,Muscle,N-Methyl-L-histidine,C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.41873728243775654,0.175476979179619,0.9043284591438767,TRUE,TRUE,1.091061289369772,-0.32131110669417345,1.2776876171352052,-0.017775142969253886,2004627.45455232,10961236.5570357,35.4,493.97
pearson,Liver,Oleoyl glycine,GIP,12,12,12,0,,,,8,4,3,4,-0.41873319375887375,0.17548163273612946,0.9043284591438767,FALSE,TRUE,0.14132674885868032,-0.44889601269907653,1.1162024430985455,-1.169512315049918,51058.5862941435,1709410.84255861,33.18,1104.9
pearson,Muscle,Dithionous acid,GIP,12,12,12,0,,,,8,4,3,4,-0.4187204823072779,0.1754961008512542,0.9043284591438767,FALSE,TRUE,0.32224511919348187,-0.44889601269907653,0.9874788508599744,-1.169512315049918,145369.900378927,734651.216340224,33.18,1104.9
pearson,Muscle,Valpromide,GIP,11,11,12,1,4M1,4M1,,7,4,3,4,-0.4401240036908238,0.17551453299712264,0.9043284591438767,FALSE,TRUE,-0.14144410769845084,-0.44889601269907653,0.5205702706382316,-1.1326817907377118,1482564.46199748,4147287.4889102,33.18,1104.9
pearson,Muscle,"(E,E)-2,4-Dodecadienal",PYY,8,8,13,5,2M16;2M17;2M26;2M31;2M33,2M16;2M17,2M26;2M31;2M33,6,2,1,2,-0.5311678671256307,0.17553353794184698,0.9043284591438767,N/A,TRUE,N/A,N/A,-1.0043179018578476,1.3261620592124217,49195.7637953391,609898.771554588,72.52,114.78
pearson,Muscle,2-Methylthiazolidine,C-Peptide 2,9,9,13,4,2M16;2M23;4M3;4M4,2M23;4M3;4M4,2M16,5,4,2,4,-0.4948203384670804,0.17565528909125178,0.904574566265502,TRUE,FALSE,1.1280446201686112,-0.33214359565903095,-0.6978809071578503,-0.028772655959093445,516888.711648243,892575.991620657,35.4,493.97
pearson,Muscle,Uridine diphosphate glucuronic acid,Resistin,13,13,13,0,,,,8,5,3,5,-0.39998209745740687,0.17567270879369587,0.904574566265502,FALSE,FALSE,-0.9814696162249152,0.4514552437965252,-0.7696788807698447,-0.2597827710416183,74243.7486423652,199102.9409816,7458,50393.88
pearson,Muscle,"PE(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))",C-Peptide 2,12,12,13,1,2M16,,2M16,7,5,2,5,-0.4184702479690267,0.17578106852489392,0.904574566265502,TRUE,FALSE,1.0726993816810266,-0.32131110669417345,0.44783247633518763,-0.017775142969253886,44009.8738527034,67014550.6468952,35.4,493.97
pearson,Liver,Glutarylglycine,GIP,12,12,12,0,,,,8,4,3,4,0.4184053436004798,0.17585502911865142,0.904574566265502,FALSE,TRUE,0.5805783233692657,-0.44889601269907653,-0.10656645794714423,-1.169512315049918,19207850.496961,99076927.4499336,33.18,1104.9
pearson,Muscle,Jasmonic acid,Leptin,9,9,13,4,2M16;2M17;2M33;4M5,4M5,2M16;2M17;2M33,5,4,1,4,0.4946222303575483,0.17585534915955445,0.904574566265502,N/A,FALSE,N/A,N/A,-0.5626790113286078,0.7321735402295518,183731.28589266,600092.42284848,221.83,3123.58
pearson,Liver,Uracil,GIP,12,12,12,0,,,,8,4,3,4,-0.41840137090509805,0.1758595567641489,0.904574566265502,TRUE,TRUE,1.336182975098469,-0.44889601269907653,2.049753981622824,-1.169512315049918,1414723.15538365,11134507.8884228,33.18,1104.9
pearson,Liver,1-Methylhistamine,GLP-1,11,11,13,2,2M33;4M1,4M1,2M33,7,4,3,4,-0.439778796518951,0.17589307082685973,0.904574566265502,FALSE,TRUE,-0.7958488072716686,0.7707687524700032,-0.01872909558509812,1.2614536916598378,146454.00628045,1197557.37881186,52.35,354.34
pearson,Liver,N-Glycolylneuraminic acid,GIP,12,12,12,0,,,,8,4,3,4,-0.41835828918136786,0.17590866130772728,0.904574566265502,FALSE,TRUE,0.9617460249847863,-0.44889601269907653,1.891972650166622,-1.169512315049918,5224167.59397003,11178050.5805888,33.18,1104.9
pearson,Muscle,lawsone,Resistin,11,11,13,2,2M23;4M2,2M23;4M2,,7,4,3,4,-0.4397320101141861,0.1759444129826437,0.904574566265502,FALSE,FALSE,0.6876660590689464,0.19828093982899517,0.9739780181279917,-0.7336119756710736,232786.761943707,1781247.55478314,10804.59,50393.88
pearson,Muscle,Heptadecanoyl carnitine,GIP,11,11,12,1,2M17,2M17,,7,4,2,4,-0.4396206247782439,0.17606668117884103,0.9048040143830169,FALSE,TRUE,-0.015090617358248211,-0.9089964131509328,0.9392850107625198,-1.545751293507014,26643.678153849,114967.56616682,33.18,1104.9
pearson,Muscle,Anserine,Resistin,13,13,13,0,,,,8,5,3,5,-0.39952521130778,0.17621259552132693,0.9048040143830169,FALSE,TRUE,0.029722665464162124,0.4514552437965252,1.129749439253492,-0.2597827710416183,94968716.5859063,390604982.683486,7458,50393.88
pearson,Liver,L-Homocysteic acid,GIP,12,12,12,0,,,,8,4,3,4,0.41801963199231074,0.17629496167424452,0.9048040143830169,TRUE,TRUE,-1.064771628204279,-0.44889601269907653,-1.5610104784524537,-1.169512315049918,414782.154425546,1489863.00529605,33.18,1104.9
pearson,Muscle,Allantoin,C-Peptide 2,11,11,13,2,2M16;2M23,2M23,2M16,7,4,2,4,0.4394040504840554,0.1763045645189077,0.9048040143830169,FALSE,TRUE,0.30405046250291834,-0.33214359565903095,1.327802715128043,-0.0786029619142268,2661598.73100801,7223984.02992428,35.4,493.97
pearson,Liver,"3-Acetyl-2,7-naphthyridine",Insulin,11,11,13,2,4M1;4M2,4M1;4M2,,6,5,3,5,-0.4393638689198568,0.17634872120892897,0.9048040143830169,TRUE,FALSE,1.2567430081868083,-0.7833395778180952,-0.302605485522019,-0.1673443792621503,631300.008438376,2266911.54256863,233.83,2555.98
pearson,Liver,"dTDP-5,5-di-C-methyl-β-L-lyxose",GIP,11,11,12,1,2M17,2M17,,7,4,2,4,0.43931442020794903,0.17640307111946987,0.9048040143830169,FALSE,TRUE,-0.855660986556791,-0.9089964131509328,-1.8401932730296826,-1.545751293507014,324796.195427918,908914.251640662,33.18,1104.9
pearson,Muscle,Succinimide,C-Peptide 2,11,11,13,2,2M16;2M23,2M23,2M16,7,4,2,4,0.43930011404395,0.17641879717506068,0.9048040143830169,TRUE,FALSE,-1.5551515831855507,-0.33214359565903095,0.23785148118057597,-0.0786029619142268,282347.122759241,695106.042283777,35.4,493.97
pearson,Muscle,Leukotriene D4,Secretin,11,11,12,1,4M4,4M4,,7,4,3,4,-0.4392904678846375,0.17642940120283362,0.9048040143830169,FALSE,FALSE,-0.8518372778416299,-0.34464222725767063,-0.4958892037250745,-0.27370397478392583,26404.3794995155,196653.484336813,11.69,58.02
pearson,Liver,Pterin,Insulin,12,12,13,1,4M1,4M1,,7,5,3,5,-0.4178536622589578,0.1764844741551453,0.9048040143830169,FALSE,FALSE,0.5346050463717748,-0.7833395778180952,0.04310124543348513,0.01524897605490673,326192.885960692,1884829.93094603,155.89,2555.98
pearson,Liver,"2-[(5-methyl-2-furyl)methylene][1,3]thiazolo[3,2-a]benzimidazol-3(2h)-one",Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,0.4178287784631995,0.17651289869293874,0.9048040143830169,FALSE,FALSE,-0.6512716862446082,-0.23804063697409028,-0.8244130094807612,-0.08274014206296867,6258.35343261947,134282.327929769,2.52,11.24
pearson,Liver,alpha-Ketoisovaleric acid,Insulin,10,10,13,3,2M22;2M26;2M33,2M22;2M26;2M33,,8,2,3,2,-0.4641974008704047,0.17653529744853239,0.9048040143830169,FALSE,TRUE,0.7976434323138378,-0.4039861055472368,1.2925460714942945,0.376661200443259,16867.359927787,120111.291432793,155.89,2555.98
pearson,Liver,C12-Carnitine,Secretin,12,12,12,0,,,,8,4,3,4,0.4177944939877624,0.17655206623534975,0.9048040143830169,TRUE,TRUE,-2.1324544682045303,-0.34464222725767063,-1.6203719958863465,-0.42963057685424855,275107.785905357,2934300.08824887,11.69,60.26
pearson,Liver,SM(d18:1/16:0),PYY,9,9,13,4,2M16;2M26;2M31;2M33,2M16,2M26;2M31;2M33,7,2,2,2,0.4939302586876398,0.17655515736485916,0.9048040143830169,TRUE,TRUE,7.141127080764736,1.6219640503986936,1.0221884308155234,1.489456014345113,72266132.210845,124894248.412511,72.52,114.78
pearson,Liver,N-Acetylglucosamine 6-sulfate,GIP,12,12,12,0,,,,8,4,3,4,-0.4177696587762149,0.1765804420709299,0.9048040143830169,FALSE,TRUE,0.4759284219226107,-0.44889601269907653,0.5804855826063889,-1.169512315049918,3557820.8328311,31012717.8640682,33.18,1104.9
pearson,Liver,his-asn,GIP,12,12,12,0,,,,8,4,3,4,0.4177296278967555,0.17662618594636947,0.9048040143830169,TRUE,TRUE,-1.8079923368410198,-0.44889601269907653,-2.2116768303929724,-1.169512315049918,276745.99606794,676208.049567593,33.18,1104.9
pearson,Muscle,"2,4-Diaminobutanoic acid",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.41771701750106127,0.1766405975667714,0.9048040143830169,TRUE,TRUE,-2.185328505023659,0.7707687524700032,-0.815283040237189,1.277845624706336,455678.326571091,7886598.33864531,52.35,354.34
pearson,Muscle,Dracunculin,Leptin,10,10,13,3,2M16;2M17;2M33,2M33,2M16;2M17;2M33,6,4,1,4,-0.46404816895222806,0.17669296348719213,0.9048040143830169,N/A,TRUE,N/A,N/A,-1.7875120336408703,0.8291244991681774,4240.99124676066,40865.5194536259,221.83,3123.58
pearson,Muscle,S-3-oxodecanoyl cysteamine,GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.4176515434887346,0.17671543548384244,0.9048040143830169,TRUE,TRUE,-1.2800260343934278,0.7707687524700032,-0.7456544574614984,1.277845624706336,5568.30077293842,59970.1370200178,52.35,354.34
pearson,Muscle,"3,4-Diaminopyridine",Leptin,9,9,13,4,2M16;2M17;2M33;4M2,2M17;4M2,2M16;2M17;2M33,5,4,1,4,-0.4936578521717639,0.17683108329292743,0.9051894334499374,N/A,FALSE,N/A,N/A,-0.44392069602380435,0.7624240601225858,5321587.6150989,7645051.6237259,221.83,3123.58
pearson,Liver,Pyroglutamic acid,Leptin,9,9,13,4,2M16;2M17;2M23;2M33,2M23,2M16;2M17;2M33,6,3,1,3,-0.49354459435603676,0.17694587659646588,0.9055001167328797,N/A,TRUE,N/A,N/A,-1.9404930920768422,1.2501553935819132,273770379.477828,438719743.678877,221.83,3123.58
pearson,Liver,Glycylprolylhydroxyproline,Glucagon,12,12,13,1,4M2,4M2,,7,5,3,5,-0.41741665763101793,0.1769840772505639,0.9055001167328797,FALSE,FALSE,0.21192409728546546,0.8177262978081293,-0.3662327270907238,0.34132392442802234,24848.1230217186,782288.266488271,88.58,661.43
pearson,Muscle,Aziridine,GLP-1,12,12,13,1,2M33,2M33,2M33,8,4,3,4,-0.4173602930627326,0.17704858006177918,0.9055001167328797,FALSE,TRUE,-0.5015096061135911,0.7707687524700032,-0.27358035095163324,1.277845624706336,36785.199149453,1083563.39622682,52.35,354.34
pearson,Liver,Guanidinosuccinic acid,Resistin,13,13,13,0,,,,8,5,3,5,0.3987499365733286,0.17713112861498917,0.9055001167328797,FALSE,TRUE,0.27227498453448007,0.4514552437965252,-1.2281162949075775,-0.2597827710416183,4591015.37131499,29394778.6193952,7458,50393.88
pearson,Liver,Vanylglycol,PYY,10,10,13,3,2M26;2M31;2M33,2M26,2M26;2M31;2M33,8,2,3,2,-0.4636164491906652,0.17714955296479876,0.9055001167328797,TRUE,TRUE,-0.5875164025261277,1.714760623087141,-0.9031714921879602,1.5651901757184394,597960.00865033,5252747.15167031,72.52,114.78
pearson,Liver,Methyl 2-[(methylsulfonyl)amino]benzoate,Insulin,12,12,13,1,2M16,2M16,,7,5,2,5,0.41726845326971457,0.17715371170876063,0.9055001167328797,FALSE,TRUE,0.4583389264922148,-0.7033983225447508,1.4246030098633626,0.10127799999321364,20783.8032142857,13502370.8037979,155.89,2555.98
pearson,Liver,"PC(18:2(9Z,12Z)/20:2(11Z,14Z))",Amylin,12,12,13,1,2M20,,2M20,7,5,2,5,-0.4172321986796691,0.17719522412402214,0.9055001167328797,FALSE,FALSE,-0.6373075156891839,-0.23804063697409028,0.05431575266115132,-0.08274014206296867,6367442.7719974,693712350.735734,2.52,11.24
pearson,Muscle,n6-(delta2-isopentenyl)-adenine,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.4635413742556011,0.17722902402107454,0.9055001167328797,N/A,TRUE,N/A,N/A,-1.7119606805948788,0.8291244991681774,94180.4875618241,561810.818082442,221.83,3123.58
pearson,Liver,"Methyl 2E,4Z-hexadecadienoate",GLP-1,12,12,13,1,2M33,,2M33,8,4,3,4,-0.41717978284595836,0.1772552523232955,0.9055001167328797,TRUE,TRUE,-1.380341311312265,0.7707687524700032,-1.7074691233497095,1.277845624706336,158304.851020018,3680128.10888174,52.35,354.34
pearson,Muscle,N-Succinyl-L-diaminopimelic acid,Glucagon,13,13,13,0,,,,8,5,3,5,0.3984958737799041,0.17743280022956742,0.9056975588932524,FALSE,FALSE,0.7514002244873236,0.8177262978081293,0.7272289551764921,0.2722258385029136,22326.8152028571,259112.338992339,88.58,661.43
pearson,Muscle,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Leptin,9,9,13,4,2M16;2M17;2M20;2M33,2M20;2M33,2M16;2M17;2M33,5,4,0,4,0.49306428503818445,0.17743316912259036,0.9056975588932524,N/A,TRUE,N/A,N/A,0.8993587529836082,1.2561500251691955,35515.5081543918,90154.8637047583,221.83,3123.58
pearson,Liver,20-Hydroxyrhodopin,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.4633259902811807,0.17745713742709782,0.9056975588932524,TRUE,TRUE,1.555299217388986,1.714760623087141,2.3115072052297934,1.5651901757184394,65384.3580610183,1720997.15831805,72.52,114.78
pearson,Muscle,Glutarylglycine,Secretin,10,10,12,2,2M23;4M2,2M23;4M2,,7,3,3,3,0.4633220296776162,0.17746133373579873,0.9056975588932524,FALSE,TRUE,0.9544114432865278,0.022643231723192585,1.2747854939164307,-0.11157662929808,267935.75334989,723315.865203136,15.09,60.26
pearson,Liver,LysoPC(16:1(9Z)/0:0),GIP,12,12,12,0,,,,8,4,3,4,0.4169342442016286,0.1775366199079448,0.9056975588932524,TRUE,TRUE,-1.660224304729171,-0.44889601269907653,-1.7332659929859027,-1.169512315049918,5936345.53300782,25781520.9331567,33.18,1104.9
pearson,Liver,L-Lactic acid,Resistin,13,13,13,0,,,,8,5,3,5,0.3984029349325958,0.17754323655775323,0.9056975588932524,FALSE,TRUE,-0.7160209798321091,0.4514552437965252,-1.547867422774827,-0.2597827710416183,1468576368.92218,5101120020.73465,7458,50393.88
pearson,Liver,DEET,GIP,12,12,12,0,,,,8,4,3,4,0.4168854733177814,0.17759254064576713,0.9056975588932524,FALSE,TRUE,0.9463416637957139,-0.44889601269907653,-0.2938085672496335,-1.169512315049918,693338.436465425,982398.144928859,33.18,1104.9
pearson,Muscle,O-methoxycatechol-O-sulphate,Resistin,13,13,13,0,,,,8,5,3,5,-0.3983408261586764,0.17761706286310291,0.9056975588932524,FALSE,FALSE,-0.7175485316571418,0.4514552437965252,0.7008269693943838,-0.2597827710416183,15228.2218837695,65614.1434039625,7458,50393.88
pearson,Liver,2-Hydroxyglutarate,Glucagon,13,13,13,0,,,,8,5,3,5,-0.3982844904167634,0.17768404388905523,0.9057315650034433,FALSE,FALSE,-0.507342874957986,0.8177262978081293,0.7891954826504798,0.2722258385029136,407321.432855691,10116103.5133368,88.58,661.43
pearson,Liver,phe-gln,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.4630480370985478,0.17775177509497952,0.9057315650034433,TRUE,TRUE,3.309254260516136,1.714760623087141,2.400638200723497,1.5651901757184394,102987.7975882,927741.187454782,72.52,114.78
pearson,Liver,"PE(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Amylin,11,11,13,2,2M20;4M1,4M1,2M20,6,5,2,5,0.4380873752389131,0.1777550178829751,0.9057315650034433,FALSE,FALSE,0.28119441413081137,-0.23804063697409028,-0.2073918814628807,0.07315640778403316,264071.640054455,2091254.9406135,2.52,11.24
pearson,Liver,Benzoxazolone,Insulin,13,13,13,0,,,,8,5,3,5,0.39819933735145235,0.1777853181205189,0.9057315650034433,TRUE,FALSE,-1.291740679685899,-0.7833395778180952,0.01855459757044649,-0.015669237473629045,462215.192900335,2040050.83648834,155.89,2555.98
pearson,Liver,Hypoxanthin,Leptin,10,10,13,3,2M16;2M17;2M33,,2M16;2M17;2M33,6,4,1,4,-0.4629447662822066,0.1778613187009925,0.9059129092673677,N/A,TRUE,N/A,N/A,-1.0711263306543057,0.8291244991681774,1391934.57034346,3105011.98681579,221.83,3123.58
pearson,Muscle,"3-[(19Z)-15,16-Dihydroxy-19-dotriaconten-1-yl]-5-methyl-2(5H)-furanone",GIP,11,11,12,1,2M17,2M17,,7,4,2,4,-0.4379127399039715,0.17794794233769887,0.9060368784913101,FALSE,TRUE,-0.24170412463971855,-0.9089964131509328,0.1324421546141013,-1.545751293507014,7920441.66241113,22847219.9778593,33.18,1104.9
pearson,Liver,"(8Z,10E)-Dodeca-8,10-dienoylcarnitine",PYY,9,9,13,4,2M26;2M31;2M33;4M1,4M1,2M26;2M31;2M33,7,2,3,2,-0.492539478128866,0.1779664784298528,0.9060368784913101,TRUE,TRUE,0.44640343308354036,1.714760623087141,0.3190004514446327,1.8509081733583734,102374.114434097,462701.641208266,72.52,114.78
pearson,Muscle,Quinone,Resistin,10,10,13,3,2M22;2M26;2M31,2M22;2M26;2M31,,8,2,3,2,-0.4627789304936178,0.17803731124298985,0.9061564456685175,FALSE,FALSE,0.7937622402622094,0.737232384973709,0.559498764037408,-0.046593792009936214,90654.1704434194,1117614.88129091,7458,50393.88
pearson,Liver,Glutaminylhistidine,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,0.4627278881442529,0.1780915004853583,0.9061564456685175,TRUE,TRUE,1.7282594009521886,1.714760623087141,1.8706162352361422,1.5651901757184394,59755.5705390243,636559.059242974,72.52,114.78
pearson,Muscle,Phytosphingosine,PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.4627052432449041,0.17811554463086993,0.9061564456685175,TRUE,TRUE,-0.7713508799000106,1.714760623087141,-1.2341806241267217,1.5651901757184394,182942.498831882,589185.435531036,72.52,114.78
pearson,Liver,"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",Amylin,11,11,13,2,2M17;2M20,2M17,2M20,6,5,1,5,-0.43772124799263523,0.1781596356427882,0.9061564456685175,N/A,FALSE,N/A,N/A,-0.8505485642479164,0.07717762995380423,626868.22241696,3970369.22571123,2.52,11.24
pearson,Liver,"PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Secretin,11,11,12,1,2M31,2M31,,8,3,3,3,-0.43769194655345633,0.1781920417890591,0.9061564456685175,TRUE,FALSE,1.4199468508724356,-0.33393058700811684,0.8028562974243691,-0.43730480224212026,294790.777371323,1473302.74916149,11.69,60.26
pearson,Liver,Isoleucyl-Tyrosine,GLP-1,11,11,13,2,2M22;2M33,2M22,2M33,8,3,3,3,0.43757925587499685,0.17831670642589723,0.9063086242473088,TRUE,TRUE,1.0199839869227445,1.2550142910591473,0.898861497808911,1.9787992967400518,135678.039734255,297634.60054532,52.35,354.34
pearson,Muscle,Linoleyl ethanolamide,C-Peptide 2,11,11,13,2,2M16;4M1,4M1,2M16,6,5,2,5,-0.4375433614095311,0.17835642603943772,0.9063086242473088,FALSE,FALSE,-0.5461495703588534,-0.32131110669417345,0.3248210530540209,-0.012824091402626022,96357.3350258139,448989.921962697,35.4,493.97
pearson,Liver,Glyceric acid,Glucagon,13,13,13,0,,,,8,5,3,5,-0.3976239661893794,0.17847058132677002,0.9063086242473088,FALSE,FALSE,0.2936119667288161,0.8177262978081293,-0.3627836863853066,0.2722258385029136,743227.369862283,1425463.95408022,88.58,661.43
pearson,Muscle,"PE(20:4(6E,8Z,11Z,14Z)+=O(5)/P-18:1(9Z))",PYY,10,10,13,3,2M26;2M31;2M33,,2M26;2M31;2M33,8,2,3,2,-0.46226989323486567,0.17857816921924707,0.9063086242473088,TRUE,TRUE,-0.7986271451983126,1.714760623087141,-1.084801391597876,1.5651901757184394,24261106.9099854,147800469.848445,72.52,114.78
pearson,Muscle,4-Oxoproline,Insulin,13,13,13,0,,,,8,5,3,5,0.39749744511607793,0.17862149211362716,0.9063086242473088,FALSE,FALSE,-0.05834512864818561,-0.7833395778180952,0.3120668044261574,-0.015669237473629045,2407949.64856936,27107753.816678,155.89,2555.98
