metabolite_tissue,metabolite,hormone,correlation_direction,pearson_r,pearson_p_value,pearson_p_adj_bh,n,n_outlier_removed,removed_samples,n_old_cd,n_old_id,clustering_category,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,mean_metabolite_abundance__Old CD,mean_metabolite_abundance__Old ID,mean_metabolite_abundance__Young CD,mean_hormone_abundance__Old CD,mean_hormone_abundance__Old ID,mean_hormone_abundance__Young CD
Liver,Gln-Gln,GLP-1,positive,0.6463202966093433,0.02315375300564915,0.7938359097329524,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.4698274753389984,0.7707687524700032,354350.90275959263,513277.7439508195,201739.35854905858,148.54000000000002,228.4175,113.734
Liver,Glycyltyrosine,GLP-1,positive,0.6458691004115338,0.023281642161490885,0.7938359097329524,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.0811233584923248,0.7707687524700032,552703.385380627,729355.1698562895,225321.0385556645,148.54000000000002,228.4175,113.734
Liver,Salvigenin,GIP,positive,0.6445441074793676,0.0236601714252021,0.796407168189471,12,0,,3,4,Old groups cluster; Young CD separate,-1.1535365879519421,-0.44889601269907653,112609.20030396733,34033.97598556398,327643.7759556544,293.11333333333334,183.1375,648.106
Liver,Dihydroxyacetone phosphate,Resistin,positive,0.6197086460216036,0.023878441348801797,0.796407168189471,13,0,,3,5,Old groups cluster; Young CD separate,1.3199788296853323,0.4514552437965252,635143.095888946,1027877.6002680407,1609924.8587877657,19981.716666666667,24078.628,31818.62
Liver,Monomethyl glutaric acid,GIP,positive,0.6292937526006863,0.028344840747294316,0.8053673965337975,12,0,,3,4,Old groups cluster; Young CD separate,-2.0832523435776875,-0.44889601269907653,269681.3167393683,176940.36645343027,352782.2771776276,293.11333333333334,183.1375,648.106
Muscle,Isosorbide Mononitrate,GLP-1,positive,0.6280883082127416,0.028741616715527073,0.8053673965337975,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.2671307995718846,0.7707687524700032,6859184.332425553,8868352.281611465,4263309.896712952,148.54000000000002,228.4175,113.734
Liver,alpha-Tocopherol,Insulin,positive,0.6034949564404841,0.0289751090006156,0.8053673965337975,13,0,,3,5,Old groups cluster; Young CD separate,-1.7786651028611287,-0.7833395778180952,5069543.72692671,3791349.972290944,2454955.545723718,1614.1266666666666,1006.546,660.682
Muscle,LysoPC(15:0/0:0),GIP,negative,-0.6269283757251478,0.02912717791707651,0.8053673965337975,12,0,,3,4,Old groups cluster; Young CD separate,-1.1689712243848165,-0.44889601269907653,6794005.649209887,4492029.882490025,2986401.465064916,293.11333333333334,183.1375,648.106
Muscle,2-Ketobutyric acid,GIP,positive,0.6531883429595853,0.029313077460246792,0.8053673965337975,11,1,2M33,3,3,Old groups cluster; Young CD separate,-1.3358935061192025,-0.23084952860498786,4550468.855705187,3323555.8121705865,5179367.911990674,293.11333333333334,233.12333333333333,648.106
Liver,Melilotoside,GIP,negative,-0.6246043236345984,0.02991088538254515,0.8053673965337975,12,0,,3,4,Old groups cluster; Young CD separate,1.155642367928099,-0.44889601269907653,802575.7968692523,1023794.9863160144,102457.63184676607,293.11333333333334,183.1375,648.106
Liver,"[6]-Gingerdiol 3,5-diacetate",GIP,positive,0.6513319706301145,0.029934453184656217,0.8053673965337975,11,1,2M33,3,3,Old groups cluster; Young CD separate,-1.684771108657697,-0.23084952860498786,234853.23384690066,139250.03706119553,295156.53532525466,293.11333333333334,233.12333333333333,648.106
Liver,20-Hydroxyrhodopin,GLP-1,positive,0.6232032391007614,0.030390622451454113,0.8053673965337975,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.8686715434077599,0.7707687524700032,874884.8721012906,1454307.478076875,74669.77062773082,148.54000000000002,228.4175,113.734
Muscle,Naphthalen-2-amine,GIP,positive,0.6226196221654622,0.030592079025389407,0.8053673965337975,12,0,,3,4,Old groups cluster; Young CD separate,-1.2279365865058354,-0.44889601269907653,182072.50830073934,117564.70531223403,246138.9845190742,293.11333333333334,183.1375,648.106
Liver,Ethyl glucuronide,Resistin,positive,0.6183822903211995,0.03208365239626902,0.8053673965337975,12,1,4M2,3,5,Old groups cluster; Young CD separate,-1.3131950179961078,0.4514552437965252,11310418.321740057,7325481.7021448845,16969330.292985138,19981.716666666667,24078.628,37908.774999999994
Muscle,Glycerophosphoinositol,Resistin,negative,-0.5931157557021045,0.032631257674703644,0.8070842244826016,13,0,,3,5,Old groups cluster; Young CD separate,-1.9518436480020247,0.4514552437965252,414371.91710162367,245706.15893252761,124477.97542041121,19981.716666666667,24078.628,31818.62
Muscle,N-Acetyl-1-aspartylglutamic acid,GIP,negative,-0.6154237288769167,0.033155560393271485,0.8089018711398693,12,0,,3,4,Old groups cluster; Young CD separate,5.2390642423399525,-0.44889601269907653,723579.188967246,1204809.9407585575,483156.4618234704,293.11333333333334,183.1375,648.106
Liver,"1,2-Didecanoyl-sn-glycero-3-phosphocholine",Resistin,negative,-0.5876870894858235,0.03467246108504928,0.8246808705942644,13,0,,3,5,Old groups cluster; Young CD separate,-1.1545991161221463,0.4514552437965252,73182.5851341977,50982.94859202382,34245.17481670764,19981.716666666667,24078.628,31818.62
Muscle,Bisphenol A,GIP,positive,0.6342194600365813,0.03610484023006415,0.8254855449604329,11,1,2M33,3,3,Old groups cluster; Young CD separate,2.5024479010528364,-0.23084952860498786,261753.045956516,341267.6460590193,371512.249692665,293.11333333333334,233.12333333333333,648.106
Liver,Micronomicin,GIP,positive,0.6341063948392162,0.03614833046306923,0.8254855449604329,11,1,4M2,3,4,Old groups cluster; Young CD separate,1.0719422783455486,-0.44889601269907653,1220877.1024552137,5312620.163454191,19664552.2324643,293.11333333333334,183.1375,663.5225
Muscle,4-Hydroxy-5-methyl-3-furanone,GLP-1,positive,0.6057880806305388,0.03682458921048024,0.8254855449604329,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.3732461367577304,0.7707687524700032,1328772.8014147477,2363471.822226875,456658.543719458,148.54000000000002,228.4175,113.734
Liver,2-O-Methylascorbic acid,GIP,negative,-0.6036793697631871,0.03766461201955523,0.827402214621848,12,0,,3,4,Old groups cluster; Young CD separate,1.445420815865069,-0.44889601269907653,4294843.31293917,4993826.560348293,3710749.032588428,293.11333333333334,183.1375,648.106
Muscle,Dracunculin,GIP,positive,0.69199129190571,0.03888397486431257,0.8284645979623956,9,3,2M33;4M3;4M4,3,3,Old groups cluster; Young CD separate,-1.0578524414065749,-0.23084952860498786,10015.239117658659,7725.778949951543,22319.890733529566,293.11333333333334,233.12333333333333,539.3766666666667
Muscle,2-Hexenoylcarnitine,GIP,negative,-0.6006575681205845,0.03889205427085011,0.8284645979623956,12,0,,3,4,Old groups cluster; Young CD separate,-1.3883212215558938,-0.44889601269907653,160919.36426113933,124518.29008101675,78784.64789442711,293.11333333333334,183.1375,648.106
Muscle,Metronidazole,GIP,negative,-0.5993574249075224,0.03942882418217795,0.8284645979623956,12,0,,3,4,Old groups cluster; Young CD separate,1.956188352460378,-0.44889601269907653,283547.25234959164,507694.7771422528,121679.84971823795,293.11333333333334,183.1375,648.106
Liver,"PC(18:0/18:3(9Z,12Z,15Z))",GIP,positive,0.5987522481061697,0.039680462281456226,0.8286882636905457,12,0,,3,4,Old groups cluster; Young CD separate,-2.31253545982917,-0.44889601269907653,25711518.769589033,18143627.088788025,37285645.98225662,293.11333333333334,183.1375,648.106
Liver,Carbocysteine,GIP,positive,0.5932205911465545,0.042033735111904454,0.8342054032317431,12,0,,3,4,Old groups cluster; Young CD separate,-1.557823006885115,-0.44889601269907653,874050.5898792127,575933.6174681025,750213.0291860036,293.11333333333334,183.1375,648.106
Liver,6-Keto-decanoylcarnitine,GIP,negative,-0.6194171014425176,0.04211468265118985,0.8342054032317431,11,1,2M33,3,3,Old groups cluster; Young CD separate,-1.0184138049720723,-0.23084952860498786,623747.9223965066,424666.9978428643,382001.1704892222,293.11333333333334,233.12333333333333,648.106
Liver,Malonic acid,Insulin,negative,-0.568638789169633,0.042573668721648014,0.8342054032317431,13,0,,3,5,Old groups cluster; Young CD separate,1.1206923223847811,-0.7833395778180952,2193971.4800713398,2696859.567941808,3828223.719726,1614.1266666666666,1006.546,660.682
Muscle,2-Naphthalenesulfonic acid,Resistin,positive,0.5882096490869785,0.04424940357666559,0.8342054032317431,12,1,2M33,3,4,Old groups cluster; Young CD separate,1.1240548811851008,0.5277688918387164,168406.44415534608,254435.8501724855,510918.2070724466,19981.716666666667,25113.355,31818.62
Muscle,2-Isopropylmalic acid,GIP,positive,0.6142862548933166,0.04435006648464554,0.8342054032317431,11,1,2M33,3,3,Old groups cluster; Young CD separate,-1.2585086705371884,-0.23084952860498786,386236.4445277613,276330.9444514493,454962.0129596668,293.11333333333334,233.12333333333333,648.106
Liver,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,GIP,negative,-0.5860640606365027,0.04522289285498798,0.8392204792500317,12,0,,3,4,Old groups cluster; Young CD separate,1.357718308016957,-0.44889601269907653,411636.0948432027,622760.7299178675,316311.41944452457,293.11333333333334,183.1375,648.106
Liver,L-Phenylalanine,GIP,negative,-0.5846174123173266,0.04588773799187451,0.8423081545572892,12,0,,3,4,Old groups cluster; Young CD separate,1.0148188162821443,-0.44889601269907653,51485569.040914565,57869840.70576495,35150590.65073692,293.11333333333334,183.1375,648.106
Liver,"1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-icosatetraenoyl)-sn-glycero-3-phosphoethanolamine",Glucagon,negative,-0.6726240412676658,0.047124993364458696,0.8447136436918836,9,4,2M22;4M1;4M2;4M3,3,4,Old groups cluster; Young CD separate,-0.9915132485929069,1.3277781571016114,75188.72876709883,38921.86191667655,253540.71516639699,224.83333333333334,339.1925,148.53
Liver,3-Ketosphingosine,GIP,positive,0.6077355097444407,0.047321429102628064,0.8447402562977896,11,1,4M2,3,4,Old groups cluster; Young CD separate,-1.318066983867219,-0.44889601269907653,836455.5400772503,738668.7355087145,874224.104769073,293.11333333333334,183.1375,663.5225
Liver,Glycerophosphocholine,GIP,negative,-0.5806434794046018,0.04774952267270747,0.8469873796240301,12,0,,3,4,Old groups cluster; Young CD separate,1.6462548463299682,-0.44889601269907653,131572.36454400027,189788.75436917675,107659.02844643503,293.11333333333334,183.1375,648.106
