"raw.file","tissue","ion.mode","sequence.id","name","formula","rt","mz","ion.count"
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M11_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,1259074.75429053
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M1_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,122621.709931301
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M2_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,1488330.96501545
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M4_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,323235.799680785
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M5_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,745169.880802679
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M6_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,290119.745747527
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M7_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,1006378.92805129
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M9_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,1355560.49735665
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M16_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,315447.778768089
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M17_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,320622.848659007
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M20_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,510927.187777697
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M22_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,412534.557035439
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M23_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,300915.832281
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M26_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,519870.852694431
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M31_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,414535.458498326
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M33_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,571731.787563312
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M1_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,562442.412883702
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M2_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,601699.769086154
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M3_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,512931.728190613
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M4_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,460311.222113037
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M5_neg","[4]-Gingerol","C15H22O4",2.614,265.1441,407738.08556027
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M10_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,214852.031987345
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M11_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,602272.989007778
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M1_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,733649.326905224
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M2_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,381637.132508345
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M4_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,425263.710061572
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M5_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,179157.292719523
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M6_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,263219.907751699
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M7_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,561198.177667074
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M9_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,427266.385378839
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M16_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,51912.3528138389
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M17_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,158464.400253482
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M20_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,48961.0218242326
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M22_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,188963.942416968
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M23_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,22154.4081168575
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M26_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,38785.2746718103
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M31_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,29506.3041155158
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M33_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,54699.8009384204
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M1_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,52145.9114430363
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M2_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,28674.0946632589
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M3_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,36931.1704638765
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M4_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,69448.1611044548
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M5_neg","all-trans-Retinoic acid","C20H28O2",2.197,299.20175,55945.205846952
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_01_neg_20250210174602","alpha-Tocopherol","C29H50O2",2.327,429.37355,63124.3705704722
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_01_neg_rerun","alpha-Tocopherol","C29H50O2",2.327,429.37355,35331.1614560425
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_02_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,187764.242621361
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_04_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,129679.213134483
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_05_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,128435.592582026
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_06_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,80965.0572109855
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_07_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,200328.263067142
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_09_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,104826.427854335
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_10_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,135372.368702286
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_11_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,137506.789363703
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_16_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,74622.0528925229
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_17_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,22163.4314848941
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_20_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,135876.929044927
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_22_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,40866.4597420944
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_23_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,61358.3061520798
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_26_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,152366.44268177
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_31_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,115767.470126482
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_33_neg_20250211112917","alpha-Tocopherol","C29H50O2",2.327,429.37355,21007.404247673
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_01_neg_20250210165354","alpha-Tocopherol","C29H50O2",2.327,429.37355,82801.2000964405
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_02_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,148721.989289968
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_02_neg_rerun","alpha-Tocopherol","C29H50O2",2.327,429.37355,26375.8759951834
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_03_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,15869.3181088863
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_04_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,122724.196619283
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_05_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,29153.0633102212
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M10_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,1982112.37160195
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M11_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2294247.20514529
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M1_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2901218.59001037
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M2_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,1662026.96234234
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M4_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,3107709.67292914
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M5_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,1801961.43959506
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M6_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2379495.8544259
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M7_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2211882.05785373
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M9_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,1646166.50693875
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M16_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,5918995.46820921
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M17_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,5110807.93202196
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M20_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,4980205.66891095
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M22_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,4237326.32996465
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M23_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,3522929.01867823
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M26_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,4896605.04285367
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M31_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,3833246.24822785
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M33_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2781633.35190716
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M1_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2347255.36957225
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M2_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2327124.40115448
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M3_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2277295.54387232
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M4_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2282527.29672613
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M5_neg","alpha-Tocopherol","C29H50O2",2.327,429.37355,2065339.70016137
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M10_neg","beta-Alanine","C3H7NO2",13.931,88.04032,87527089.3563644
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M11_neg","beta-Alanine","C3H7NO2",13.931,88.04032,66824909.254017
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M1_neg","beta-Alanine","C3H7NO2",13.931,88.04032,50157051.8819623
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M2_neg","beta-Alanine","C3H7NO2",13.931,88.04032,89582944.9275898
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M4_neg","beta-Alanine","C3H7NO2",13.931,88.04032,45035969.901597
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M5_neg","beta-Alanine","C3H7NO2",13.931,88.04032,75325836.2809328
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M6_neg","beta-Alanine","C3H7NO2",13.931,88.04032,52822380.4110321
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M7_neg","beta-Alanine","C3H7NO2",13.931,88.04032,72281300.7503098
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","1M9_neg","beta-Alanine","C3H7NO2",13.931,88.04032,82861304.2991626
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M16_neg","beta-Alanine","C3H7NO2",13.931,88.04032,57389259.9266971
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M17_neg","beta-Alanine","C3H7NO2",13.931,88.04032,44247086.3780151
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M20_neg","beta-Alanine","C3H7NO2",13.931,88.04032,100409735.223386
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M22_neg","beta-Alanine","C3H7NO2",13.931,88.04032,43766980.5896497
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M23_neg","beta-Alanine","C3H7NO2",13.931,88.04032,63957417.6683328
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M26_neg","beta-Alanine","C3H7NO2",13.931,88.04032,91420995.0437244
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M31_neg","beta-Alanine","C3H7NO2",13.931,88.04032,66001599.837293
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","2M33_neg","beta-Alanine","C3H7NO2",13.931,88.04032,67317329.0601385
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M1_neg","beta-Alanine","C3H7NO2",13.931,88.04032,100060703.503191
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M2_neg","beta-Alanine","C3H7NO2",13.931,88.04032,99730636.7237057
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M3_neg","beta-Alanine","C3H7NO2",13.931,88.04032,108584408.778716
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M4_neg","beta-Alanine","C3H7NO2",13.931,88.04032,114192297.074793
"Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","Liver","nega","4M5_neg","beta-Alanine","C3H7NO2",13.931,88.04032,126688093.321326
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_01_neg_20250210174602","beta-Alanine","C3H7NO2",13.931,88.04032,386630791.930988
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_01_neg_rerun","beta-Alanine","C3H7NO2",13.931,88.04032,430258298.202899
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_02_neg","beta-Alanine","C3H7NO2",13.931,88.04032,269808907.239014
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_04_neg","beta-Alanine","C3H7NO2",13.931,88.04032,300753453.703749
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_05_neg","beta-Alanine","C3H7NO2",13.931,88.04032,410398760.380251
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_06_neg","beta-Alanine","C3H7NO2",13.931,88.04032,300100936.554305
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_07_neg","beta-Alanine","C3H7NO2",13.931,88.04032,323298564.497876
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_09_neg","beta-Alanine","C3H7NO2",13.931,88.04032,313791828.955065
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_10_neg","beta-Alanine","C3H7NO2",13.931,88.04032,331929889.314993
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_11_neg","beta-Alanine","C3H7NO2",13.931,88.04032,323902821.495209
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_16_neg","beta-Alanine","C3H7NO2",13.931,88.04032,316837858.986785
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_17_neg","beta-Alanine","C3H7NO2",13.931,88.04032,347525448.475372
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_20_neg","beta-Alanine","C3H7NO2",13.931,88.04032,336342259.287365
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_22_neg","beta-Alanine","C3H7NO2",13.931,88.04032,292626923.12317
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_23_neg","beta-Alanine","C3H7NO2",13.931,88.04032,364272745.244467
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_26_neg","beta-Alanine","C3H7NO2",13.931,88.04032,350768186.47764
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_31_neg","beta-Alanine","C3H7NO2",13.931,88.04032,330525759.346411
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_33_neg_20250211112917","beta-Alanine","C3H7NO2",13.931,88.04032,266745021.287596
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_01_neg_20250210165354","beta-Alanine","C3H7NO2",13.931,88.04032,314363749.818952
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_02_neg","beta-Alanine","C3H7NO2",13.931,88.04032,317333788.695955
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_02_neg_rerun","beta-Alanine","C3H7NO2",13.931,88.04032,339522267.406149
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_03_neg","beta-Alanine","C3H7NO2",13.931,88.04032,335904799.448591
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_04_neg","beta-Alanine","C3H7NO2",13.931,88.04032,389174068.730889
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","4M_05_neg","beta-Alanine","C3H7NO2",13.931,88.04032,363496171.181384
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_01_neg_20250210174602","beta-Damascenone","C13H18O",3.045,189.12841,255569.479450965
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_01_neg_rerun","beta-Damascenone","C13H18O",3.045,189.12841,46420.1246040109
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_02_neg","beta-Damascenone","C13H18O",3.045,189.12841,295920.284316811
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_04_neg","beta-Damascenone","C13H18O",3.045,189.12841,97916.7004223848
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_05_neg","beta-Damascenone","C13H18O",3.045,189.12841,422775.255107159
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_06_neg","beta-Damascenone","C13H18O",3.045,189.12841,156451.887420281
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_07_neg","beta-Damascenone","C13H18O",3.045,189.12841,289982.02661687
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_09_neg","beta-Damascenone","C13H18O",3.045,189.12841,243800.03339467
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_10_neg","beta-Damascenone","C13H18O",3.045,189.12841,169759.479120935
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","1M_11_neg","beta-Damascenone","C13H18O",3.045,189.12841,210516.022940812
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_16_neg","beta-Damascenone","C13H18O",3.045,189.12841,85655.1027618849
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_17_neg","beta-Damascenone","C13H18O",3.045,189.12841,490137.203546703
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_20_neg","beta-Damascenone","C13H18O",3.045,189.12841,150079.59265607
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_22_neg","beta-Damascenone","C13H18O",3.045,189.12841,75534.9580489561
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_23_neg","beta-Damascenone","C13H18O",3.045,189.12841,87264.3614818217
"Muscle compound_Discover_neg_raw_file.csv","Muscle","nega","2M_26_neg","beta-Damascenone","C13H18O",3.045,189.12841,30318.4980483727
