"tissue","raw.file","source","sequence.id","sample","sample.id","ion.mode","name","formula","mz","rt","ion.count","val.ic","med.val","val.adj.ic","med.adj.ic"
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3,4,5-Trimethoxyphenyl acetate","C11H14O5",225.08008,2.08,67931.0702339818,965402.56,907295.31,63842.3223433055,61347.7116195777
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3,4-Dihydroxyhydrocinnamic acid","C9H10O4",181.05045,3.598,5965758.82514145,965402.56,907295.31,5606681.84124346,5387603.20919614
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate","C16H16N2O3",283.11087,1.888,1085144.65135949,965402.56,907295.31,1019830.16582228,979980.74971926
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-(2-Hydroxyphenyl)propanoic acid","C9H10O3",165.0555,3.561,1003249.12781429,965402.56,907295.31,942863.905837888,906021.912561532
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Furoic acid","C5H4O3",111.00856,14.824,2711718.47362219,965402.56,907295.31,2548501.06587429,2448919.50531992
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Hydroxybenzyl alcohol","C7H8O2",123.04516,2.666,12175773.7881072,965402.56,907295.31,11442918.1268906,10995791.1236375
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Hydroxymethylglutaric acid","C6H10O5",221.0666,11.363,5587619.4553766,965402.56,907295.31,5251302.55085292,5046110.20859362
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Methoxy-4-hydroxyphenylethyleneglycol sulfate","C9H12O7S",263.02289,2.49,17196.528270654,965402.56,907295.31,16161.4751138083,15529.9725673726
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Methyl-2-oxovaleric acid","C6H10O3",129.05573,2.518,9872639.68535243,965402.56,907295.31,9278408.87830268,8915859.12388618
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Methylphenylacetic acid","C9H10O2",149.06074,2.633,774927.207923629,965402.56,907295.31,728284.604238571,699827.202988507
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Methyluric acid","C6H6N4O3",181.03665,10.983,305412.47175861,965402.56,907295.31,287029.799508812,275814.236076866
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-O-p-Coumaroylquinic acid","C16H18O8",337.09171,15.167,28482990.6199467,965402.56,907295.31,26768609.153317,25722637.4999981
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Oxododecanoic acid","C12H22O3",213.1496,2.489,393551.977136373,965402.56,907295.31,369864.218194178,355411.936209998
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","3-Oxooctadecanoic acid","C18H34O3",297.24339,2.198,6998592.19696637,965402.56,907295.31,6577349.3255603,6320342.28761117
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","4-(1,1,3,3-Tetramethylbutyl)-phenol","C14H22O",205.15963,2.388,1228714.1312338,965402.56,907295.31,1154758.24779163,1109636.57610864
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","4-Hydroxyproline","C5H9NO3",130.051,14.034,2222004.91306255,965402.56,907295.31,2088263.19708393,2006665.22924375
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","4-Hydroxypropofol","C12H18O2",193.12322,2.488,459175.238758949,965402.56,907295.31,431537.638137322,414675.494338721
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","4-Oxoproline","C5H7NO3",128.03533,10.034,21896046.0774106,965402.56,907295.31,20578130.5506156,19774049.1315565
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","4-Pyridoxic acid","C8H9NO4",182.0458,2.39,146918.438259043,965402.56,907295.31,138075.467693968,132680.229398267
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","5-Sulfosalicylic acid","C7H6O6S",216.98107,3.87,46586.2780315989,965402.56,907295.31,43782.265885462,42071.4930630128
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","6-Keto-prostaglandin F1a","C20H34O6",369.22832,3.09,100991.660381854,965402.56,907295.31,94913.0068741158,91204.3227899717
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","6-Phosphogluconic acid","C6H13O10P",257.00675,15.011,236960.092054855,965402.56,907295.31,222697.545134476,213995.736305327
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","7-Methylhypoxanthine","C6H6N4O",149.04539,6.543,16293866.7326825,965402.56,907295.31,15313144.465173,14714790.0664813
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","7-Sulfocholic acid","C24H40O8S",487.23785,3.919,4957.59987930374,965402.56,907295.31,4659.20363765023,4477.14730053874
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","9-Decenoic acid","C10H18O2",169.12333,2.505,546962.036705772,965402.56,907295.31,514040.57873142,493954.668741508
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Acetylglycine","C4H7NO3",116.03527,10.085,544635.683186751,965402.56,907295.31,511854.247635292,491853.767573331
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Acetylphosphate","C2H5O5P",138.98009,14.672,31550318.5510432,965402.56,907295.31,29651315.6650087,28492703.5200305
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Acipimox","C6H6N2O3",153.03052,10.146,375530.728382478,965402.56,907295.31,352927.66224103,339137.168746883
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Acrylic acid","C3H4O2",71.01382,7.649,9453241.62337273,965402.56,907295.31,8884254.24227471,8537105.90725763
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Adenosine 2',3'-cyclic phosphate","C10H12N5O6P",328.04522,9.501,100857.888047323,965402.56,907295.31,94787.2862506613,91083.5146446971
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Adenosine diphosphate ribose","C15H23N5O14P2",558.06445,14.425,7626638.20320612,965402.56,907295.31,7167593.45742334,6887522.88909314
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Adrenic acid","C22H36O2",331.26388,2.195,17725251.2171443,965402.56,907295.31,16658374.406928,16007455.738714
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Aflatoxin B1","C17H12O6",311.05353,3.869,18905.8039665599,965402.56,907295.31,17767.870090006,17073.5983649584
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Aldosterone","C21H28O5",359.1864,2.566,222831.939544467,965402.56,907295.31,209419.761293049,201236.776039585
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Allantoin","C4H6N4O3",157.03661,8.489,5592958.95538987,965402.56,907295.31,5256320.66818606,5050932.24519452
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Allose","C6H12O6",179.05604,12.802,24587160.8893419,965402.56,907295.31,23107268.0821515,22204361.7241432
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Aminomalonic acid","C3H5NO4",118.01366,12.794,5828.71759851428,965402.56,907295.31,5477.88907919042,5263.84296779026
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Annoglabasin F","C22H34O5",377.23615,2.277,4833336.021151,965402.56,907295.31,4542419.17863193,4364926.14299724
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Anserine","C10H16N4O3",239.11475,15.173,414744106.419415,965402.56,907295.31,389780800.461598,374550286.767156
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Arachidic acid","C20H40O2",311.29534,2.196,2300467.68722837,965402.56,907295.31,2162003.32370037,2077523.99277886
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Arachidonic acid","C20H32O2",303.23255,2.214,100404173.548491,965402.56,907295.31,94360880.6723818,90673770.6772299
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Artemether","C16H26O5",297.17041,2.796,230175.438233868,965402.56,907295.31,216321.257307193,207868.599126199
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Ascorbic acid","C6H8O6",175.02466,14.58,330085.464935747,965402.56,907295.31,310217.733662704,298096.111881402
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Ascorbic acid 2-sulfate","C6H8O9S",254.98131,3.194,3315559.5404495,965402.56,907295.31,3115997.14535208,2994240.92457895
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Azelaic acid","C9H16O4",187.09737,12.013,1995050.10580904,965402.56,907295.31,1874968.72207957,1801705.14223042
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Barbital","C8H12N2O3",183.07733,12.005,116312.319618297,965402.56,907295.31,109311.520869493,105040.221170812
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Behenic acid","C22H44O2",339.32653,2.205,555403.048989653,965402.56,907295.31,521973.52937205,501577.642817806
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Behenoylglycine","C24H47NO3",396.34821,2.411,608605.200373628,965402.56,907295.31,571973.46145488,549623.849500599
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Benzoic acid","C7H6O2",121.02951,5.335,15435816.3684819,965402.56,907295.31,14506739.8590127,13939895.3663574
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Bilirubin","C33H36N4O6",291.12466,2.143,6669.23003006039,965402.56,907295.31,6267.81135486625,6022.8993772588
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Bis(2-ethylhexyl) phthalate","C24H38O4",389.26978,2.962,18174.5211760516,965402.56,907295.31,17080.6029606212,16413.1858969973
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Bisphenol A","C15H16O2",227.10768,2.764,346304.160398072,965402.56,907295.31,325460.23139058,312743.015700838
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cabergoline","C26H37N5O2",450.28635,8.032,149892.217313121,965402.56,907295.31,140870.256003563,135365.812581361
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Caffeine","C8H10N4O2",193.07274,3.906,420915.100609267,965402.56,907295.31,395580.364621124,380123.235502708
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Canrenone","C22H28O3",339.19955,1.951,22350547.4650409,965402.56,907295.31,21005275.6551257,20184503.7285914
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Caprylic acid","C8H16O2",143.10767,2.398,402478.170664141,965402.56,907295.31,378253.147185517,363473.07148309
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Capryloylglycine","C10H19NO3",200.1291,2.89,70668.4986025533,965402.56,907295.31,66414.9858343427,63819.8494139028
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Carbamoyl phosphate","CH4NO5P",139.97552,16.666,2994649.11868774,965402.56,907295.31,2814402.21215181,2704430.68101666
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Chenodeoxycholic acid","C24H40O4",391.28546,2.998,87756.5951913952,965402.56,907295.31,82474.5557321926,79251.8986669021
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cholesterol sulfate","C27H46O4S",465.30424,1.893,1124329.39316196,965402.56,907295.31,1056656.39141354,1015368.00670941
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cholic acid","C24H40O5",407.28021,4.214,94060.1804257732,965402.56,907295.31,88398.7303266089,84944.5887392955
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cinnamoylglycine","C11H11NO3",204.06637,3.813,3671835.45932139,965402.56,907295.31,3450828.93848344,3315989.31235894
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Citramalic acid","C5H8O5",147.02985,13.797,15105331.8163052,965402.56,907295.31,14196147.0590336,13641438.8437114
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Citric acid","C6H8O7",191.01964,14.916,31972189.6092572,965402.56,907295.31,30047794.4484732,28873690.0690546
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cortexolone","C21H30O4",345.20715,2.587,22375.0982490447,965402.56,907295.31,21028.3487358346,20206.675238799
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cucurbic acid","C12H20O3",211.13393,2.466,433768.583381619,965402.56,907295.31,407660.200660217,391731.057250686
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cyclic ADP-ribose","C15H21N5O13P2",540.05367,14.829,1109848.01512847,965402.56,907295.31,1043046.64257247,1002290.05283068
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Cytidine","C9H13N3O5",242.07823,9.952,472577.713732696,965402.56,907295.31,444133.422724918,426779.10417213
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","D-Glucuronic acid","C6H10O7",193.03511,14.179,119445.357056563,965402.56,907295.31,112255.981855585,107869.628636263
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","D-Malic acid","C4H6O5",133.01416,14.331,316953872.72277,965402.56,907295.31,297876527.495127,286237132.927989
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","D-Ribose 5-phosphate","C5H11O8P",229.01167,14.803,4539005.19125209,965402.56,907295.31,4265804.02074827,4099119.60099525
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","D-Tartaric acid","C4H6O6",149.00899,14.843,129514.060695458,965402.56,907295.31,121718.653665104,116962.550698205
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","D-Threitol","C4H10O4",181.0717,8.974,37909.216123056,965402.56,907295.31,35627.4733663697,34235.3454822814
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","D-Xylose","C5H10O5",149.04694,10.956,4964569.84386202,965402.56,907295.31,4665754.08242489,4483441.78955897
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","C43H70O5",665.51115,1.839,2128.56978438419,965402.56,907295.31,2000.45189685377,1922.28511702772
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","DG(18:2n6/0:0/18:3n3)","C40H68O5",673.50604,2.295,538069.378553351,965402.56,907295.31,505683.166632653,485923.818852243
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","DL-Isocitric acid lactone","C6H6O6",173.00905,12.774,182793.00450496,965402.56,907295.31,171790.756063625,165078.107673281
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","De-O-methylsterigmatocystin","C17H10O6",309.03982,12.345,2077521.41332188,965402.56,907295.31,1952476.10979146,1876183.96278721
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dehydroascorbic acid","C6H6O6",173.00893,3.766,2047814.81616345,965402.56,907295.31,1924557.54255884,1849356.30131512
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Deoxyribose","C5H10O4",133.05075,6.506,4699919.28664128,965402.56,907295.31,4417032.75175506,4244439.13571565
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Deoxyuridine","C9H12N2O5",227.06729,5.254,26771411.3510577,965402.56,907295.31,25160049.2554064,24176931.3740651
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Diacetyl","C4H6O2",85.02949,12.798,2488677.85529045,965402.56,907295.31,2338885.18609883,2247494.27404154
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Diethyl tartrate","C8H14O6",205.07258,3.515,18053.4066260012,965402.56,907295.31,16966.7782539274,16303.8088407573
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dihomo-gamma-linolenic acid","C20H34O2",305.24818,2.215,14670026.8098732,965402.56,907295.31,13787042.9121011,13248320.2617552
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dihydronaringenin-O-sulphate","C15H14O8S",353.03607,8.488,13170.6125388289,965402.56,907295.31,12377.8778733575,11894.2177283861
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dihydronepetalactone","C10H16O2",167.10765,2.44,547588.069438212,965402.56,907295.31,514628.930767745,494520.031180254
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dihydrouracil","C4H6N2O2",113.03563,3.889,5049793.00905424,965402.56,907295.31,4745847.69444334,4560405.77884269
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dihydroxyacetone phosphate","C3H7O6P",168.99049,14.666,9668986.73016795,965402.56,907295.31,9087013.72485859,8731942.65205526
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Docosadienoate (22:2n6)","C22H40O2",335.29474,2.228,260420.66830269,965402.56,907295.31,244746.037319495,235182.693335799
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Docosahexaenoic acid","C22H32O2",327.23273,2.182,86726775.1462177,965402.56,907295.31,81506720.2034226,78321880.8866139
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Docosatrienoic acid","C22H38O2",333.27963,2.192,190406.99077455,965402.56,907295.31,178946.459102991,171954.204757183
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dodecanoic acid","C12H24O2",199.17026,2.37,5395712.60382739,965402.56,907295.31,5070946.50708247,4872801.49807116
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Dodecanoylcarnitine","C19H37NO4",342.26484,2.42,572421.691327572,965402.56,907295.31,537967.825446593,516946.968793494
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Eicosadienoic acid","C20H36O2",307.26383,2.21,7602562.83004449,965402.56,907295.31,7144967.17274055,6865780.71655315
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Eicosapentaenoic acid","C20H30O2",301.21691,2.239,11338469.6572183,965402.56,907295.31,10656011.0453524,10239632.0909191
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Elaidic acid","C18H34O2",281.24819,2.218,748625076.019643,965402.56,907295.31,703565588.660771,676074072.094676
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Encelin","C15H16O3",243.10257,2.633,168661.452937371,965402.56,907295.31,158509.777753088,152316.077760907
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Enterodiol","C18H22O4",301.14438,2.768,742396.11956653,965402.56,907295.31,697711.550966792,670448.77835412
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Ethyl glucuronide","C8H14O7",221.06656,11.338,5587619.4553766,965402.56,907295.31,5251302.55085292,5046110.20859362
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Ethylene brassylate","C15H26O4",539.35199,2.571,57449.4668871117,965402.56,907295.31,53991.6031180576,51881.9049243533
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","FAPy-adenine","C5H7N5O",152.05766,10.085,12768.8411170964,965402.56,907295.31,12000.288936127,11531.3829131457
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Ferulic acid 4-O-sulfate","C10H10O7S",273.00717,3.747,70616.7207602801,965402.56,907295.31,66366.3244826923,63773.0894832095
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Floribundoside","C21H22O10",433.11303,11.636,326989.710369418,965402.56,907295.31,307308.311505235,295300.374117725
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Fructose 1,6-bisphosphate","C6H14O12P2",338.9885,14.715,341052.281336808,965402.56,907295.31,320524.461134313,308000.108500914
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Fructose 6-phosphate","C6H13O9P",259.02221,14.993,71361360.6804377,965402.56,907295.31,67066144.7806597,64445564.6102009
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Furazolidone","C8H7N3O5",224.03309,4.043,3561254.32837012,965402.56,907295.31,3346903.64799469,3216124.85698088
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Galactitol","C6H14O6",181.0717,12.593,5112438.22631144,965402.56,907295.31,4804722.31749322,4616979.9018383
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Geranyl acetoacetate","C14H22O3",237.14932,2.369,203058.705325607,965402.56,907295.31,190836.671281041,183379.812113258
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glucose 1-phosphate","C6H13O9P",259.0224,16.324,144563.468346752,965402.56,907295.31,135862.242615497,130553.485118302
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glutaconic acid","C5H6O4",129.01911,14.754,3052749.25906774,965402.56,907295.31,2869005.32494769,2756900.20114659
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glutarylglycine","C7H11NO5",188.05641,13.509,529345.907256407,965402.56,907295.31,497484.758090379,478045.759525292
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glyceric acid","C3H6O4",105.01931,10.231,1832228.83108637,965402.56,907295.31,1721947.60421129,1654663.25737842
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glycerol","C3H8O3",151.06107,6.495,960535.571562145,965402.56,907295.31,902721.263932119,867447.826768719
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glycerol 3-phosphate","C3H9O6P",171.00634,14.652,1882624.04657434,965402.56,907295.31,1769309.54890996,1700174.55487622
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glycerophosphocholine","C8H20NO6P",316.11653,14.746,2110029.52395857,965402.56,907295.31,1983027.56836396,1905541.63652572
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glycerophosphoinositol","C9H19O11P",333.05927,14.829,244434.977736846,965402.56,907295.31,229722.520003049,220746.213364331
"Muscle","Muscle compound_Discover_neg_raw_file.csv","CD","1M_01_neg","1M_01","Muscle_1M_01","nega","Glycerylphosphorylethanolamine","C5H14NO6P",214.0485,14.594,874952.207332708,965402.56,907295.31,822289.133133347,790158.54617743
