"name","formula","ion.mode","source","mz","rt","Liver_1M1","Liver_1M10","Liver_1M11","Liver_1M2","Liver_1M4","Liver_1M5","Liver_1M6","Liver_1M7","Liver_1M9","Liver_2M16","Liver_2M17","Liver_2M20","Liver_2M22","Liver_2M23","Liver_2M26","Liver_2M31","Liver_2M33","Liver_4M1","Liver_4M2","Liver_4M3","Liver_4M4","Liver_4M5","Muscle_1M_01","Muscle_1M_02","Muscle_1M_04","Muscle_1M_05","Muscle_1M_06","Muscle_1M_07","Muscle_1M_09","Muscle_1M_10","Muscle_1M_11","Muscle_2M_16","Muscle_2M_17","Muscle_2M_20","Muscle_2M_22","Muscle_2M_23","Muscle_2M_26","Muscle_2M_31","Muscle_2M_33","Muscle_4M_01","Muscle_4M_02","Muscle_4M_03","Muscle_4M_04","Muscle_4M_05"
"asn-val","C9H17N3O4","posi","CD",232.12896,12.514,34046.1657215324,90388.8320856475,108096.277073709,87446.4280081653,88947.9890885655,45656.5681704923,61462.744397249,66982.5712082807,212942.356018416,34800.7475592736,44907.3976134172,48670.940788768,49007.9791639714,70940.0494487821,52369.8720155471,115088.548942587,16975.5870234781,10157.6669231222,18139.1735725508,55386.7438867079,21248.1969761542,25993.1783562365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"azolimine","C10H11N3O","posi","CD",190.09723,10.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111591.43389235,216478.938772616,141489.834476987,112437.556453813,150371.360446621,152372.396257166,158905.97684454,91140.5674550738,182319.155708232,115117.59964798,115568.304248216,205063.994852525,206450.723129297,97886.1926997365,359874.193719096,186304.906355163,122984.111180489,42046.330852231,82714.3710409405,73026.9307556256,87887.4885655231,55209.9923799251
"beta-Alanine","C3H7NO2","nega","CD",88.04032,13.931,64892566.172468,80980611.786012,70499094.9241629,97559653.8666888,51971529.8025317,89862386.3789672,61812625.0461808,78708872.4747617,77908478.8385954,56714589.0185634,43499954.0142502,87395405.6965468,41756462.1716793,68675252.8161827,86321916.5453626,65573366.1943573,65327374.5016968,113448015.529132,106597472.548489,114965717.630784,123568415.543871,137711739.568048,388560962.004066,228550884.280942,281215797.022328,347589515.415151,317283803.599324,283567831.072917,265328371.398443,282658178.002293,293877539.632937,267560489.834233,304712460.164002,315158811.831475,330677844.723939,371714888.348333,241627610.474704,345386074.374905,318213871.798082,303378246.699602,337664005.080626,369904803.676811,361091565.168366,306512651.344717
"beta-Damascenone","C13H18O","posi","CD",173.13237,2.388,8416553.32044057,3472624.71482573,4932283.53100825,4708222.70891099,3274332.56915243,3124743.11810292,3782988.00566894,3978911.32028371,4225525.32206266,2354155.15383485,1982176.59221067,1843501.05079829,2097617.81164686,2581681.793447,2217860.35934051,1600267.64270022,2176321.66289929,2405033.95888797,3324898.05935285,2267645.30074988,2438870.09799732,2254386.81153865,1014065.96893432,980529.281538843,633868.461801171,1297385.55593865,734196.212392618,268370.089458017,261416.894324541,272275.37571669,892816.088053479,3047403.54413173,1786697.32840741,256056.712069933,141022.69388409,149790.631259183,798100.738283045,271331.443304066,246455.996391353,532509.513470464,84607.6244248822,184610.33572946,915709.317249408,932917.219950708
"beta-Glycerophosphoric acid","C3H9O6P","posi","CD",173.02086,12.545,25881789.7820158,15429217.5740258,4703321.78711607,7241546.89577151,20635197.015381,8498412.62227932,8615715.07734361,10346713.1244267,7546011.71945462,26419066.8205341,59765679.8133964,29334277.5969361,18091580.916427,5641997.61496094,4145720.75784937,7603127.48976706,10824094.9007956,11594525.2987716,11198298.5197034,16930680.3623558,12874281.4246,13072018.6228439,93054.3569772497,215676.327076123,127492.527756061,110513.307982449,34505.1297905701,174714.693250873,144117.463134354,185714.684825663,154559.229914905,95884.5915388457,84181.287516174,303065.670040036,207796.238802503,137087.224005719,121054.407922213,282860.042430533,177154.102088372,135717.505775876,111725.51446321,154500.71131127,66776.6966589652,91920.5800109368
"bis-β-D-fructofuranose 1,2′:2,3′-dianhydride","C12H20O10","posi","CD",325.11246,15.723,2210782.38656629,19948372.5751875,7121085.23129523,12053660.9409576,10793046.5939345,1556937.4532839,8399346.07440252,13489014.3839379,16590865.586527,62259652.6481076,50584586.0275426,16125717.8517912,21831604.2909045,14308894.7005904,55506007.6886322,15914199.1132534,36534885.0895887,3533055.27959401,4328826.95655245,97111.2368044937,12895953.8332677,17278779.2494166,5755000.84307861,2160322.71400194,6733256.84673548,5325034.36131339,4967035.61899506,6593106.79770174,5120760.66490787,5633683.13126584,6813566.10462052,7317453.77514941,2627738.72713905,5230118.60430404,4370487.53162811,7053246.52163278,7901655.1267126,9908605.07380251,4817287.41788741,1514481.62942438,1896734.0985315,2010392.14335659,1302254.19864823,2326227.55753295
"c19:2","C19H34O2","posi","CD",295.26251,2.463,330238.443850861,1288245.97154756,566775.555682212,589042.255816486,424776.416438293,587529.477793484,167569.134706602,311549.417967549,567036.681180234,943177.442116408,925205.719614246,383646.115842048,536147.314448564,395132.965439015,557924.896076288,476752.482451784,593450.298089345,205288.398510437,1059121.86159203,385140.583721235,768823.49899137,607282.464429779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c19:3","C19H32O2","posi","CD",293.24686,2.47,1273739.99441307,1945466.1624508,536580.781923012,1023625.14378105,168263.320079542,943933.094218456,482744.671848483,969651.26445653,1810068.12175784,2484524.94471944,1121213.79699946,392558.921488678,550084.181677185,328125.637282426,1370102.35542127,422678.884549924,1220904.31099066,196436.15038701,889121.214998059,435462.196415137,268161.854824627,587507.555819215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c19:4","C19H30O2","posi","CD",291.23121,2.491,1903344.96245658,2121628.46991037,690823.060652083,1166722.00939914,56720.7085438653,754547.216045224,464733.418333168,3113314.75415415,1053612.08310873,988764.141698723,724082.014071038,513982.805138072,893005.96946052,1084892.58458802,1317883.23876688,1749165.24156093,802348.268394415,514901.310761773,666590.082276192,1584373.9055944,1289572.29140652,678299.858809141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c20:7","C20H26O2","posi","CD",299.19999,2.446,2785943.67718341,29897430.5429362,10496612.1572743,17073339.7243703,1552177.84917092,10834886.268934,8156862.98559283,7838708.53116029,12773778.2350648,2378852.89723943,1594924.52547553,2476691.33771593,520573.111042341,1785987.5335502,3370135.3696641,167723.253586753,1700362.26135959,4547584.34667879,3052988.25068445,2845180.83898136,1770978.05816608,1708433.1275937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c24:3","C24H42O2","nega","CD",361.31098,2.212,127917.057276633,153528.639821759,194502.360978587,120369.768681559,129606.096425386,122588.72484048,191571.187472441,148359.176072242,134393.850512978,215892.93157251,204247.651491908,134891.802631976,164206.574442733,211722.408209884,263915.966026461,140559.343868419,455680.55507538,56612.0369821963,138123.379641632,224419.663627244,94970.1839321973,197792.063477195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c26:6","C26H40O2","nega","CD",383.29542,2.205,268783.825108615,642347.179247001,435048.714985359,382990.324325928,359198.388855957,625932.608541656,853808.263461384,484105.052690155,1173411.81566681,574026.58155006,390312.962420373,246699.504190355,630187.214646392,349012.815650497,714093.306300024,326261.282025072,2144019.2418909,270990.312130706,336830.085461352,478344.955855667,288189.725072755,331832.544562555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cGMP","C10H12N5O7P","posi","CD",346.0542,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425598.139643368,129859.061636779,13280676.566308,13487678.5441227,1585713.8455967,1317371.56488658,18492763.0218557,30291434.6296447,29127164.5486839,36444613.543684,28840094.0952984,29353831.677211,24195783.1594065,37348036.7745542,36710719.4255539,19518884.5300346,36672880.620428,11298745.2831517,13934661.4770154,11434765.4623511,16185013.5501231,20423557.0392934
"carglumic acid","C6H10N2O5","posi","CD",191.06602,14.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179617.757610539,482162.065367927,244561.378821716,225081.679329114,219677.703752364,224338.091002852,200036.012991892,270973.178433592,377592.958850453,270498.563320692,193411.182088751,335826.29985091,327518.486954477,358944.79902389,454834.316848354,337068.995352143,424529.161512627,170055.501580326,169183.953644579,204718.965769352,191800.432410669,167926.596761632
"cetrimonium","C19H41N","posi","CD",284.33054,8.405,2086316.8174421,756501.51626189,802080.092960049,1616095.22192479,1207511.72454933,1479387.19525029,757017.18077417,945334.95393957,787392.759353454,1142397.68563274,879507.053987195,786322.714682856,1059152.86965144,1111950.84498805,776638.948677569,903650.826663351,881938.28391487,1353800.30534717,1093652.01285177,963309.320943517,924717.59027202,946010.082927649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cis-2-Decenoic acid","C10H18O2","nega","CD",169.12321,3.992,1216230.32905667,7905358.39932236,3726020.99268491,4927174.3297602,580003.475405298,1937465.80690608,2455168.4669263,3084076.64121566,2474870.25403862,168066.915108872,111119.528449544,430363.147486107,303578.700948416,512746.263342672,592354.463720725,223853.437128826,382614.045811368,158531.428110856,405519.845343582,441976.890036267,216345.045034855,191994.848080707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cis-2-Methylaconitate","C7H8O6","nega","CD",187.02472,14.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46383.998713412,134356.796375463,21400.8273949797,201435.857864298,13555.5546520385,43767.0744824592,57963.4758272182,12697.700332606,23520.3950418369,10993.5474610289,10054.8048245646,42689.0405550544,124153.517115352,150909.655283504,248291.7977456,336967.071792335,756027.495978365,12483.9663750454,42825.5313982585,16571.3342237548,31223.8217578633,10799.0402101178
"cis-5-Tetradecenoylcarnitine","C21H39NO4","posi","CD",370.29448,3.918,1605946.84721694,1523645.18050525,400644.45016879,557135.131534712,914307.644403034,4491073.28523667,4025402.20288733,1820977.32350859,1104880.62650621,2277746.83952087,3798953.24158855,1534818.38661881,1525252.80260393,1663354.32272118,1869484.35689122,772218.181003854,3444473.67773194,6280428.53698775,296775.515919727,4021622.05352553,10972494.0200122,2820907.00004853,14090620.7825916,3628326.83961143,11772104.6680772,41412780.9777358,27289151.6492644,29710706.5199822,24033950.961219,10841786.0713289,11681473.5455683,4852179.65900579,27479054.9218562,32964093.1111477,25449306.9622761,14519362.087203,18251471.797856,14365793.2520365,13872592.2431868,3823796.35285922,27979.986443236,3767528.8906787,9936328.52488489,6967335.82048223
"cortisol 21-acetate","C23H32O6","nega","CD",403.21258,2.799,36931.6356961546,41874.2688336452,26408.8167544517,159335.602683569,39291.9154381893,112425.476703493,191354.015376509,96053.5100685941,73476.6639160135,58216.4046831208,188700.227577591,67847.3439843867,152382.50611573,249532.733192853,177543.161858714,385181.997833469,197179.344745822,275791.200879461,486919.501372499,190445.572331804,294022.656031529,345632.154838767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cuscohygrine","C13H24N2O","posi","CD",225.19582,7.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1199658.92804835,1394629.26062269,1584243.36293056,967604.51126513,1342868.797169,1482910.02167625,1482836.02588371,1250763.82947021,352451.776462822,2502362.17707701,1297677.27795505,2242834.5217042,1748001.04469987,1120854.68963637,1018742.45810007,1521735.4682811,2154601.06546044,1798992.82053591,1202205.85254869,1777735.02180646,1615722.16024452,1675332.50458317
"cyclohexylformamide","C7H13NO","posi","CD",145.13336,1.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105875.373880752,99786.1871943152,126448.568791927,104328.269071867,192781.806510189,120865.864622966,66003.9460721939,211113.291815469,169897.682621562,185956.892083986,106671.354092479,116303.231001602,129508.668092718,149282.396795167,132642.578509137,103333.947167364,105413.349678286,174975.190377291,165920.707809166,115479.255285165,99401.1038364901,163635.895438923
"d-mannosamine","C6H13NO5","nega","CD",178.07187,11.421,102251.897620059,199300.738488144,112784.86021157,57883.2570121909,125559.062426247,253965.178570916,281878.92534713,157674.286715987,84877.4434579324,99584.9252595181,154275.596311889,172707.9899883,237228.875865701,117951.152604643,265889.719480588,139873.210894796,324614.038284351,73923.8638342049,114349.202984161,90422.3341625063,66242.0896890461,53470.3764929301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dCMP","C9H14N3O7P","nega","CD",306.05122,14.242,319791.447304357,437371.692016113,421224.809861153,367974.772646179,605644.148721461,249372.043193794,546083.379854716,322752.154429735,445695.56763975,79163.8268860277,68784.6474228028,12758.6476780539,15761.1409436887,21817.6826764377,96683.6275874887,68727.8091166204,38199.1289381698,54153.3624685295,14046.8150016071,28244.020874837,62963.879518753,40618.3572678984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dIMP","C10H13N4O7P","nega","CD",331.04652,11.873,12978737.9886742,12322490.1816006,625027.555439243,13462956.7856868,15218493.5854613,11567173.4556985,277575.538347099,11681798.7626902,10373456.0623448,7854000.62169198,7823252.65561638,7620286.63644818,5659853.9515488,3102123.30579556,6152329.53164486,8509229.66088837,8284774.52190358,6340726.84915722,6442004.01431104,7208813.65068105,8104539.51347198,8483598.62666614,304384.768783106,946924.489140992,623831.258644391,1402388.92615719,743248.736821239,586322.224012963,489762.539922471,530230.050807511,1316175.16051904,318574.758467575,226234.099630352,1038710.27304277,161869.265059944,257763.361726155,235054.508435295,624366.77132435,207626.496813494,377902.310128476,911451.496596542,361534.996709439,401110.572818746,110126.902802132
"dTDP","C10H16N2O11P2","nega","CD",401.01414,14.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49212.6984462881,92941.7116844749,26329.4494777586,35217.1854109572,46551.4801674063,24587.6677135678,17235.8123828339,18131.0524042843,15817.1206973502,14847.680716034,27774.4645409462,29945.5336512567,66997.0739683462,41471.4948931933,26887.221129607,44022.2422259513,24145.6384095877,3462.34072918004,14162.6933658543,17946.7818248602,27402.861782897,25618.090297921
"dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose","C17H29N3O14P2","posi","CD",290.07527,12.96,11644169.6623666,15392615.3466349,6800819.73633646,15205082.5124699,10072429.7792084,7511979.17832881,9001197.49915788,12116083.040749,7403495.01755377,12840045.2312737,7651564.90786062,12620251.9930078,10721943.471169,5644156.5333814,7046289.3974318,11753155.5369324,7611836.66073544,14707416.3854636,11176669.7254601,19646691.6713284,13308117.3226529,16312595.9151714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dTDP-5,5-di-C-methyl-β-L-lyxose","C17H28N2O15P2","posi","CD",601.06679,13.09,311174.759581205,269954.640399394,150092.099298159,187861.15568978,193675.100179797,20479.0685263908,268010.358441138,258053.482625266,196222.270410639,586085.830376248,51722.6018106057,611937.714195423,668694.250256482,482206.385096998,324796.195427918,525538.037085886,656671.530035037,707670.713752661,908914.251640662,689093.72252134,777041.657115659,722426.597948672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dTDP-D-glucose","C16H26N2O16P2","nega","CD",563.0695,14.733,53750.4268723655,35236.7500914482,62817.0985684704,64601.3539146802,37112.0593498368,68249.0615409181,43927.0258297852,36949.5443962533,56067.8122734136,62135.5340648742,67512.6596676731,92943.6730537662,80440.7388482537,65928.2614555111,87250.409968129,93818.3163886199,164355.109385131,95603.2452379032,78874.49503623,63031.6127373685,66468.2492233825,86426.1814643569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dehydrocarnitine","C7H13NO3","posi","CD",160.09676,14.33,4237389.43140923,3641402.23203955,3323664.87645968,3145306.07972132,3412275.96983577,2503495.38075311,6186358.00238275,5876151.3058877,3930450.23346512,4860130.13210714,3254461.79056718,1853091.85743255,1900980.77229191,1266943.5395864,4326704.09154673,1763450.86066252,2362697.7910113,3690437.70587021,6631187.26295663,2220873.63395121,3559177.48372725,5732799.56252966,219930.342940191,290384.900156996,146813.567948763,30695.2778877388,916360.357194468,711005.50225831,260847.263266559,746074.911347811,901517.459246102,304483.408250657,47404.788880421,223356.38420273,353618.028491778,299993.236553962,613628.597393513,498623.673935527,317105.327454615,164041.524513404,260489.61446924,275226.564807265,265638.423567788,161532.726952289
"delgocitinib","C16H18N6O","posi","CD",311.16354,2.5,1081655.71012551,1663679.35003125,1123644.45059465,1242110.54144021,921011.918242575,733298.092445334,908400.721454776,1150622.74962444,1185295.43234121,788237.845125167,610459.384541431,780319.609264522,709700.788146721,621405.580141861,455746.443756403,745419.672169417,656293.601251348,1043456.7330509,1013290.49866769,905848.421208905,947167.271023809,886557.069940915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"delta-Valerolactone","C5H8O2","nega","CD",99.04507,3.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899566.19587612,508065.059991403,1122845.31735459,879100.857969709,645304.995853089,657679.535629628,1374290.68523318,1493448.20781547,910810.005786508,1210552.27050819,1763220.95533121,1079062.31738421,1997450.59445311,1519772.30402753,782976.57846618,2351575.36437283,313588.896912509,132889.993770543,700588.493359799,1357173.79050471,1318381.8289098,2023238.53631328
"desciclovir","C8H11N5O2","posi","CD",210.1001,16.61,5260613.27528881,3244476.37680392,606434.960699258,4548208.9208828,802950.643354475,4447414.81919092,4250084.78736444,3947694.53673389,3109508.22510614,1332026.89778932,3636487.49058756,3371007.14968636,3856973.14256473,3941313.03836946,3340423.01773636,4466337.90632025,3564607.62822508,3988312.11394772,4449237.50090233,4778457.26941251,3868965.86053177,4280716.26424309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dg (39:5)","C42H72O5","nega","CD",655.5318,2.324,702551.080712793,743552.035841321,609446.644169772,602212.392494166,685631.916701375,1388794.02624007,3375129.40509234,2300470.43224867,716513.674961604,487681.14358558,597528.148339827,1347828.66735598,4098628.71126496,4010244.95592509,10341366.8551205,5175540.38514257,3534635.01326906,298452.496197509,239772.577306855,302893.668034768,218259.430326712,265689.764417935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dibutyl oxopropanedioate","C11H18O5","nega","CD",229.10786,12.823,30781.3982199495,138248.998629868,124685.993082307,98269.8355679639,115463.924572539,15840.8592914738,40370.8338462804,71979.2957512328,136324.971825527,115248.438515886,144485.918105637,66211.2919011074,117638.624114978,34790.7101103147,60135.9959512269,73711.1426310126,33545.6657994197,11830.7236439589,10267.2055221919,74337.8311525024,24919.8415481997,45541.5029608848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"didecyldimethylammonium","C22H47N","posi","CD",326.37759,8.238,336561.261988464,221371.17074669,263680.52040859,222469.743975097,256329.034520988,285931.967446768,189699.204150411,274480.053177744,212849.33159131,272038.161837169,255377.037356501,245406.62117585,268220.62493177,278675.010174614,264153.823066363,253643.152036637,224994.853980396,384340.898400922,278710.806584362,239482.209479973,269970.795722242,283650.76565289,157559.250660453,194802.386291841,220188.021089542,171110.510064185,273758.816482241,218365.466018547,170816.149194135,209191.572915055,306908.691531294,160447.365152538,205518.605580144,141759.419080825,136577.402000802,191390.638541594,174856.876617019,150917.819045362,104596.504643499,269184.319326453,215665.951187486,260927.983765295,222278.465567292,249764.109291173
"dipipanone","C24H31NO","posi","CD",716.5214,3.207,2332306.21055778,2008632.51207812,2179869.71441337,2616292.89786366,2238677.19934103,3072671.87036924,2940092.68544805,2006147.40129501,2979193.6797874,1776770.14440423,2759027.44314412,4769934.52311254,3440097.96870767,4940833.08296983,2826567.91786646,4101652.24859009,20518058.8159287,7364785.04692346,6934752.19883348,5051372.84023662,6641746.78172053,5878832.50768021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"doripenem","C15H24N4O6S2","posi","CD",421.12076,13.102,210080.315728673,84630.5552911765,14797.974353312,16766.9209778871,156927.841209702,25084.0162856019,37043.3646912148,25858.6522970117,23319.8102811766,327942.882196218,606033.051930965,358515.128411261,178723.401157213,45811.9895827346,12687.9462277678,61929.4284541104,123665.652559654,114664.937741233,137087.117829533,210586.763014228,175408.140912635,147723.607211352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dribendazole","C15H19N3O2S","posi","CD",306.12885,14.868,696626.473118454,931416.150416296,1032743.21603929,1383960.04985567,912976.804692823,2325910.73083931,2912154.87613978,2220309.5215025,2631793.17702552,1091280.09834943,517879.016352804,850776.245195504,2179019.55168129,1497110.49572354,2058265.11169496,791689.64982369,3262316.92631165,2258322.85812326,1741534.43098466,1567531.50481353,1457297.46427586,1454636.67981732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"etamiphylline","C13H21N5O2","posi","CD",280.17514,2.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225990.526526801,88348.5896624565,98725.8796272777,171788.796230378,12106.2475408998,13142.1847966457,38666.3824779994,30548.117483957,288463.129042607,10449.2081665508,14338.8454109507,38956.380715437,6514.06327401992,35984.0272085576,658909.925624701,1565827.97026733,72021.9044691755,373579.648687679,26290.8748187577,9745.77572631512,86503.3660381631,33613.9095271815
"ethyl (E)-2-cyano-3-(2,5-dichloroanilino)prop-2-enoate","C12H10Cl2N2O2","nega","CD",283.00277,12.283,263371.291517879,133748.0804039,143673.63937827,107938.664410029,133090.968290147,248422.252453438,176664.244209715,200451.690257171,316354.535456504,91506.5835742062,92329.8247365032,74246.7655678743,62737.383340823,75311.5314308914,61802.3051003153,88065.2803610278,76577.032560654,94631.9167356912,82259.7500271176,91514.3085092581,98872.9337949265,100011.927678692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ethyl 1-{[1-benzyl-3-(tert-butyl)-1h-pyrazol-5-yl]carbonyl}-4-piperidinecarboxylate","C23H31N3O3","posi","CD",398.24053,2.547,3917770.23568247,3671666.5602252,2645031.02392278,2319450.61647133,3457593.25544314,3820341.76040656,2261823.85691586,4587467.3903008,3423487.63019643,5238212.52571336,1949421.77411435,1114689.00849601,1321593.0213055,1529039.4984105,1940283.76432137,2555748.62499786,1855868.60386117,9764274.93632581,3258394.69551152,4038445.32627138,1283944.30838951,3431324.87562224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ethylestrenol","C20H32O","posi","CD",289.252,2.516,992078.671482585,982479.804423197,869626.497004189,434994.665208005,830818.468538619,802117.862542882,606310.45414331,577193.122794127,918733.921928652,538046.423056548,486298.062809085,408053.095302422,367229.886474727,408459.562294341,415193.750798481,443325.253510663,789559.236964489,413070.738562209,760050.718301755,807865.554686569,546809.804507898,545356.603124254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fencamfamin","C15H21N","posi","CD",238.15866,8.446,119573.486377433,78234.1203184776,89605.3876696681,89294.6636942826,97996.9350978415,113070.23249543,52846.1692917787,109943.590052159,79476.8471009187,106306.299880542,106109.135694992,85772.5848805859,132595.168046391,123533.768518234,81105.2360690303,104236.000054634,111335.228203516,107699.298918146,101477.093507786,105716.527056478,114750.379596979,108563.218157167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g-Butyrobetaine","C7H15NO2","posi","CD",146.11738,3.083,1100929.52513906,1530442.88107982,1452143.23616558,1349225.54538488,824886.633799708,1359391.5334101,871549.779323502,877821.9423681,1055380.35100881,681654.34991314,789427.958237176,1047223.72140786,189889.445697747,825010.147574859,1002479.39951235,1202808.89992074,660635.746666773,1170856.92868773,962506.115619076,881913.322187469,113906.577591895,725763.547187751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"galegine","C6H13N3","posi","CD",128.11815,1.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197435.148287545,6034440.88887409,315907.857536238,878654.268940895,15286715.8560924,18202.9184148694,167406.010427963,18284312.4366903,642496.631984912,3521571.75922496,869602.787767028,2438554.41427754,147241.229295035,346330.455254939,2158573.79104614,900677.571771884,5674462.75040732,105694.11692014,8912270.47931485,1216176.31841742,142593.015825735,62348.4568231125
"gamma-Glutamylglutamic acid","C10H16N2O7","posi","CD",277.10256,15.014,182987.385683322,2566476.97810159,1965707.18546168,2196684.51849476,1386510.50402692,630402.553993358,1828040.67391755,1564302.71126125,4202805.29082612,4864582.91057723,5154529.14873934,34772.8225571238,2609682.89243953,3285738.34984768,10130104.3130808,2345299.69805072,1826678.34324196,169738.622194471,348174.177590076,2442185.48551515,1540691.40161144,1211868.8169276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gamma-Glutamylphenylalanine","C14H18N2O5","posi","CD",295.12824,12.676,188874.259610522,281039.643329691,243772.21682032,248805.433774646,239920.885016008,259556.7940602,322125.440522993,223210.259381375,335344.496193248,168248.232563348,248938.322911033,304401.235167585,231151.033040654,201684.896978175,224137.029670045,183414.150508688,469394.000891872,182741.833850691,216441.444122475,302494.338000519,224541.933905617,233477.639064912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
