"tissue","raw.file","source","sequence.id","sample","ion.mode","name","formula","mz","rt","ion.count"
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","vinyl sulfide","C4H6S",104.05268,11.074,2078077.56328887
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","β-Ionone","C13H20O",175.14807,2.389,943835.744969328
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","γ-Glutamyl-3-(sulfinosulfanyl)alanylglycine","C10H17N3O8S2",372.05209,14.695,201262.824934061
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","1M4_pos","1M4","posi","ε-(γ-Glutamyl)-lysine","C11H21N3O5",276.15442,14.642,337209.016385815
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(13Z,16Z)-hexacosa-13,16-dienoic acid","C26H48O2",391.35793,2.191,95175.2405916507
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(17Z)-tricos-17-enoic acid","C23H44O2",351.32674,2.19,202958.890569928
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(2E,4E)-2,4-Hexadienoic acid","C6H8O2",111.04514,3.638,81347.3509722382
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(2R)-2,3-Dihydroxypropanoic acid","C3H6O4",105.01917,11.427,944697.15843075
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid","C6H13NO3",146.08204,14.328,2806956.78643162
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(R)-2-Benzylsuccinate","C11H12O4",207.06603,3.865,579566.252696306
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(S)-beta-Aminoisobutyric acid","C4H9NO2",102.05601,14.341,8340567.82977933
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(S,E)-Zearalenone","C18H22O5",317.13938,4.025,127934.499939083
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(±)18-HEPE","C20H30O3",317.21194,2.428,3309985.4221354
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(Â±)-2-Hydroxy-4-(methylthio)butanoic acid","C5H10O3S",149.02757,3.842,250656.785543606
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","(Â±)-2-Methylbutanal","C5H10O",85.06593,3.619,48067.4087966558
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1,2,3-Propanetricarboxylic acid","C6H8O6",175.02457,4.03,106240.688588911
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1,2-Benzisothiazol-3(2H)-one","C7H5NOS",150.00175,4.02,241837.856797541
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1,2-Didecanoyl-sn-glycero-3-phosphocholine","C28H56NO8P",564.36889,3.11,7764.00016626354
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1,25-Dihydroxyvitamin D3-26,23-lactone","C27H40O5",443.2786,2.668,111368.85178232
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1,3-Dimethyluracil","C6H8N2O2",139.05111,11.405,3425470.31596298
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1-(1,2,3,4,5-Pentahydroxypent-1-yl)-1,2,3,4-tetrahydro-beta-carboline-3-carboxylate","C17H22N2O7",365.13549,14.156,294088.090701831
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide","C11H16N2O5",255.10022,2.328,4105544.52010072
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1-Hydroxyepiacorone","C15H24O3",251.16515,2.501,295103.001707667
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1-Methylinosine","C11H14N4O5",281.08879,6.45,351594.576499488
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1-Octen-3-yl glucoside","C14H26O6",289.16538,2.838,17992.018932447
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","1-Phenyl-1,3-eicosanedione","C26H42O2",385.31096,2.202,211552.879414559
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","10-Hydroxy-2-decenoic acid","C10H18O3",185.11824,2.435,202224.489851008
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","10-Hydroxydecanoic acid","C10H20O3",187.13386,2.392,344933.54749878
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","10Z-Heptadecenoic acid","C17H32O2",267.23273,2.245,47289060.8785195
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","10Z-Nonadecenoic acid","C19H36O2",295.26366,2.206,8974568.71144725
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","10Z-Pentadecenoic acid","C15H28O2",239.2016,2.295,2241708.83755183
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","11(R)-HETE","C20H32O3",319.22799,2.171,5429627.64892928
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","11Z-Eicosenoic acid","C20H38O2",309.27951,2.195,54401544.3812568
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","12-Hydroxydodecanoic acid","C12H24O3",215.16512,2.452,304179.338678692
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","12S-HHT","C17H28O3",279.1968,2.464,201364.14577576
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","13-HODE","C18H32O3",295.22765,2.213,31013526.7517755
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","13-L-Hydroperoxylinoleic acid","C18H32O4",311.22252,2.336,4439786.37792743
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","13-OxoODE","C18H30O3",293.21216,2.394,6782411.85967637
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","14(S)-HDHA","C22H32O3",343.22755,2.34,4201528.37387125
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","15-Keto-13,14-dihydroprostaglandin A2","C20H30O4",333.20695,2.815,1372873.63515784
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","15-Keto-prostaglandin E2","C20H30O5",349.20396,2.41,1905880.0316146
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","15beta-Hydroxydesogestrel","C22H30O2",325.21744,2.233,2301815.36734794
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","16-Hydroxyhexadecanoic acid","C16H32O3",271.22779,2.147,373396.036795678
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","18-Hydroxycortisol","C21H30O6",377.19701,4.597,479580.304198097
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","18-Oxocortisol","C21H28O6",375.18475,2.621,66874.9276309295
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2',4'-Dihydroxyacetophenone","C8H8O3",151.03984,2.88,1145885.24816226
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2',4-Dihydroxy-4',6'-dimethoxy-3'-prenylchalcone","C22H24O5",367.1586,2.109,9849.59922041993
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione","C14H20O4",251.12863,3.051,55316.0950469227
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2,3-dinor prostaglandin e1","C18H30O5",325.20193,2.742,418493.457652385
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2,6-dihydroxypyridine","C5H5NO2",110.02451,8.046,10867529.1428346
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate","C14H10O8",305.02898,9.43,88370.1446795225
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Cyclohexen-1-one, 3-(15-hydroxypentadecyl)-2,4,4-trimethyl-","C24H44O2",363.32671,2.141,804798.030380912
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Dodecylbenzenesulfonic acid","C18H30O3S",325.18403,1.959,35425159.8790364
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxy-3-methylbutyric acid","C5H10O3",117.05569,3.589,26471270.5594266
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxy-3-methylpentanoic acid","C6H12O3",131.07134,3.71,4857153.78690585
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxyadipic acid","C6H10O5",161.04549,12.79,23635783.2128425
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxybenzaldehyde","C7H6O2",121.02944,3.693,19422472.9120394
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxybutyric acid","C4H8O3",103.03991,5.168,48501450.7481044
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxydecanedioic acid","C10H18O5",217.10795,12.019,119351.474058521
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxyethanesulfonate","C2H6O4S",124.99139,4.585,36864190.3403535
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxyglutarate","C5H8O5",147.02964,7.627,4330577.48923343
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxymyristic acid","C14H28O3",243.19626,2.485,919679.494731666
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Hydroxypyridine","C5H5NO",94.02969,4.653,296147.218494249
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Keto-6-acetamidocaproate","C8H13NO4",186.07699,12.897,793653.612325769
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Ketobutyric acid","C4H6O3",101.02425,3.685,1149607.2347092
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Methoxyacetaminophen sulfate","C9H11NO6S",260.02545,15.158,231375.506430332
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Methoxyestradiol-3-methylether","C20H28O3",315.19628,2.556,2122476.23537372
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Methoxyestrone 3-glucuronide","C24H32O8",447.20567,3.993,111464.852429713
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Methylbutyrylglycine","C7H13NO3",158.08219,3.893,736887.61877956
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Methylhippuric acid","C10H11NO3",192.06656,3.896,1010326.38819383
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Methylpropanal","C4H8O",117.05566,3.858,172647.105045677
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Nonenoic acid","C9H16O2",155.10775,2.564,518400.134086201
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-O-Methylascorbic acid","C7H10O6",189.04035,8.465,3834020.20868004
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Octenoic acid","C8H14O2",141.09207,2.667,805549.965019423
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Phosphoglyceric acid","C3H7O7P",184.98549,14.975,3148641.62674135
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-Pyrocatechuic acid","C7H6O4",153.0191,2.097,35809.9508890909
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-[(2S,3R,4S,5R)-5-{[(Cyclohexylcarbamoyl)amino]methyl}-3,4-dihydroxytetrahydro-2-furanyl]-N-isopropylacetamide","C17H31N3O5",356.21896,3.041,61338.9423397309
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-[(5-methyl-2-furyl)methylene][1,3]thiazolo[3,2-a]benzimidazol-3(2h)-one","C15H10N2O2S",281.04074,9.625,8471.74085810404
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","2-hydroxyflutamide","C11H11F3N2O4",291.05713,11.314,55609.900992403
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","20-HETE ethanolamide","C22H37NO3",362.26657,2.586,155464.290476034
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3,4-Dihydroxyhydrocinnamic acid","C9H10O4",181.05045,3.598,2427915.3251844
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate","C16H16N2O3",283.11087,1.888,435107.741700175
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Amino-4-hydroxybenzoic acid","C7H7NO3",152.03504,8.034,4280788.70351902
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Furoic acid","C5H4O3",111.00856,14.824,3535585.80862824
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Hydroxy-1-phenyl-1-eicosanone","C26H44O2",387.32673,2.198,137776.14563298
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Hydroxyhexanoylcarnitine","C13H25NO5",274.16559,9.112,37859.1114175394
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Methoxy-4-hydroxyphenylethyleneglycol sulfate","C9H12O7S",263.02289,2.49,70850.0364572525
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Methyl-2-oxovaleric acid","C6H10O3",129.05573,2.518,539743.734040753
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Methylbutyl glucosinolate","C12H23NO9S2",388.07462,14.854,47170.3946380283
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Methylphenylacetic acid","C9H10O2",149.06074,2.633,586986.109270503
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Nitrotyrosine","C9H10N2O5",225.0516,12.469,106636.814693848
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Oxododecanoic acid","C12H22O3",213.1496,2.489,415902.636634232
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-Oxooctadecanoic acid","C18H34O3",297.24339,2.198,12767292.7803267
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-hydroxydodec-2-enedioic acid","C12H20O5",243.12364,12.47,159731.501551508
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","3-keto Fusidic acid","C31H46O7",529.31216,4.151,256631.762212678
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","1M5_neg","1M5","nega","4-(1,1,3,3-Tetramethylbutyl)-phenol","C14H22O",205.15963,2.388,4455150.37106934
