"tissue","raw.file","source","sequence.id","sample","ion.mode","name","formula","mz","rt","ion.count"
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))","C41H72NO7P",720.49178,2.218,221493.421970066
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PE(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))","C47H78NO8P",814.54126,2.927,31720.8899559697
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C45H76NO7P",772.52611,2.224,25729968.6737727
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(16:0/18:1(11Z))","C40H77O10P",747.51832,2.134,15149961.6393185
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(16:0/18:2(9Z,12Z))","C40H75O10P",745.50444,2.04,33804880.8750009
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(16:0/18:3(6Z,9Z,12Z))","C40H73O10P",743.48773,2.002,1630909.05221315
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C44H75O10P",793.50359,1.985,8277531.58881766
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C44H73O10P",791.48722,1.985,8277531.58881766
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:0/16:0)","C40H79O10P",749.53305,2.211,1225066.07785219
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:0/20:3(5Z,8Z,11Z))","C44H81O10P",799.55218,2.079,352456.578810912
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:0/20:4(5Z,8Z,11Z,14Z))","C44H79O10P",797.53722,2.178,4315273.09266107
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))","C44H77O10P",795.52176,2.064,11558622.2372329
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:1(9Z)/18:1(9Z))","C42H79O10P",773.53717,2.079,8357495.46593878
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:2(9Z,12Z)/18:2(9Z,12Z))","C42H75O10P",769.50323,2.002,15889555.505843
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","C42H73O10P",767.49127,2.179,545613.927129014
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","C46H77O10P",819.51904,2.065,973184.587166199
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C46H75O10P",817.50325,1.982,2118132.50129877
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PG(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))","C42H71O10P",765.47535,2.077,159023.904114253
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PS(18:0/18:2(9Z,12Z))","C42H78NO10P",786.52998,3.901,14822945.9741633
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","PS(18:1(9Z)/18:0)","C42H80NO10P",788.54532,3.911,4043462.27948518
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Palmitic acid","C16H32O2",255.23274,2.253,2118103735.35288
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Palmitic acid alkyne","C16H28O2",251.20168,2.3,19429201.4483851
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Palmitoleic Acid","C16H30O2",253.21694,4.065,1909867.76724472
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Palmitoleic acid","C16H30O2",253.21729,2.268,660774745.924433
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Panthenol","C9H19NO4",204.12381,4.253,46782.5526732654
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pantothenic acid","C9H17NO5",218.10326,9.314,13246863.5722241
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pentacosanoic acid","C25H50O2",381.37381,2.164,94411.5832498865
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pentadecanoic acid","C15H30O2",241.21695,2.338,16644229.3249062
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Perillic acid","C10H14O2",165.09199,2.515,5493362.1641526
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Phenol","C6H6O",93.03443,2.632,1741683.7312427
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Phenol sulphate","C6H6O4S",172.99123,2.006,24160537.180661
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Phosphocreatinine","C4H8N3O4P",192.01614,4.364,967764.926734406
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Phosphoenolpyruvic acid","C3H5O6P",166.97494,14.77,1986827.58437878
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pregnenolone","C21H32O2",315.23306,2.252,159266.602167217
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Propionic acid","C3H6O2",73.02948,3.085,11706928.7097833
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Prostaglandin D2","C20H32O5",351.22099,2.017,6750069.46812949
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Prostaglandin E3","C20H30O5",349.20207,3.986,73164.0323057298
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pseudouridine","C9H12N2O6",243.06209,10.139,3939782.56187617
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pubescenol","C28H42O6",473.28653,2.495,16940.3939740025
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pyruvaldehyde","C3H4O2",71.01383,14.288,3247360.76595254
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Pyruvic acid","C3H4O3",87.00866,3.775,111179189.304915
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Quinaldic acid","C10H7NO2",172.04011,3.804,648985.63323018
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Rosmarinic acid","C18H16O8",359.07426,2.637,276624.31233328
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","S-3-oxodecanoyl cysteamine","C12H23NO2S",244.13762,2.392,267846.061697931
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","S-Adenosylhomocysteine","C14H20N6O5S",383.11415,14.664,538588.23533226
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Salvigenin","C18H16O6",327.09058,2.041,270852.277284497
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Sebacic acid","C10H18O4",201.11316,12.477,459160.683614341
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Secoisolariciresinol","C20H26O6",361.16573,2.803,23152.1200765952
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Sedoheptulose","C7H14O7",209.06659,12.519,270702.89109125
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Sedoheptulose 7-phosphate","C7H15O10P",289.0327,15.144,8524518.35192377
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Shikimate-3-phosphate","C7H11O8P",253.01307,14.768,79274.0443438638
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Shikimic acid","C7H10O5",173.04544,13.98,133064.681890044
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Stearic acid","C18H36O2",283.26362,2.216,408775636.704878
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Suberic acid","C8H14O4",173.08181,12.37,1372112.33049715
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Succinic semialdehyde","C4H6O3",101.02423,14.33,5442088.85043254
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Taurine","C2H7NO3S",124.00719,11.885,1930021495.77012
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Taurochenodeoxycholate-3-sulfate","C26H45NO9S2",288.61938,2.385,87777.4523290508
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Taurodeoxycholic acid","C26H45NO6S",498.28933,3.601,220229798.585648
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tauroursodeoxycholic acid","C26H45NO6S",498.28879,6.144,776628.079384519
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tetracosanoic acid","C24H48O2",367.35793,2.171,1114632.13070993
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tetracosapentenoic acid","C24H38O2",357.27971,2.173,9663883.69002547
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tetracosatetraenoic acid (24:4n-6)","C24H40O2",359.29542,2.178,3161037.41234701
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tetradecenoic acid","C14H26O2",225.1859,2.349,14760134.1678425
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tetrahydrocortisol","C21H34O5",403.1889,3.922,207266.807225583
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Thiamine pyrophosphate","C12H18N4O7P2S",423.02963,15.428,23213.7212510168
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Thiodiacetic acid","C4H6O4S",148.99084,7.457,674159.01890592
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Thymidine","C10H14N2O5",241.08264,4.441,2638691.08843727
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Trehalose 6-phosphate","C12H23O14P",421.07535,15.873,229291.817087925
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tricosanoic acid","C23H46O2",353.34226,2.215,422027.613649709
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tridecanoic acid","C13H26O2",213.18571,2.393,1069015.40093844
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Tyrosol 4-sulfate","C8H10O5S",217.01716,3.685,39113.1162213379
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","UDP-D-Xylose","C14H22N2O16P2",535.0359,14.802,877165.086857542
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Uracil","C4H4N2O2",111.02006,4.472,2249219.24018269
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Ureidosuccinic acid","C5H8N2O5",175.03578,14.614,57127.3010855129
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Uric acid","C5H4N4O3",167.02095,12.574,2603536.48448021
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Uridine","C9H12N2O6",243.06194,7.669,632134953.860201
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Uridine diphosphate glucose","C15H24N2O17P2",565.04783,14.632,60293212.1463382
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Uridine diphosphate glucuronic acid","C15H22N2O18P2",579.02688,14.821,1056877.55308878
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Uridine diphosphate-N-acetylgalactosamine","C17H27N3O17P2",606.0746,14.491,61053202.3311007
"Liver","labeled_valine_liver_nega.csv","Maven","2M20_neg","2M20","nega","Valine-C13N15","C5H11NO2",122.085396,12.32,933682.81
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Valylvaline","C10H20N2O3",215.13984,4.699,950679.278254039
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Vanillic acid 4-O-sulfate","C8H8O7S",246.99148,3.809,541984.681084403
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Vanylglycol","C9H12O4",183.0661,2.918,1402660.62077615
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Xanthine","C5H4N4O2",151.02607,8.926,181752372.236204
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Xanthosine","C10H12N4O6",283.06831,11.051,3739403.18299689
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","Yuccaol C","C30H22O10",541.11774,14.863,770820.412561565
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","[4]-Gingerol","C15H22O4",265.1441,2.614,510927.187777697
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","alpha-Tocopherol","C29H50O2",429.37355,2.327,4980205.66891095
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","beta-Alanine","C3H7NO2",88.04032,13.931,100409735.223386
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","c24:3","C24H42O2",361.31098,2.212,154978.972614542
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","c26:6","C26H40O2",383.29542,2.205,283436.316795688
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","cis-2-Decenoic acid","C10H18O2",169.12321,3.992,494449.900936732
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","cortisol 21-acetate","C23H32O6",403.21258,2.799,77950.7090880343
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","d-mannosamine","C6H13NO5",178.07187,11.421,198426.48944158
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","dCMP","C9H14N3O7P",306.05122,14.242,14658.5787313586
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","dIMP","C10H13N4O7P",331.04652,11.873,8755047.90433511
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","dTDP-D-glucose","C16H26N2O16P2",563.0695,14.733,106784.212827178
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","dg (39:5)","C42H72O5",655.5318,2.324,1548538.14725241
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","dibutyl oxopropanedioate","C11H18O5",229.10786,12.823,76071.0272536809
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","ethyl (E)-2-cyano-3-(2,5-dichloroanilino)prop-2-enoate","C12H10Cl2N2O2",283.00277,12.283,85303.0890176146
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","gamma-Linolenic acid","C18H30O2",277.21712,2.261,333450355.84147
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","hesperetin 3'-O-sulfate","C16H14O9S",381.02629,3.473,5042.1008430338
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","irganox 330","C54H78O3",773.58863,2.237,514326.25895887
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","lysops(22:0)","C28H56NO9P",580.36205,4.08,15933186.4886665
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","mannosyl-glycerate","C9H16O9",267.07184,7.232,8058481.70542718
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","myo-Inositol","C6H12O6",179.05592,15.004,8366612.55228362
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","n6-(delta2-isopentenyl)-adenine","C10H13N5",202.10842,3.86,4467989.50134062
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","nicotinamide hypoxanthine dinucleotide","C21H26N6O15P2",663.08736,14.791,226395.947041709
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","o-succinyl-homoserine","C8H13NO6",218.06686,13.858,98239.9650113314
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","p-Coumaraldehyde","C9H8O2",147.04511,2.75,1878847.38039685
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","p-Synephrine","C9H13NO2",166.08632,4.599,827175.309636848
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","pe (39:7)","C44H74NO8P",774.50887,2.951,913488.218368514
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","pg (39:7)","C45H75O10P",805.50609,2.059,132718.308146991
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","trans-4-Hydroxycyclohexylacetic acid","C8H14O3",157.08693,2.68,278096.094702513
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","trans-Aconitic acid","C6H6O6",173.00899,14.518,4861620.03137787
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_negative.csv","CD","2M20_neg","2M20","nega","β-D-Glucopyranuronic acid","C6H10O7",193.03557,7.896,1088194.89100474
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","2M20_pos","2M20","posi","(+)-Nootkatone","C15H22O",219.174,2.435,950794.178207621
"Liver","Liver 060425(HILIC_neg_pos_25min_sac_liver_tissue_inulin_cohort1_2_4)Compound Discover_positive.csv","CD","2M20_pos","2M20","posi","(+)-castanospermine","C8H15NO4",190.10839,3.989,9079091.27930853
