"contrast","direction","Developmental_stage","primary_tissue","plotted_gene_n","human_symbol","primary_tissue_cell_type_name","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CCDC88C","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CDC25A","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CDK16","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CDK5RAP2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CDV3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CENPB","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CEP152","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CEP170B","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CEP78","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CHD2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CHD8","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CIC","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CISD2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CITED4","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CIZ1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CLASRP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CLN8","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CLUH","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CMSS1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"COL4A5","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CPNE1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CPSF1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CRAT","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CREBBP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CRLF1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CRTC2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CS","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CSNK1D","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CSNK1E","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CSNK1G2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CTCF","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CTDSP2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"CTNNBIP1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"D2HGDH","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DAB2IP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DCAF5","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DCTD","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DDB2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DDI2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DDR1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DESI1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DNMBP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DNMT1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DOT1L","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DST","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DUSP23","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DUSP7","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"DVL3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"E2F3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"EIF4G1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"EIF4H","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ELK1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"EP300","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"EPN2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"EXT1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FAM53C","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FAM83D","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FBRS","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FEM1B","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FLAD1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FLOT2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FOXK2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FOXN3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FRAT2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"FRMD6","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GABRE","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GAN","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GANAB","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GATAD2A","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GATAD2B","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GBP6","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GEN1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GIT1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GPD2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GPRC5C","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"GTF2I","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HAS3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HBEGF","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HCFC1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HDAC5","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HECA","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HIVEP1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HJURP","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HMGXB3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HNRNPD","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HNRNPUL2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HRAS","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HS6ST1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"HUWE1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IFFO2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IFNGR2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IFRD2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IGF1R","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IGSF3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"INTS7","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IQGAP3","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IRAK1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IRF2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IRF2BPL","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"IRS1","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","Eye",1248,"ITGA2","TS_Eye_radial glial cell","Sensory system","radial glial cell","Glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
