"contrast","direction","Developmental_stage","primary_tissue","plotted_gene_n","human_symbol","primary_tissue_cell_type_name","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPL6","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPL7","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPL7A","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPL9","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPLP0","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPN1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS10","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS12","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS13","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS14","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS15A","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS16","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS17","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS18","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS19","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS20","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS21","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS23","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS24","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS25","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS26","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS27","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS27A","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS27L","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS28","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS29","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS3A","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS4X","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS5","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS6","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS7","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS8","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPS9","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RPSA","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RRAS","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RSL1D1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"RUNX1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"S100A10","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"S100A11","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"S100A6","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"S100A8","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"S100A9","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SAT1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SCARB2","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SCCPDH","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SCP2","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SDCBP","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SDCCAG8","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SDHD","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SEC13","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SEC24D","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SEC61G","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SERPINA1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SERPINB1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SERPINB6","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SERPINB8","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SF3A3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SF3B6","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SGK3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SH3BGRL","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SIRPA","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SKAP2","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC11A1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC16A5","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC22A18","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC25A24","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC25A5","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC2A3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC2A6","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC43A2","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC43A3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC44A1","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLC49A3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SLIRP","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SMC1A","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SMIM3","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
"young CD vs old CD","Downregulated","Adult","Blood",918,"SMIM4","TS_Blood_monocyte","Lymphatic system","monocyte","Monocyte",5.5631854001259e-07,6.25467646641008,0,4.11708882651482e-05,0.0007380073800738,"JOB1565_YoungvOld_downregulated"
