"contrast","direction","Developmental_stage","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"young CD vs old CD","Downregulated","Fetal","MAN2B2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","MAP7",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Smooth muscle cell; Fetal_HCA_Muscle_Erythroblasts","Macrophage; Smooth muscle cell; Erythroblasts","Macrophage; Smooth muscle cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","MERTK",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","METTL7B",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","MGAT4A",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Endothelial cell; Lymphoid cells","Macrophage; Myeloid cell; Endothelial cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","MSN",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Fetal neuron","Macrophage; Endothelial cell; Lymphoid cells; Fetal neuron","Macrophage; Endothelial cell; Innate lymphoid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","MSR1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","MYCBP2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Lymphoid cells","Macrophage; Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","NAMPT",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Primordial germ cell","Macrophage; Myeloid cells; Primordial germ cell","Macrophage; Myeloid cell; Primordial germ cell"
"young CD vs old CD","Downregulated","Fetal","NCF1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","NCOA4",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Erythroblasts","Macrophage; Erythroblasts","Macrophage; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","NLRC4",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","NPL",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Erythroblasts","Macrophage; Myeloid cells; Erythroblasts","Macrophage; Myeloid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","NR4A3",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Smooth muscle cell","Macrophage; Smooth muscle cell","Macrophage; Smooth muscle cell"
"young CD vs old CD","Downregulated","Fetal","NRIP1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Skeletal muscle cells","Macrophage; Skeletal muscle cells","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","OSBPL3",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Smooth muscle cell","Macrophage; Myeloid cells; Lymphoid cells; Smooth muscle cell","Macrophage; Myeloid cell; Innate lymphoid cell; Smooth muscle cell"
"young CD vs old CD","Downregulated","Fetal","OSTF1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Fetal neuron; Fetal_HCA_Muscle_Erythroblasts","Macrophage; Myeloid cells; Endothelial cell; Lymphoid cells; Fetal neuron; Erythroblasts","Macrophage; Myeloid cell; Endothelial cell; Innate lymphoid cell; Neuron; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","OTUD1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Skeletal muscle cells","Macrophage; Skeletal muscle cells","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","PICALM",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Erythroblasts","Macrophage; Myeloid cells; Endothelial cell; Erythroblasts","Macrophage; Myeloid cell; Endothelial cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","PIK3CG",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Lymphoid cells","Macrophage; Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","PIK3R5",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Lymphoid cells","Macrophage; Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","PIPOX",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","PLCG2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Endothelial cell; Lymphoid cells","Macrophage; Myeloid cell; Endothelial cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","PLSCR1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","PPP1R27",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Skeletal muscle cells","Macrophage; Skeletal muscle cells","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","PRKCD",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","PRR5L",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Endothelial cell","Macrophage; Endothelial cell","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Fetal","PTPRJ",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Fetal neuron","Macrophage; Myeloid cells; Lymphoid cells; Fetal neuron","Macrophage; Myeloid cell; Innate lymphoid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","RAB20",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Fetal neuron","Macrophage; Myeloid cells; Fetal neuron","Macrophage; Myeloid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","RAB8B",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Lymphoid cells","Macrophage; Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","RANBP2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","RHOH",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","RNF144B",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Endothelial cell","Macrophage; Endothelial cell","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Fetal","RUNX1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Myeloid cells; Lymphoid cells","Macrophage; Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","SDCBP",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Endothelial cell","Macrophage; Endothelial cell","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Fetal","SERINC5",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells","Macrophage; Endothelial cell; Lymphoid cells","Macrophage; Endothelial cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","SLC2A3",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Smooth muscle cell","Macrophage; Endothelial cell; Lymphoid cells; Smooth muscle cell","Macrophage; Endothelial cell; Innate lymphoid cell; Smooth muscle cell"
"young CD vs old CD","Downregulated","Fetal","SLC37A2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","SLC43A2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SLC4A7",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","SLC9A3R1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Smooth muscle cell; FetalMuscle_Fetal neuron","Macrophage; Lymphoid cells; Smooth muscle cell; Fetal neuron","Macrophage; Innate lymphoid cell; Smooth muscle cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","SNX2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SPINT1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","SPP1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell","Macrophage; Myeloid cells; Endothelial cell","Macrophage; Myeloid cell; Endothelial cell"
"young CD vs old CD","Downregulated","Fetal","ST6GAL1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Fetal neuron","Macrophage; Myeloid cells; Endothelial cell; Lymphoid cells; Fetal neuron","Macrophage; Myeloid cell; Endothelial cell; Innate lymphoid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","SUCNR1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","SULT1B1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","TGFBR1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","TLR7",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","TMEM144",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","TMEM236",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","TNFRSF11A",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","TP53INP1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","TPT1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Skeletal muscle cells","Macrophage; Skeletal muscle cells","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","TRPM2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","UAP1L1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","WDR44",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Skeletal muscle cells","Macrophage; Skeletal muscle cells","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","XBP1",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","ZC3H12D",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage","Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Fetal","ZEB2",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Fetal neuron","Macrophage; Myeloid cells; Fetal neuron","Macrophage; Myeloid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","ZNF700",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; FetalMuscle_Primordial germ cell","Macrophage; Primordial germ cell","Macrophage; Primordial germ cell"
"young CD vs old CD","Downregulated","Fetal","ZSWIM6",0.00014936462243897,3.82575225458847,"FetalMuscle_Macrophage; Fetal_HCA_Muscle_Myeloid cells","Macrophage; Myeloid cells","Macrophage; Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","AHR",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; FetalMuscle_Fetal neuron","Myeloid cells; Endothelial cell; Fetal neuron","Myeloid cell; Endothelial cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","ALPK1",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","ANKRD12",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","ARAP2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","ATM",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","C19orf38",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","CARD11",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","CMTM7",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","CPNE8",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","DENND4A",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Lymphoid cells; Erythroblasts","Myeloid cell; Innate lymphoid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","DHRS3",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","DOCK11",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","ELF1",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","EPS8",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Smooth muscle cell","Myeloid cells; Smooth muscle cell","Myeloid cell; Smooth muscle cell"
"young CD vs old CD","Downregulated","Fetal","EVI5",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","EZR",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Primordial germ cell","Myeloid cells; Lymphoid cells; Primordial germ cell","Myeloid cell; Innate lymphoid cell; Primordial germ cell"
"young CD vs old CD","Downregulated","Fetal","FAM117B",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Primordial germ cell","Myeloid cells; Primordial germ cell","Myeloid cell; Primordial germ cell"
"young CD vs old CD","Downregulated","Fetal","FGD3",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","GAB2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","GCNT2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Endothelial cell; Lymphoid cells","Myeloid cell; Endothelial cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","HEXA",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","HFE",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","IPCEF1",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","IRAK2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","LPIN2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Erythroblasts","Myeloid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","LY75",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","MGAT5",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","NFE2L2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","PDK3",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","PLA2G4A",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","PLEKHO1",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Skeletal muscle cells; FetalMuscle_Fetal neuron","Myeloid cells; Skeletal muscle cells; Fetal neuron","Myeloid cell; Cell of skeletal muscle; Neuron"
"young CD vs old CD","Downregulated","Fetal","PTK2B",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Lymphoid cells; Erythroblasts","Myeloid cell; Innate lymphoid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","PTPN2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Primordial germ cell","Myeloid cells; Lymphoid cells; Primordial germ cell","Myeloid cell; Innate lymphoid cell; Primordial germ cell"
"young CD vs old CD","Downregulated","Fetal","PTPN22",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","PTPRCAP",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","RABGAP1L",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Lymphoid cells; Erythroblasts","Myeloid cell; Innate lymphoid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","RAP1A",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells; FetalMuscle_Fetal neuron","Myeloid cells; Endothelial cell; Lymphoid cells; Fetal neuron","Myeloid cell; Endothelial cell; Innate lymphoid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","RNF13",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Fetal neuron","Myeloid cells; Fetal neuron","Myeloid cell; Neuron"
"young CD vs old CD","Downregulated","Fetal","RPS6KA3",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Endothelial cell; Lymphoid cells","Myeloid cell; Endothelial cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","SDCCAG8",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SIRPA",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SKAP2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Endothelial cell","Myeloid cells; Endothelial cell","Myeloid cell; Endothelial cell"
"young CD vs old CD","Downregulated","Fetal","SLC25A13",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SLC2A13",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SLC41A2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SNX6",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","SUSD1",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","TANK",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; FetalMuscle_Primordial germ cell","Myeloid cells; Primordial germ cell","Myeloid cell; Primordial germ cell"
"young CD vs old CD","Downregulated","Fetal","TMEM154",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells","Myeloid cells; Lymphoid cells","Myeloid cell; Innate lymphoid cell"
"young CD vs old CD","Downregulated","Fetal","TNS3",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","USP15",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Lymphoid cells; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Lymphoid cells; Erythroblasts","Myeloid cell; Innate lymphoid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","UVRAG",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","YTHDC2",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells; Fetal_HCA_Muscle_Erythroblasts","Myeloid cells; Erythroblasts","Myeloid cell; Erythroblast"
"young CD vs old CD","Downregulated","Fetal","ZNF277",0.00018408271712511,3.73498698395407,"Fetal_HCA_Muscle_Myeloid cells","Myeloid cells","Myeloid cell"
"young CD vs old CD","Downregulated","Fetal","AHCY",0.00022874534610961,3.64064773301878,"Fetal_HCA_Muscle_Skeletal muscle cells","Skeletal muscle cells","Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","ANK2",0.00022874534610961,3.64064773301878,"Fetal_HCA_Muscle_Skeletal muscle cells","Skeletal muscle cells","Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Fetal","ANKRD1",0.00022874534610961,3.64064773301878,"Fetal_HCA_Muscle_Skeletal muscle cells","Skeletal muscle cells","Cell of skeletal muscle"
