"contrast","direction","Developmental_stage","human_symbol","best_muscle_combined_p","best_muscle_combined_log10p","muscle_tissue_cell_type_hits","muscle_specific_cell_type_hits","muscle_general_cell_type_hits"
"young CD vs old CD","Downregulated","Adult","RAB8B",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell; TS_Muscle_t cell; AdultMuscle_T cell","macrophage; endothelial cell of vascular tree; Dendritic cell; t cell; T cell","Macrophage; Endothelial cell; Dendritic cell; T cell"
"young CD vs old CD","Downregulated","Adult","RAC2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","RANBP2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_t cell","macrophage; skeletal muscle satellite stem cell; t cell","Macrophage; Skeletal muscle satellite cell; T cell"
"young CD vs old CD","Downregulated","Adult","RAP1A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_smooth muscle cell","macrophage; endothelial cell of vascular tree; smooth muscle cell","Macrophage; Endothelial cell; Smooth muscle cell"
"young CD vs old CD","Downregulated","Adult","RAPGEF6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_t cell; AdultMuscle_T cell","macrophage; t cell; T cell","Macrophage; T cell"
"young CD vs old CD","Downregulated","Adult","RASSF5",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","RB1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage; TS_Muscle_capillary endothelial cell; TS_Muscle_pericyte cell","macrophage; endothelial cell of vascular tree; Dendritic cell; Macrophage; capillary endothelial cell; pericyte cell","Macrophage; Endothelial cell; Dendritic cell; Capillary endothelial cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","RBP7",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell; TS_Muscle_pericyte cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; capillary endothelial cell; pericyte cell","Macrophage; Endothelial cell; Capillary endothelial cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","RELB",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_endothelial cell of artery; TS_Muscle_mast cell","macrophage; endothelial cell of vascular tree; endothelial cell of artery; mast cell","Macrophage; Endothelial cell; Mast cell"
"young CD vs old CD","Downregulated","Adult","RGCC",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_smooth muscle cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_capillary endothelial cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; TS_Muscle_pericyte cell","macrophage; smooth muscle cell; mature nk t cell; Macrophage; capillary endothelial cell; t cell; cd4-positive, alpha-beta t cell; pericyte cell","Macrophage; Smooth muscle cell; Natural killer cell; Capillary endothelial cell; T cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","RGS1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; Dendritic cell; mature nk t cell; Macrophage; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","RHOA",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_smooth muscle cell","macrophage; skeletal muscle satellite stem cell; smooth muscle cell","Macrophage; Skeletal muscle satellite cell; Smooth muscle cell"
"young CD vs old CD","Downregulated","Adult","RIOK3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","RIT1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell","macrophage; endothelial cell of artery; capillary endothelial cell","Macrophage; Endothelial cell; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","RNASE2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Macrophage","macrophage; Macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","RNASE3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","RNASE6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","RNF13",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","RNF144B",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_endothelial cell of artery; TS_Muscle_capillary endothelial cell; TS_Muscle_fast muscle cell; TS_Muscle_pericyte cell","macrophage; Dendritic cell; endothelial cell of artery; capillary endothelial cell; fast muscle cell; pericyte cell","Macrophage; Dendritic cell; Endothelial cell; Capillary endothelial cell; Cell of skeletal muscle; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","RPN1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree","macrophage; endothelial cell of vascular tree","Macrophage; Endothelial cell"
"young CD vs old CD","Downregulated","Adult","RUNX1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","macrophage; skeletal muscle satellite stem cell","Macrophage; Skeletal muscle satellite cell"
"young CD vs old CD","Downregulated","Adult","S100A8",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","S100A9",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SAMSN1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; Dendritic cell; mature nk t cell; Macrophage; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","SASH3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; TS_Muscle_t cell","macrophage; mature nk t cell; t cell","Macrophage; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","SAT1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; AdultMuscle_Dendritic cell; TS_Muscle_endothelial cell of artery; AdultMuscle_Macrophage; TS_Muscle_mast cell","macrophage; skeletal muscle satellite stem cell; Dendritic cell; endothelial cell of artery; Macrophage; mast cell","Macrophage; Skeletal muscle satellite cell; Dendritic cell; Endothelial cell; Mast cell"
"young CD vs old CD","Downregulated","Adult","SCYL2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_capillary endothelial cell","macrophage; endothelial cell of vascular tree; capillary endothelial cell","Macrophage; Endothelial cell; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","SDC4",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_tendon cell","macrophage; skeletal muscle satellite stem cell; tendon cell","Macrophage; Skeletal muscle satellite cell; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SDCBP",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; AdultMuscle_Dendritic cell; TS_Muscle_endothelial cell of artery; AdultMuscle_Macrophage; TS_Muscle_capillary endothelial cell; TS_Muscle_mast cell","macrophage; endothelial cell of vascular tree; Dendritic cell; endothelial cell of artery; Macrophage; capillary endothelial cell; mast cell","Macrophage; Endothelial cell; Dendritic cell; Capillary endothelial cell; Mast cell"
"young CD vs old CD","Downregulated","Adult","SDS",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SEC23B",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SELL",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","SELPLG",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; mast cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","SERINC5",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_capillary endothelial cell; TS_Muscle_cd4-positive, alpha-beta t cell; TS_Muscle_pericyte cell; TS_Muscle_tendon cell","macrophage; capillary endothelial cell; cd4-positive, alpha-beta t cell; pericyte cell; tendon cell","Macrophage; Capillary endothelial cell; T cell; Pericyte cell; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SERPINA1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SERPINB8",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SGK3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_endothelial cell of vascular tree; TS_Muscle_t cell","macrophage; endothelial cell of vascular tree; t cell","Macrophage; Endothelial cell; T cell"
"young CD vs old CD","Downregulated","Adult","SH2D4A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SH3BGRL",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_smooth muscle cell; TS_Muscle_pericyte cell","macrophage; smooth muscle cell; pericyte cell","Macrophage; Smooth muscle cell; Pericyte cell"
"young CD vs old CD","Downregulated","Adult","SIRPB1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SLA",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_mature nk t cell; AdultMuscle_Macrophage; TS_Muscle_mast cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell; AdultMuscle_T cell","macrophage; mature nk t cell; Macrophage; mast cell; t cell; cd4-positive, alpha-beta t cell; T cell","Macrophage; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","SLAMF7",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","SLAMF9",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SLC11A1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SLC17A9",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_t cell","macrophage; Dendritic cell; t cell","Macrophage; Dendritic cell; T cell"
"young CD vs old CD","Downregulated","Adult","SLC22A18",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","SLC25A24",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","SLC2A6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_capillary endothelial cell","macrophage; Dendritic cell; capillary endothelial cell","Macrophage; Dendritic cell; Capillary endothelial cell"
"young CD vs old CD","Downregulated","Adult","SLC33A1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SLC37A2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","SLC43A2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; AdultMuscle_Macrophage","macrophage; Dendritic cell; Macrophage","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SLC5A3",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_smooth muscle cell; TS_Muscle_t cell; TS_Muscle_pericyte cell; TS_Muscle_tendon cell","macrophage; smooth muscle cell; t cell; pericyte cell; tendon cell","Macrophage; Smooth muscle cell; T cell; Pericyte cell; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SLC9A3R1",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell; TS_Muscle_mature nk t cell; TS_Muscle_mast cell; TS_Muscle_t cell","macrophage; skeletal muscle satellite stem cell; mature nk t cell; mast cell; t cell","Macrophage; Skeletal muscle satellite cell; Natural killer cell; Mast cell; T cell"
"young CD vs old CD","Downregulated","Adult","SLC9A7",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_skeletal muscle satellite stem cell","macrophage; skeletal muscle satellite stem cell","Macrophage; Skeletal muscle satellite cell"
"young CD vs old CD","Downregulated","Adult","SMPDL3A",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_slow muscle cell; TS_Muscle_fast muscle cell","macrophage; slow muscle cell; fast muscle cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SNCA",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
"young CD vs old CD","Downregulated","Adult","SNX2",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; TS_Muscle_tendon cell","macrophage; tendon cell","Macrophage; Cell of skeletal muscle"
"young CD vs old CD","Downregulated","Adult","SNX20",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell; TS_Muscle_mature nk t cell; TS_Muscle_t cell; TS_Muscle_cd4-positive, alpha-beta t cell","macrophage; Dendritic cell; mature nk t cell; t cell; cd4-positive, alpha-beta t cell","Macrophage; Dendritic cell; Natural killer cell; T cell"
"young CD vs old CD","Downregulated","Adult","SNX6",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage","macrophage","Macrophage"
"young CD vs old CD","Downregulated","Adult","SPAG5",1.40113438119593e-05,4.85352021002964,"TS_Muscle_macrophage; AdultMuscle_Dendritic cell","macrophage; Dendritic cell","Macrophage; Dendritic cell"
