"contrast","direction","Developmental_stage","human_symbol","primary_tissue","primary_organ_system","primary_specific_cell_type","primary_general_cell_type","primary_tissue_cell_type_name","input_list_combined_p","input_list_combined_log10p","input_list_raw_p","input_list_permutated_p","input_list_rank_p","webcsea_job"
"young CD vs old CD","Upregulated","Adult","CDK5RAP2","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CDKN1B","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CDNF","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CDON","Tongue","Digestive system","basal cell","Basal cell","TS_Tongue_basal cell",3.01126181323497e-06,5.52125148324509,3.2642471925036e-110,4.11708882651482e-05,0.0044280442804428,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CDR2L","Tongue","Digestive system","basal cell","Basal cell","TS_Tongue_basal cell",3.01126181323497e-06,5.52125148324509,3.2642471925036e-110,4.11708882651482e-05,0.0044280442804428,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CDV3","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEBPG","Skin of body","Integumentary system","endothelial cell","Endothelial cell","TS_Skin_endothelial cell",4.86355828888119e-06,5.31304587481517,1.55286122998613e-88,4.11708882651482e-05,0.00738007380073801,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CECR2","Lung","Respiratory system","type ii pneumocyte","Pneumocyte","TS_Lung_type ii pneumocyte",8.43293290242464e-06,5.07402135517185,1.01286880904156e-76,4.11708882651482e-05,0.0132841328413284,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CELF2","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CENPB","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP104","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP152","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP164","Pancreas","Digestive system","pancreatic acinar cell","Acinar cell","TS_Pancreas_pancreatic acinar cell",5.61117380747378e-05,4.25094627871096,2.93376455901233e-34,4.11708882651482e-05,0.101845018450184,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP170B","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP250","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP63","Muscle organ","Muscular system","mesenchymal stem cell","Mesenchymal stem cell","TS_Muscle_mesenchymal stem cell",3.48035232977661e-06,5.45837678848664,2.190535213704e-99,4.11708882651482e-05,0.00516605166051661,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP68","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP78","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP85","Tongue","Digestive system","basal cell","Basal cell","TS_Tongue_basal cell",3.01126181323497e-06,5.52125148324509,3.2642471925036e-110,4.11708882651482e-05,0.0044280442804428,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CEP95","Tongue","Digestive system","basal cell","Basal cell","TS_Tongue_basal cell",3.01126181323497e-06,5.52125148324509,3.2642471925036e-110,4.11708882651482e-05,0.0044280442804428,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CERS1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CFAP52","Muscle organ","Muscular system","slow muscle cell","Cell of skeletal muscle","TS_Muscle_slow muscle cell",3.69843989266316e-05,4.43198143509289,8.74099246835213e-47,4.11708882651482e-05,0.0649446494464945,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CFLAR","Eye","Sensory system","retinal blood vessel endothelial cell","Endothelial cell","TS_Eye_retinal blood vessel endothelial cell",1.81388922615433e-06,5.74138923874167,5.62473856028794e-114,4.11708882651482e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHAD","Prostate gland","Reproductive system","club cell of prostate epithelium","Club cell","TS_Prostate_club cell of prostate epithelium",1.81828361663916e-05,4.74033837439537,6.43166002276633e-64,4.11708882651482e-05,0.0302583025830258,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHADL","Eye","Sensory system","melanocyte","Melanocyte","TS_Eye_melanocyte",2.02394247315052e-05,4.69380183568023,1.99645633893465e-62,4.11708882651482e-05,0.0339483394833948,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHCHD10","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHD2","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHD6","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHD7","Eye","Sensory system","retinal blood vessel endothelial cell","Endothelial cell","TS_Eye_retinal blood vessel endothelial cell",1.81388922615433e-06,5.74138923874167,5.62473856028794e-114,4.11708882651482e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHD8","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHFR","Bone marrow","Lymphatic system","cd24 neutrophil","Neutrophil","TS_Bone_Marrow_cd24 neutrophil",4.47179077305293e-05,4.34951852449423,8.78891481642489e-69,0.00016468355306059,0.0199261992619926,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHIC2","Eye","Sensory system","ocular surface cell","Epithelial cell","TS_Eye_ocular surface cell",5.76979313093862e-06,5.23883975767657,1.94318572677244e-83,4.11708882651482e-05,0.00885608856088561,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHKB","Prostate gland","Reproductive system","hillock cell of prostate epithelium","Epithelial cell","TS_Prostate_hillock cell of prostate epithelium",5.04426828273896e-05,4.29720182324594,1.91981278465867e-37,4.11708882651482e-05,0.0907749077490775,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHMP7","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHODL","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHRNA10","Mammary gland","Endocrine system","pericyte cell","Pericyte cell","TS_Mammary_pericyte cell",3.38538564003121e-05,4.470391852297,4.99929292167488e-52,4.11708882651482e-05,0.0590405904059041,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHRNE","Pancreas","Digestive system","pancreatic acinar cell","Acinar cell","TS_Pancreas_pancreatic acinar cell",5.61117380747378e-05,4.25094627871096,2.93376455901233e-34,4.11708882651482e-05,0.101845018450184,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHST12","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHST2","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHST7","Eye","Sensory system","retinal blood vessel endothelial cell","Endothelial cell","TS_Eye_retinal blood vessel endothelial cell",1.81388922615433e-06,5.74138923874167,5.62473856028794e-114,4.11708882651482e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CHTOP","Skin of body","Integumentary system","endothelial cell","Endothelial cell","TS_Skin_endothelial cell",4.86355828888119e-06,5.31304587481517,1.55286122998613e-88,4.11708882651482e-05,0.00738007380073801,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CIB2","Bladder organ","Urinary system","smooth muscle cell","Smooth muscle cell","TS_Bladder_smooth muscle cell",3.94508732914911e-06,5.40394337872889,5.05704606835101e-94,4.11708882651482e-05,0.00590405904059041,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CIC","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CILP2","Mammary gland","Endocrine system","pericyte cell","Pericyte cell","TS_Mammary_pericyte cell",3.38538564003121e-05,4.470391852297,4.99929292167488e-52,4.11708882651482e-05,0.0590405904059041,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CISD2","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CISH","Lung","Respiratory system","type ii pneumocyte","Pneumocyte","TS_Lung_type ii pneumocyte",8.43293290242464e-06,5.07402135517185,1.01286880904156e-76,4.11708882651482e-05,0.0132841328413284,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CITED4","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CIZ1","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLASRP","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLCN1","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLDN12","Muscle organ","Muscular system","mesenchymal stem cell","Mesenchymal stem cell","TS_Muscle_mesenchymal stem cell",3.48035232977661e-06,5.45837678848664,2.190535213704e-99,4.11708882651482e-05,0.00516605166051661,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLIP4","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLK2","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLK3","Uterus","Reproductive system","endothelial cell","Endothelial cell","TS_Uterus_endothelial cell",1.31661511287851e-05,4.8805411641292,4.1048529608995e-67,4.11708882651482e-05,0.0214022140221402,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLN8","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLPB","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.98294889717232e-05,4.70268847790869,7.1005848713082e-90,0.00020585444132574,0.00664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLU","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CLUH","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CMSS1","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CNIH4","Muscle organ","Muscular system","mesenchymal stem cell","Mesenchymal stem cell","TS_Muscle_mesenchymal stem cell",3.48035232977661e-06,5.45837678848664,2.190535213704e-99,4.11708882651482e-05,0.00516605166051661,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CNNM3","Bladder organ","Urinary system","capillary endothelial cell","Capillary endothelial cell","TS_Bladder_capillary endothelial cell",6.6658524148222e-06,5.17614430605771,1.37841394879814e-82,4.11708882651482e-05,0.0103321033210332,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CNOT3","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CNTFR","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CNTNAP1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CNTRL","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.98294889717232e-05,4.70268847790869,7.1005848713082e-90,0.00020585444132574,0.00664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COA5","Muscle organ","Muscular system","mesenchymal stem cell","Mesenchymal stem cell","TS_Muscle_mesenchymal stem cell",3.48035232977661e-06,5.45837678848664,2.190535213704e-99,4.11708882651482e-05,0.00516605166051661,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL11A1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL1A1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL1A2","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL22A1","Lymph node","Lymphatic system","macrophage","Macrophage","TS_Lymph_Node_macrophage",0.0001524572282846,3.81685198009034,4.79294489518161e-55,0.00024702532959088,0.0501845018450185,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL24A1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL26A1","Muscle organ","Muscular system","skeletal muscle satellite stem cell","Skeletal muscle satellite cell","TS_Muscle_skeletal muscle satellite stem cell",9.30589908521018e-06,5.03124166134219,1.4444684109763e-75,4.11708882651482e-05,0.014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL3A1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL4A3","Prostate gland","Reproductive system","basal cell of prostate epithelium","Basal cell","TS_Prostate_basal cell of prostate epithelium",7.11054010504863e-06,5.1480974097156,6.68342903493669e-82,4.11708882651482e-05,0.011070110701107,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL4A4","Eye","Sensory system","limbal stem cell","Stem cell","TS_Eye_limbal stem cell",1.07051533082547e-06,5.97040710880371,5.73721133456976e-118,4.11708882651482e-05,0.0014760147601476,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL4A5","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL5A1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL5A3","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL6A1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL6A2","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL6A3","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL6A6","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COL8A2","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COQ10A","Blood","Lymphatic system","nk cell","Natural killer cell","TS_Blood_nk cell",1.18904023789224e-05,4.9248034483259,3.39975821613075e-69,4.11708882651482e-05,0.0191881918819188,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","COQ2","Uterus","Reproductive system","fibroblast","Fibroblast","TS_Uterus_fibroblast",2.43045917007745e-05,4.61431167035533,3.319388506545e-68,8.23417765302964e-05,0.0206642066420664,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CORO7","Blood","Lymphatic system","classical monocyte","Monocyte","TS_Blood_classical monocyte",1.98294889717232e-05,4.70268847790869,7.1005848713082e-90,0.00020585444132574,0.00664206642066421,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPEB1","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPEB3","Bone marrow","Lymphatic system","cd24 neutrophil","Neutrophil","TS_Bone_Marrow_cd24 neutrophil",4.47179077305293e-05,4.34951852449423,8.78891481642489e-69,0.00016468355306059,0.0199261992619926,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPEB4","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPNE1","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPOX","Bone marrow","Lymphatic system","myeloid progenitor","Myeloid cell","TS_Bone_Marrow_myeloid progenitor",4.31809475928135e-05,4.36470783143638,2.41461694711585e-61,8.23417765302964e-05,0.0383763837638376,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPSF1","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPSF7","Eye","Sensory system","melanocyte","Melanocyte","TS_Eye_melanocyte",2.02394247315052e-05,4.69380183568023,1.99645633893465e-62,4.11708882651482e-05,0.0339483394833948,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPT1B","Muscle organ","Muscular system","fast muscle cell","Cell of skeletal muscle","TS_Muscle_fast muscle cell",2.71172032068057e-05,4.56675510442467,2.02968791687071e-56,4.11708882651482e-05,0.0464944649446494,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CPT1C","Bladder organ","Urinary system","capillary endothelial cell","Capillary endothelial cell","TS_Bladder_capillary endothelial cell",6.6658524148222e-06,5.17614430605771,1.37841394879814e-82,4.11708882651482e-05,0.0103321033210332,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CRAT","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CREB3L1","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CREBBP","Eye","Sensory system","radial glial cell","Glial cell","TS_Eye_radial glial cell",5.5631854001259e-07,6.25467646641008,4.13895522544124e-126,4.11708882651482e-05,0.0007380073800738,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CREBL2","Eye","Sensory system","corneal keratocyte","Fibroblast","TS_Eye_corneal keratocyte",3.48035232977661e-06,5.45837678848664,5.62473856028794e-114,8.23417765302964e-05,0.0025830258302583,"JOB8022_YoungvOld_upregulated"
"young CD vs old CD","Upregulated","Adult","CRHR2","Muscle organ","Muscular system","pericyte cell","Pericyte cell","TS_Muscle_pericyte cell",2.5370835176064e-06,5.59566523611347,6.29762987863288e-111,4.11708882651482e-05,0.003690036900369,"JOB8022_YoungvOld_upregulated"
