tissue,name,sample.clean,diet,med.adj.ic,n_obs
Muscle,Isoleucylproline,1M2,CD,569776485.457734,1
Muscle,Isoleucylproline,1M4,CD,608787028.85094,1
Muscle,Isoleucylproline,1M5,ID,621485357.663892,1
Muscle,Isoleucylproline,1M6,ID,793579048.887745,1
Muscle,Isoleucylproline,1M7,ID,560085420.346054,1
Muscle,Isoleucylproline,1M9,ID,514925744.235912,1
Muscle,Isoleucylproline,2M16,CD,491748014.418689,1
Muscle,Isoleucylproline,2M17,CD,590833052.271654,1
Muscle,Isoleucylproline,2M20,CD,255386430.22866,1
Muscle,Isoleucylproline,2M22,ID,315360579.147367,1
Muscle,Isoleucylproline,2M23,ID,307518401.369034,1
Muscle,Isoleucylproline,2M26,ID,317618774.475347,1
Muscle,Isoleucylproline,2M31,ID,299878419.427614,1
Muscle,Isoleucylproline,2M33,ID,279803520.673959,1
Muscle,Isolinderanolide,1M1,CD,1626867.64602881,1
Muscle,Isolinderanolide,1M10,CD,5163042.53403932,1
Muscle,Isolinderanolide,1M11,CD,1886378.95801775,1
Muscle,Isolinderanolide,1M2,CD,12675591.2695071,1
Muscle,Isolinderanolide,1M4,CD,4343211.78746731,1
Muscle,Isolinderanolide,1M5,ID,3833733.58091001,1
Muscle,Isolinderanolide,1M6,ID,2292174.03530659,1
Muscle,Isolinderanolide,1M7,ID,5654494.3863531,1
Muscle,Isolinderanolide,1M9,ID,7317582.02278506,1
Muscle,Isolinderanolide,2M16,CD,3843678.98042384,1
Muscle,Isolinderanolide,2M17,CD,6528902.34980267,1
Muscle,Isolinderanolide,2M20,CD,4713580.53698352,1
Muscle,Isolinderanolide,2M22,ID,3351636.55532348,1
Muscle,Isolinderanolide,2M23,ID,4051141.07875908,1
Muscle,Isolinderanolide,2M26,ID,5335144.00418335,1
Muscle,Isolinderanolide,2M31,ID,2083616.51029118,1
Muscle,Isolinderanolide,2M33,ID,5598147.59199014,1
Muscle,Isopropanol,1M1,CD,4240649.21363693,1
Muscle,Isopropanol,1M10,CD,3890000.77295879,1
Muscle,Isopropanol,1M11,CD,5321527.91429309,1
Muscle,Isopropanol,1M2,CD,608633.606045815,1
Muscle,Isopropanol,1M4,CD,3381189.37233926,1
Muscle,Isopropanol,1M5,ID,3598876.96121412,1
Muscle,Isopropanol,1M6,ID,5799302.66515108,1
Muscle,Isopropanol,1M7,ID,3392315.8768743,1
Muscle,Isopropanol,1M9,ID,3697108.09977433,1
Muscle,Isopropanol,2M16,CD,2892039.89635856,1
Muscle,Isopropanol,2M17,CD,2811357.43652746,1
Muscle,Isopropanol,2M20,CD,2094326.70885159,1
Muscle,Isopropanol,2M22,ID,2470331.30249542,1
Muscle,Isopropanol,2M23,ID,4118049.58269503,1
Muscle,Isopropanol,2M26,ID,3875509.16002597,1
Muscle,Isopropanol,2M31,ID,1840884.86135123,1
Muscle,Isopropanol,2M33,ID,2271273.00308895,1
Muscle,Isopropyl cyanide,1M1,CD,5700472.3365068,1
Muscle,Isopropyl cyanide,1M10,CD,6513946.49771821,1
Muscle,Isopropyl cyanide,1M11,CD,8819499.18680934,1
Muscle,Isopropyl cyanide,1M2,CD,5285746.54845177,1
Muscle,Isopropyl cyanide,1M4,CD,4452076.66383585,1
Muscle,Isopropyl cyanide,1M5,ID,5669073.98383761,1
Muscle,Isopropyl cyanide,1M6,ID,5914874.77076862,1
Muscle,Isopropyl cyanide,1M7,ID,4137485.18906453,1
Muscle,Isopropyl cyanide,1M9,ID,5276949.30245281,1
Muscle,Isopropyl cyanide,2M16,CD,4577188.42449156,1
Muscle,Isopropyl cyanide,2M17,CD,4167198.66652127,1
Muscle,Isopropyl cyanide,2M20,CD,3566540.93864415,1
Muscle,Isopropyl cyanide,2M22,ID,3083594.83366638,1
Muscle,Isopropyl cyanide,2M23,ID,5124299.27456277,1
Muscle,Isopropyl cyanide,2M26,ID,3722054.59622149,1
Muscle,Isopropyl cyanide,2M31,ID,5885892.42840723,1
Muscle,Isopropyl cyanide,2M33,ID,5601441.31268928,1
Muscle,Isosorbide Mononitrate,1M1,CD,4994338.22880531,1
Muscle,Isosorbide Mononitrate,1M10,CD,7243086.42991958,1
Muscle,Isosorbide Mononitrate,1M11,CD,6251621.75997967,1
Muscle,Isosorbide Mononitrate,1M2,CD,11517114.1479255,1
Muscle,Isosorbide Mononitrate,1M4,CD,5907144.60084144,1
Muscle,Isosorbide Mononitrate,1M5,ID,10236186.5151701,1
Muscle,Isosorbide Mononitrate,1M6,ID,5746797.93487342,1
Muscle,Isosorbide Mononitrate,1M7,ID,5978229.82285379,1
Muscle,Isosorbide Mononitrate,1M9,ID,2131171.54643413,1
Muscle,Isosorbide Mononitrate,2M16,CD,5387529.41569648,1
Muscle,Isosorbide Mononitrate,2M17,CD,7488742.93807949,1
Muscle,Isosorbide Mononitrate,2M20,CD,7701280.64350069,1
Muscle,Isosorbide Mononitrate,2M22,ID,7334737.5594616,1
Muscle,Isosorbide Mononitrate,2M23,ID,9978425.38656576,1
Muscle,Isosorbide Mononitrate,2M26,ID,7402992.3268888,1
Muscle,Isosorbide Mononitrate,2M31,ID,10757253.8535297,1
Muscle,Isosorbide Mononitrate,2M33,ID,5228829.9078554,1
Muscle,Istamycin C1,1M1,CD,332235.180400385,1
Muscle,Istamycin C1,1M10,CD,423863.035349952,1
Muscle,Istamycin C1,1M11,CD,257048.877336014,1
Muscle,Istamycin C1,1M2,CD,891282.948644396,1
Muscle,Istamycin C1,1M4,CD,340340.810754714,1
Muscle,Istamycin C1,1M5,ID,222416.976009658,1
Muscle,Istamycin C1,1M6,ID,203454.263234374,1
Muscle,Istamycin C1,1M7,ID,739670.822551497,1
Muscle,Istamycin C1,1M9,ID,543338.768629441,1
Muscle,Istamycin C1,2M16,CD,341098.052299908,1
Muscle,Istamycin C1,2M17,CD,824532.103974806,1
Muscle,Istamycin C1,2M20,CD,416685.479510441,1
Muscle,Istamycin C1,2M22,ID,511915.583054098,1
Muscle,Istamycin C1,2M23,ID,755540.221208288,1
Muscle,Istamycin C1,2M26,ID,213245.723582962,1
Muscle,Istamycin C1,2M31,ID,383779.972036248,1
Muscle,Istamycin C1,2M33,ID,1288090.81897354,1
Muscle,Janthitrem E,1M1,CD,668367.205370344,1
Muscle,Janthitrem E,1M10,CD,234769.327817459,1
Muscle,Janthitrem E,1M11,CD,244985.188320604,1
Muscle,Janthitrem E,1M2,CD,445290.968076764,1
Muscle,Janthitrem E,1M4,CD,290317.354299279,1
Muscle,Janthitrem E,1M5,ID,212261.698337445,1
Muscle,Janthitrem E,1M6,ID,157908.857555159,1
Muscle,Janthitrem E,1M7,ID,231819.586946537,1
Muscle,Janthitrem E,1M9,ID,284461.2734259,1
Muscle,Janthitrem E,2M16,CD,236332.047442053,1
Muscle,Janthitrem E,2M17,CD,1686030.00601072,1
Muscle,Janthitrem E,2M20,CD,283832.31723496,1
Muscle,Janthitrem E,2M22,ID,1099571.8859778,1
Muscle,Janthitrem E,2M23,ID,374191.486432713,1
Muscle,Janthitrem E,2M26,ID,190204.963351174,1
Muscle,Janthitrem E,2M31,ID,346882.809871742,1
Muscle,Janthitrem E,2M33,ID,18334.5175869249,1
Muscle,Jasmonic acid,1M1,CD,674289.684283242,1
Muscle,Jasmonic acid,1M10,CD,258410.639072753,1
Muscle,Jasmonic acid,1M11,CD,368077.989851472,1
Muscle,Jasmonic acid,1M2,CD,395374.613019063,1
Muscle,Jasmonic acid,1M4,CD,475529.352315794,1
Muscle,Jasmonic acid,1M5,ID,889293.947389408,1
Muscle,Jasmonic acid,1M6,ID,315997.773417483,1
Muscle,Jasmonic acid,1M7,ID,521659.032059948,1
Muscle,Jasmonic acid,1M9,ID,496000.760139203,1
Muscle,Jasmonic acid,2M16,CD,579311.868922082,1
Muscle,Jasmonic acid,2M17,CD,300415.851437367,1
Muscle,Jasmonic acid,2M20,CD,600092.42284848,1
Muscle,Jasmonic acid,2M22,ID,474202.852116553,1
Muscle,Jasmonic acid,2M23,ID,412576.366698947,1
Muscle,Jasmonic acid,2M26,ID,183731.28589266,1
Muscle,Jasmonic acid,2M31,ID,429690.081362037,1
Muscle,Jasmonic acid,2M33,ID,157307.796883846,1
Muscle,Ketorolac,1M1,CD,164543.365607243,1
Muscle,Ketorolac,1M10,CD,131974.781439548,1
Muscle,Ketorolac,1M11,CD,123215.748124557,1
Muscle,Ketorolac,1M2,CD,109169.912023321,1
Muscle,Ketorolac,1M4,CD,507407.949528807,1
Muscle,Ketorolac,1M5,ID,84399.9832434213,1
Muscle,Ketorolac,1M6,ID,67866.7874330399,1
Muscle,Ketorolac,1M7,ID,88245.4289064831,1
Muscle,Ketorolac,1M9,ID,137416.34260858,1
Muscle,Ketorolac,2M16,CD,40518.253932766,1
Muscle,Ketorolac,2M17,CD,74898.5815824957,1
Muscle,Ketorolac,2M20,CD,117474.040888802,1
Muscle,Ketorolac,2M22,ID,166472.380470884,1
Muscle,Ketorolac,2M23,ID,97491.9691451253,1
Muscle,Ketorolac,2M26,ID,125865.61207105,1
Muscle,Ketorolac,2M31,ID,66089.1857050783,1
Muscle,Ketorolac,2M33,ID,34418.3231620361,1
Muscle,Kynurenic acid,1M1,CD,163412.443532132,1
Muscle,Kynurenic acid,1M10,CD,128903.236088506,1
Muscle,Kynurenic acid,1M11,CD,99209.436941342,1
Muscle,Kynurenic acid,1M2,CD,3173748.77567244,1
Muscle,Kynurenic acid,1M4,CD,533430.458710613,1
Muscle,Kynurenic acid,1M5,ID,584778.96115197,1
Muscle,Kynurenic acid,1M6,ID,74184.9561325777,1
Muscle,Kynurenic acid,1M7,ID,121655.712792444,1
Muscle,Kynurenic acid,1M9,ID,48971.5595268041,1
Muscle,Kynurenic acid,2M16,CD,140120.416003742,1
Muscle,Kynurenic acid,2M17,CD,87854.9733786105,1
Muscle,Kynurenic acid,2M20,CD,125818.146557155,1
Muscle,Kynurenic acid,2M22,ID,70588.7873803101,1
Muscle,Kynurenic acid,2M23,ID,95398.0095570756,1
Muscle,Kynurenic acid,2M26,ID,136267.503438999,1
Muscle,Kynurenic acid,2M31,ID,156951.553383958,1
Muscle,Kynurenic acid,2M33,ID,10664.4129132697,1
Muscle,L-(+)-ERGOTHIONEINE,1M1,CD,6180.48071247297,1
Muscle,L-(+)-ERGOTHIONEINE,1M10,CD,3798.11975521632,1
Muscle,L-(+)-ERGOTHIONEINE,1M11,CD,3474.13750818591,1
Muscle,L-(+)-ERGOTHIONEINE,1M2,CD,4128.94969079591,1
Muscle,L-(+)-ERGOTHIONEINE,1M4,CD,3114.30482525883,1
Muscle,L-(+)-ERGOTHIONEINE,1M5,ID,2532.28643196403,1
Muscle,L-(+)-ERGOTHIONEINE,1M6,ID,4166.31026499712,1
Muscle,L-(+)-ERGOTHIONEINE,1M7,ID,2751.25256856289,1
Muscle,L-(+)-ERGOTHIONEINE,1M9,ID,2550.82031397464,1
Muscle,L-(+)-ERGOTHIONEINE,2M16,CD,3712.23145960181,1
Muscle,L-(+)-ERGOTHIONEINE,2M17,CD,2757.51338582255,1
Muscle,L-(+)-ERGOTHIONEINE,2M20,CD,2805.03977742729,1
Muscle,L-(+)-ERGOTHIONEINE,2M22,ID,2126.12695924035,1
Muscle,L-(+)-ERGOTHIONEINE,2M23,ID,6541.03893526729,1
Muscle,L-(+)-ERGOTHIONEINE,2M26,ID,4731.09665815362,1
Muscle,L-(+)-ERGOTHIONEINE,2M31,ID,2435.52288117731,1
Muscle,L-(+)-ERGOTHIONEINE,2M33,ID,2863.56577734122,1
Muscle,L-(-)-Malic acid,1M1,CD,14754166.7069107,1
Muscle,L-(-)-Malic acid,1M10,CD,8104618.31695596,1
Muscle,L-(-)-Malic acid,1M11,CD,978403.958084265,1
Muscle,L-(-)-Malic acid,1M2,CD,15614575.2257126,1
Muscle,L-(-)-Malic acid,1M4,CD,11511567.2984939,1
Muscle,L-(-)-Malic acid,1M5,ID,12240859.8360563,1
Muscle,L-(-)-Malic acid,1M6,ID,9156367.60799365,1
Muscle,L-(-)-Malic acid,1M7,ID,8333974.0056482,1
Muscle,L-(-)-Malic acid,1M9,ID,6638376.5621412,1
Muscle,L-(-)-Malic acid,2M16,CD,8513123.04288916,1
Muscle,L-(-)-Malic acid,2M17,CD,7284101.52543311,1
Muscle,L-(-)-Malic acid,2M20,CD,1350199.53652253,1
Muscle,L-(-)-Malic acid,2M22,ID,12327110.0658206,1
Muscle,L-(-)-Malic acid,2M23,ID,11828449.5876056,1
Muscle,L-(-)-Malic acid,2M26,ID,6767581.63322554,1
Muscle,L-(-)-Malic acid,2M31,ID,9334589.57036254,1
Muscle,L-(-)-Malic acid,2M33,ID,12808695.5835536,1
Muscle,L-Acetylcarnitine,1M1,CD,708153269.826488,1
Muscle,L-Acetylcarnitine,1M10,CD,621508584.125254,1
Muscle,L-Acetylcarnitine,1M11,CD,519941996.886233,1
Muscle,L-Acetylcarnitine,1M2,CD,480359435.328602,1
Muscle,L-Acetylcarnitine,1M4,CD,538110406.145784,1
Muscle,L-Acetylcarnitine,1M5,ID,633985234.474422,1
Muscle,L-Acetylcarnitine,1M6,ID,763652935.624568,1
Muscle,L-Acetylcarnitine,1M7,ID,599824348.983286,1
Muscle,L-Acetylcarnitine,1M9,ID,575846039.434646,1
Muscle,L-Acetylcarnitine,2M16,CD,624832322.163283,1
Muscle,L-Acetylcarnitine,2M17,CD,717126896.409151,1
Muscle,L-Acetylcarnitine,2M20,CD,415368067.63433,1
Muscle,L-Acetylcarnitine,2M22,ID,363412673.514271,1
Muscle,L-Acetylcarnitine,2M23,ID,366792482.236203,1
Muscle,L-Acetylcarnitine,2M26,ID,462744258.228849,1
Muscle,L-Acetylcarnitine,2M31,ID,394957322.438441,1
Muscle,L-Acetylcarnitine,2M33,ID,336033458.836368,1
Muscle,L-Allothreonine,1M1,CD,11413411.6232397,1
Muscle,L-Allothreonine,1M10,CD,9686935.15439055,1
Muscle,L-Allothreonine,1M11,CD,16604639.4200415,1
Muscle,L-Allothreonine,1M2,CD,1946908.86151849,1
Muscle,L-Allothreonine,1M4,CD,10167355.9398944,1
Muscle,L-Allothreonine,1M5,ID,10334014.9484193,1
Muscle,L-Allothreonine,1M6,ID,4191700.20958987,1
Muscle,L-Allothreonine,1M7,ID,9863060.50855055,1
Muscle,L-Allothreonine,1M9,ID,13054122.3517307,1
Muscle,L-Allothreonine,2M16,CD,12680195.0687551,1
Muscle,L-Allothreonine,2M17,CD,4006132.93596958,1
Muscle,L-Allothreonine,2M20,CD,3779528.06366523,1
Muscle,L-Allothreonine,2M22,ID,4762542.9183681,1
Muscle,L-Allothreonine,2M23,ID,6647252.23687483,1
Muscle,L-Allothreonine,2M26,ID,10916117.6115347,1
Muscle,L-Allothreonine,2M31,ID,4589879.94816896,1
Muscle,L-Allothreonine,2M33,ID,7166175.19556346,1
Muscle,L-Arabitol,1M1,CD,1359361.47959393,1
Muscle,L-Arabitol,1M10,CD,1610040.82894656,1
Muscle,L-Arabitol,1M11,CD,1693777.15422611,1
Muscle,L-Arabitol,1M2,CD,1713838.22590029,1
Muscle,L-Arabitol,1M4,CD,1605919.42398564,1
Muscle,L-Arabitol,1M5,ID,1815785.20930094,1
Muscle,L-Arabitol,1M6,ID,1175885.62443896,1
Muscle,L-Arabitol,1M7,ID,1715580.82177129,1
Muscle,L-Arabitol,1M9,ID,1248028.22761103,1
Muscle,L-Arabitol,2M16,CD,1585745.15957539,1
Muscle,L-Arabitol,2M17,CD,1612012.90372306,1
Muscle,L-Arabitol,2M20,CD,1619848.74628541,1
Muscle,L-Arabitol,2M22,ID,1982065.92274091,1
Muscle,L-Arabitol,2M23,ID,2214811.50890774,1
Muscle,L-Arabitol,2M26,ID,1359901.21445041,1
Muscle,L-Arabitol,2M31,ID,2683640.65276754,1
Muscle,L-Arabitol,2M33,ID,579828.215547594,1
Muscle,L-Arginine,1M1,CD,68735437.9095762,1
Muscle,L-Arginine,1M10,CD,76523234.4240283,1
Muscle,L-Arginine,1M11,CD,250796380.237866,1
Muscle,L-Arginine,1M2,CD,58362790.8729396,1
Muscle,L-Arginine,1M4,CD,78000544.6110818,1
Muscle,L-Arginine,1M5,ID,57627932.1143844,1
Muscle,L-Arginine,1M6,ID,75878015.0787537,1
Muscle,L-Arginine,1M7,ID,81894549.5977868,1
Muscle,L-Arginine,1M9,ID,119568772.012964,1
Muscle,L-Arginine,2M16,CD,109832609.753836,1
Muscle,L-Arginine,2M17,CD,28635699.1511297,1
Muscle,L-Arginine,2M20,CD,96700433.9391487,1
Muscle,L-Arginine,2M22,ID,64007408.8587157,1
Muscle,L-Arginine,2M23,ID,66295795.78492,1
Muscle,L-Arginine,2M26,ID,183709405.205709,1
Muscle,L-Arginine,2M31,ID,93158523.6681192,1
Muscle,L-Arginine,2M33,ID,84353823.8486989,1
Muscle,L-Asparagine,1M1,CD,1107458.00689319,1
Muscle,L-Asparagine,1M10,CD,774453.850966078,1
Muscle,L-Asparagine,1M11,CD,619256.690845224,1
Muscle,L-Asparagine,1M2,CD,1652217.29270564,1
Muscle,L-Asparagine,1M4,CD,1190724.62177,1
Muscle,L-Asparagine,1M5,ID,1340938.95807893,1
Muscle,L-Asparagine,1M6,ID,702426.254920397,1
Muscle,L-Asparagine,1M7,ID,661009.717598909,1
Muscle,L-Asparagine,1M9,ID,694632.604338886,1
Muscle,L-Asparagine,2M16,CD,559424.219371275,1
Muscle,L-Asparagine,2M17,CD,428124.723676779,1
Muscle,L-Asparagine,2M20,CD,452084.242904785,1
Muscle,L-Asparagine,2M22,ID,595486.71804354,1
Muscle,L-Asparagine,2M23,ID,548302.858546768,1
Muscle,L-Asparagine,2M26,ID,316824.824337204,1
Muscle,L-Asparagine,2M31,ID,261157.698746959,1
Muscle,L-Asparagine,2M33,ID,3275415.13581671,1
Muscle,L-Aspartic acid,1M1,CD,10882211.6672193,1
Muscle,L-Aspartic acid,1M10,CD,10446356.2832901,1
Muscle,L-Aspartic acid,1M11,CD,12543108.307549,1
Muscle,L-Aspartic acid,1M2,CD,18889366.7505994,1
Muscle,L-Aspartic acid,1M4,CD,8715701.7135334,1
Muscle,L-Aspartic acid,1M5,ID,14128509.8877476,1
Muscle,L-Aspartic acid,1M6,ID,11268083.1567896,1
Muscle,L-Aspartic acid,1M7,ID,7570788.12014405,1
Muscle,L-Aspartic acid,1M9,ID,11267286.5197794,1
Muscle,L-Aspartic acid,2M16,CD,5933659.56027232,1
Muscle,L-Aspartic acid,2M17,CD,6707684.29143327,1
Muscle,L-Aspartic acid,2M20,CD,11170102.546098,1
Muscle,L-Aspartic acid,2M22,ID,10862272.7674097,1
Muscle,L-Aspartic acid,2M23,ID,8486074.26174666,1
Muscle,L-Aspartic acid,2M26,ID,4479510.39880878,1
Muscle,L-Aspartic acid,2M31,ID,5743879.2408661,1
Muscle,L-Aspartic acid,2M33,ID,14984695.5103333,1
Muscle,L-Carnitine,1M1,CD,1043191907.2146,1
Muscle,L-Carnitine,1M10,CD,1188725692.93301,1
Muscle,L-Carnitine,1M11,CD,1211391766.88125,1
Muscle,L-Carnitine,1M2,CD,748541418.095278,1
Muscle,L-Carnitine,1M4,CD,743127952.749299,1
Muscle,L-Carnitine,1M5,ID,974150490.566587,1
Muscle,L-Carnitine,1M6,ID,1402762862.38677,1
Muscle,L-Carnitine,1M7,ID,827826596.572166,1
Muscle,L-Carnitine,1M9,ID,903830900.753657,1
Muscle,L-Carnitine,2M16,CD,755445824.99663,1
Muscle,L-Carnitine,2M17,CD,720915456.486697,1
Muscle,L-Carnitine,2M20,CD,422797960.40496,1
Muscle,L-Carnitine,2M22,ID,407992156.65793103,1
Muscle,L-Carnitine,2M23,ID,555888782.817011,1
Muscle,L-Carnitine,2M26,ID,516788644.69906,1
Muscle,L-Carnitine,2M31,ID,400210207.799596,1
Muscle,L-Carnitine,2M33,ID,448773090.901858,1
Muscle,L-Fucose,1M1,CD,4240065.2632868,1
Muscle,L-Fucose,1M10,CD,2905062.13829419,1
Muscle,L-Fucose,1M11,CD,3552266.25887922,1
Muscle,L-Fucose,1M2,CD,2693773.17005218,1
Muscle,L-Fucose,1M4,CD,3252479.10336815,1
Muscle,L-Fucose,1M5,ID,2863377.69533416,1
Muscle,L-Fucose,1M6,ID,3327367.27967569,1
Muscle,L-Fucose,1M7,ID,3354467.87322564,1
Muscle,L-Fucose,1M9,ID,2737769.37875447,1
Muscle,L-Fucose,2M16,CD,3500447.4124285,1
Muscle,L-Fucose,2M17,CD,2873351.48964235,1
Muscle,L-Fucose,2M20,CD,3481738.98973045,1
Muscle,L-Fucose,2M22,ID,4102177.11974065,1
Muscle,L-Fucose,2M23,ID,4238130.69597592,1
Muscle,L-Fucose,2M26,ID,2746053.68915586,1
Muscle,L-Fucose,2M31,ID,4030934.64458077,1
Muscle,L-Fucose,2M33,ID,1368224.8296618,1
Muscle,L-Glutamic acid,1M1,CD,35656497.6401144,1
Muscle,L-Glutamic acid,1M10,CD,32122049.1614433,1
Muscle,L-Glutamic acid,1M11,CD,46121973.7290555,1
Muscle,L-Glutamic acid,1M2,CD,31912637.4135346,1
Muscle,L-Glutamic acid,1M4,CD,25103312.378707,1
Muscle,L-Glutamic acid,1M5,ID,33717452.019903,1
Muscle,L-Glutamic acid,1M6,ID,39805920.0580174,1
Muscle,L-Glutamic acid,1M7,ID,24998610.9485849,1
Muscle,L-Glutamic acid,1M9,ID,33389822.9210286,1
Muscle,L-Glutamic acid,2M16,CD,19908631.8887969,1
Muscle,L-Glutamic acid,2M17,CD,10801938.7087379,1
Muscle,L-Glutamic acid,2M20,CD,26795719.447181,1
Muscle,L-Glutamic acid,2M22,ID,24330541.7040027,1
Muscle,L-Glutamic acid,2M23,ID,25468484.1497951,1
Muscle,L-Glutamic acid,2M26,ID,21960685.5390565,1
Muscle,L-Glutamic acid,2M31,ID,30098466.8480043,1
Muscle,L-Glutamic acid,2M33,ID,30479644.8142056,1
Muscle,L-Glutamine,1M1,CD,99981452.0825117,1
Muscle,L-Glutamine,1M10,CD,100887151.671395,1
Muscle,L-Glutamine,1M11,CD,132672796.234168,1
Muscle,L-Glutamine,1M2,CD,80813110.2415568,1
Muscle,L-Glutamine,1M4,CD,77756103.937164,1
Muscle,L-Glutamine,1M5,ID,81991292.9300076,1
Muscle,L-Glutamine,1M6,ID,106447347.037036,1
Muscle,L-Glutamine,1M7,ID,96994952.6482101,1
Muscle,L-Glutamine,1M9,ID,102333051.376202,1
Muscle,L-Glutamine,2M16,CD,80444841.256027,1
Muscle,L-Glutamine,2M17,CD,62602202.7997131,1
Muscle,L-Glutamine,2M20,CD,63453791.7697059,1
Muscle,L-Glutamine,2M22,ID,75771781.571059,1
Muscle,L-Glutamine,2M23,ID,60142749.8632865,1
Muscle,L-Glutamine,2M26,ID,71113696.3851928,1
Muscle,L-Glutamine,2M31,ID,52346238.3474914,1
Muscle,L-Glutamine,2M33,ID,93503249.5547668,1
Muscle,L-Homocysteic acid,1M1,CD,3548866.98715057,1
Muscle,L-Homocysteic acid,1M10,CD,2071077.37456249,1
Muscle,L-Homocysteic acid,1M11,CD,1312064.61940994,1
Muscle,L-Homocysteic acid,1M2,CD,3656917.80530597,1
Muscle,L-Homocysteic acid,1M4,CD,1456416.53112302,1
Muscle,L-Homocysteic acid,1M5,ID,2366109.18630313,1
Muscle,L-Homocysteic acid,1M6,ID,2266236.91935406,1
Muscle,L-Homocysteic acid,1M7,ID,1045313.42685471,1
Muscle,L-Homocysteic acid,1M9,ID,1324294.93524625,1
Muscle,L-Homocysteic acid,2M16,CD,1074207.11112938,1
Muscle,L-Homocysteic acid,2M17,CD,2216569.4296714,1
Muscle,L-Homocysteic acid,2M20,CD,2155355.07200962,1
Muscle,L-Homocysteic acid,2M22,ID,1756478.51040838,1
Muscle,L-Homocysteic acid,2M23,ID,1895171.62230366,1
Muscle,L-Homocysteic acid,2M26,ID,1691099.9211389,1
Muscle,L-Homocysteic acid,2M31,ID,2485610.09528116,1
Muscle,L-Homocysteic acid,2M33,ID,184592.438596376,1
Muscle,L-Isoleucine,1M1,CD,54049594.7719449,1
Muscle,L-Isoleucine,1M10,CD,46804431.5481365,1
Muscle,L-Isoleucine,1M11,CD,60223902.0198254,1
Muscle,L-Isoleucine,1M2,CD,52648571.2973163,1
Muscle,L-Isoleucine,1M4,CD,38969604.5205416,1
Muscle,L-Isoleucine,1M5,ID,51481353.5976169,1
Muscle,L-Isoleucine,1M6,ID,54117980.7777374,1
Muscle,L-Isoleucine,1M7,ID,39929006.673687,1
Muscle,L-Isoleucine,1M9,ID,43320607.585175,1
Muscle,L-Isoleucine,2M16,CD,22865889.294235,1
Muscle,L-Isoleucine,2M17,CD,23571890.7370999,1
Muscle,L-Isoleucine,2M20,CD,45779465.6902525,1
Muscle,L-Isoleucine,2M22,ID,30992033.4313308,1
Muscle,L-Isoleucine,2M23,ID,31756950.1655416,1
Muscle,L-Isoleucine,2M26,ID,19121292.4914398,1
Muscle,L-Isoleucine,2M31,ID,38326934.3116425,1
Muscle,L-Isoleucine,2M33,ID,11897629.185103,1
Muscle,L-Lactic acid,1M1,CD,21227980385.4743,1
Muscle,L-Lactic acid,1M10,CD,39063996178.5677,1
Muscle,L-Lactic acid,1M11,CD,37718232273.507,1
Muscle,L-Lactic acid,1M2,CD,15783357862.8601,1
Muscle,L-Lactic acid,1M4,CD,38722517592.4769,1
Muscle,L-Lactic acid,1M5,ID,36926001841.1043,1
Muscle,L-Lactic acid,1M6,ID,37347106895.5378,1
Muscle,L-Lactic acid,1M7,ID,42424870752.5009,1
Muscle,L-Lactic acid,1M9,ID,35883333055.8905,1
Muscle,L-Lactic acid,2M16,CD,35246183404.4456,1
Muscle,L-Lactic acid,2M17,CD,28542578651.0859,1
Muscle,L-Lactic acid,2M20,CD,40941993609.4044,1
Muscle,L-Lactic acid,2M22,ID,50405625890.0013,1
Muscle,L-Lactic acid,2M23,ID,36848097690.109,1
Muscle,L-Lactic acid,2M26,ID,31812151958.449,1
Muscle,L-Lactic acid,2M31,ID,46318538793.4997,1
Muscle,L-Lactic acid,2M33,ID,3673624.84159103,1
Muscle,L-Lysine,1M1,CD,51627779.1093761,1
Muscle,L-Lysine,1M10,CD,59360903.5856994,1
Muscle,L-Lysine,1M11,CD,166140915.900035,1
Muscle,L-Lysine,1M2,CD,37463484.5204828,1
Muscle,L-Lysine,1M4,CD,62534848.2494323,1
Muscle,L-Lysine,1M5,ID,51443935.2225321,1
Muscle,L-Lysine,1M6,ID,59790192.5222626,1
Muscle,L-Lysine,1M7,ID,63018271.8039081,1
Muscle,L-Lysine,1M9,ID,87429270.7037897,1
Muscle,L-Lysine,2M16,CD,89235054.7690932,1
Muscle,L-Lysine,2M17,CD,22020817.3344954,1
Muscle,L-Lysine,2M20,CD,66471458.5794377,1
Muscle,L-Lysine,2M22,ID,46034166.8140148,1
Muscle,L-Lysine,2M23,ID,75050936.9834107,1
Muscle,L-Lysine,2M26,ID,143304835.447311,1
Muscle,L-Lysine,2M31,ID,73977336.5658455,1
Muscle,L-Lysine,2M33,ID,61404139.0130696,1
Muscle,L-Menthyl acetoacetate,1M1,CD,488399.583137346,1
Muscle,L-Menthyl acetoacetate,1M10,CD,361806.562355584,1
Muscle,L-Menthyl acetoacetate,1M11,CD,263434.955027258,1
Muscle,L-Menthyl acetoacetate,1M2,CD,373071.572932155,1
Muscle,L-Menthyl acetoacetate,1M4,CD,638378.317788561,1
Muscle,L-Menthyl acetoacetate,1M5,ID,759102.045242677,1
Muscle,L-Menthyl acetoacetate,1M6,ID,640094.93882247,1
Muscle,L-Menthyl acetoacetate,1M7,ID,680598.415466025,1
Muscle,L-Menthyl acetoacetate,1M9,ID,756648.069387096,1
Muscle,L-Menthyl acetoacetate,2M16,CD,438240.606074707,1
