label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,2M16_sys_sac_neg,2M17_sys_sac_neg,2M20_sys_sac_neg,2M22_sys_sac_neg,2M23_sys_sac_neg,2M26_sys_sac_neg,2M31_sys_sac_neg,2M33_sys_sac_neg,3M1_sys_sac_neg,3M4_sys_sac_neg_rerun,3M6_sys_sac_neg,3M7_sys_sac_neg,3M11_sys_sac_neg,3M13_sys_sac_neg_rerun,3M14_sys_sac_neg,3M15_sys_sac_neg_rerun,3M17_sys_sac_neg,3M18_sys_sac_neg,3M21_sys_sac_neg,3M26_sys_sac_neg,3M27_sys_sac_neg,3M28_sys_sac_neg,3M39_sys_sac_neg,3M31_sys_sac_neg,3M33_sys_sac_neg,3M34_sys_sac_neg,3M37_sys_sac_neg,3M38_sys_sac_neg,3M40_sys_sac_neg,4M2_sys_sac_neg,4M3_sys_sac_neg,4M5_sys_sac_neg_rerun,5M2_sys_sac_neg,5M3_sys_sac_neg,5M4_sys_sac_neg,5M6_sys_sac_neg,5M7_sys_sac_neg_rerun,5M8_sys_sac_neg,5M9_sys_sac_neg,1M1_pv_neg_rerun,1M2_pv_neg,1M4_pv_neg,1M5_pv_neg,1M6_pv_neg,1M7_pv_neg_rerun,1M9_pv_neg,1M10_pv_neg,1M11_pv_neg,2M16_pv_neg,2M17_pv_neg,2M20_pv_neg,2M22_pv_neg,2M23_pv_neg,2M26_pv_neg,2M31_pv_neg,2M33_pv_neg,3M13_pv_neg,3M14_pv_neg,3M27_pv_neg,3M38_pv_neg,3M39_pv_neg,3M1_pv_neg,3M4_pv_neg,3M6_pv_neg_rerun,3M7_pv_neg,3M11_pv_neg,3M15_pv_neg,3M16_pv_neg,3M17_pv_neg,3M18_pv_neg,3M21_pv_neg_rerun,3M26_pv_neg,3M28_pv_neg,3M31_pv_neg,3M33_pv_neg,3M34_pv_neg,3M37_pv_neg,3M40_pv_neg,4M1_pv_neg_rerun,4M2_pv_neg,4M3_pv_neg_rerun,4M4_pv_neg,4M5_pv_neg,5M1_pv_neg,5M2_pv_neg,5M3_pv_neg,5M4_pv_neg,5M6_pv_neg,5M7_pv_neg,5M8_pv_neg,5M9_pv_neg,5M10_pv_neg,STD1_neg2,STD2_neg2,STD3_neg2,STD4_neg2,STD5_neg2,STD6_neg2,blank009_neg
,34,34,92,104.035301,14.571,0.855118,[M-H]-,C12 PARENT,L-Serine,L-Serine,C3H7NO3,0.250668,0.146669,104.035301,80987.98,118719.54,140604.8,63014.03,251719.7,75553.56,95747.38,189897.45,134810.56,126316.5,37863.54,75194.21,98334.51,93446.98,121966.2,62199.26,126855.15,90632.49,165943.58,81363.63,121324.97,63968.78,121369.8,48588.44,115595.01,222678.89,111297.68,188189.62,56786.36,147938.33,233870.45,171988.2,82490.6,117525.1,237912.58,94044.12,133156.25,148945.36,124444.94,355696.16,307661.5,360609.91,395665.53,351699.09,316392.84,529064.44,554229.69,485944.22,109880.66,105485.79,81413.48,124837.23,148978.72,140411.17,96886.12,46417.81,185007.61,59504.21,125701.48,319679.47,290453.16,253554.83,88095.02,100733.54,225618.95,408028.66,233609.31,302318.59,76649.59,181228.31,212108.25,163695.23,161439.2,201285,226284.02,348252.22,254817.86,429687.75,344366.62,347856.09,286662.97,301086.66,409390.34,678291.44,360231.28,244860.88,192856.19,335710.47,159528.83,259130.69,187268.08,189029.58,2255.44,4217.13,6424.93,81046.27,610284.69,4275081.5,6825.08
,35,35,89,118.050842,14.098,0.856132,[M-H]-,C12 PARENT,L-Threonine,L-Threonine,C4H9NO3,0.168173,1.034048,118.050842,1555906.88,534290.62,639539.94,451337.25,1508583,584322.44,403410.75,487516.16,906679,1118668.62,321600.12,425807.72,657731.75,601330.69,885731.56,534846.62,835685.06,548614.31,1630827.38,210440.58,679245.31,250623.33,745237.56,418962.41,568663.81,686953.75,631738.44,531993.56,296443.22,911260,1038556.5,430828.16,471128.25,1135909.75,830918.69,898178.31,843840.06,1074360.88,608951.62,1146226.5,1059206.62,1404919.12,1647466,1634981.5,1303859.5,2038808.5,1731360.62,2110300.75,858522.31,502544.59,496163.47,591034.19,932967.56,763736.31,489950.62,221276.88,697930.88,454765.34,383226.88,1589484,1254905.88,849310.31,472057.62,545607.94,1023149.44,1496024.62,1000425.81,1061149.38,425726.97,982793.31,742617.69,770039.19,566816.56,1167149.12,1047345.75,2026176,1155328.12,1900319.62,1520344.38,1257090.25,1554624.5,1285515.75,1395958,2216141.75,1716628,1264183.62,1009957.69,1537796.62,1069754.88,1251195.62,900052.94,1878915,2772.2,3375,3530.71,2426.84,4279.67,27820.38,4886.09
,36,36,98,203.082642,9.481,0.840992,[M-H]-,C12 PARENT,D-Tryptophan,D-Tryptophan,C11H12N2O2,0.080605,0.225408,203.082642,6206004.5,2961189.75,2722645,2479926.25,5954741.5,3656243.25,2620629.75,5634257.5,5558019,6182521.5,3487885.75,5636124.5,4654793.5,8299872,5102130.5,4141760.75,7246504.5,4684624,6115064.5,3699736.75,3925879,2779783.25,2177113.75,2260603.75,2723287.25,2569944.25,3057494.75,3678660.75,1590521.62,5842718.5,5942087.5,4021273,5140388,7432828,6404532,2675267.75,3122227.75,3476296.25,2776354,2652035.25,4220690,2570422,3542582,3067068,3238876,3192721,3262270.75,3274266,1391983.38,855583.94,720818.31,1107132.5,1171538.38,717122.5,992183,523085.91,2116314.25,913004.19,1848775.62,1406208.62,1769624.38,2296634.25,1207091.88,1383739.62,2796040.75,2591081.25,2011854.12,3172711.25,1057194.75,1671408.88,2369229.75,2262129.25,1634429.38,1629264.38,2115022.5,2002088.12,1232003.5,2718265.75,2220339.25,3503560.25,2178076.75,3074842,2374177.75,5375055,1516258.62,1878567.88,2244653.25,2359992.25,1498238.38,2424943.25,2100860.25,2410698.75,5350.92,18561.18,81118.4,713509.69,9610878,85894384,374.75
,36,37,89,204.087265,9.495,0.852192,,C13-label-1,D-Tryptophan,D-Tryptophan,C11H12N2O2,0.094687,6.429918,203.082642,741426.44,357059.88,334964.16,294719.69,724941.06,446695.53,309081.34,664574.5,675899.19,745211.5,411206.59,686479.56,535347.44,1000116.69,607653.44,513731.25,852889.31,558898.19,735148.31,427845.91,481492.97,336324.38,253971.7,249237.14,316042.69,293748.16,363615.09,448254.91,181258.05,701406.81,697074,474230.16,598757.06,877329.56,756919.69,321985,370946.25,418954.84,336302.06,318100.38,503110.16,309469.53,418237.91,364189.75,366033.84,375713,376918.72,399457.53,164801.62,99279.07,82847.65,133230.8,140921.83,83321.09,108976.77,60895.55,265760.62,110051.21,213010.25,171408.19,208863.83,277192.25,140395.12,169781.7,334258.53,321123.97,236054.39,388731.97,125584.1,204674.3,282981.16,278952.22,196373.06,187645.55,243898.61,238633.36,141490.86,316282.12,269531.97,421036.66,254043.98,365961.66,280180.78,636153.75,177809.31,223636.44,257269.8,277282.47,180399.75,293080.78,255175.45,291193.25,1163.19,18535.2,28945.62,83781.32,1188764.62,10426095,15539.2
,36,38,73,205.090134,9.497,0.836048,,C13-label-2,D-Tryptophan,D-Tryptophan,C11H12N2O2,0.097041,4.017638,203.082642,32645.12,18545.66,13667.41,12981.07,34802.41,20168.21,14470.41,31272.47,33170.42,33905.89,19863.28,32893.52,25429.38,43048.74,26230.77,21672.87,39388.15,30263.95,36036.91,17453.67,21955.38,13940.88,10401.74,9846.55,12078.23,14286.4,16556.83,17600.6,6931.8,34278.15,32842.46,19900.85,31419.56,41165.78,33660.44,12733.2,14061.87,19325.89,11438.07,15731.22,23682.48,12617.6,19338.59,18216.88,18294.54,16392.14,18470.11,19656.46,7446.48,4249.94,3664.5,6193.74,5742.63,3948.95,6329.57,2881.24,8863.45,4014.4,8564.55,6177.96,8564.08,11924.33,5558.99,6702.23,12496.05,11056.62,8861.94,18107.59,5421.71,8691.56,11713.41,12624.73,8835.44,7610.26,10554.6,11592.62,6561.96,13287.96,10891.92,17372,12015.65,14405.83,10830.08,28449.41,7692.5,10654.14,10276.67,13124.17,7662.91,12657.16,9313.57,13072.25,238.26,1508.78,3653.97,4533.83,54526.49,588329.94,754.58
,36,39,63,205.085144,9.502,0.840883,,C13N15-label-1-1,D-Tryptophan,D-Tryptophan,C11H12N2O2,0.102024,10.490823,203.082642,19092.41,9937.45,10170.66,7468.92,20206.2,12146.93,7740.6,22139.53,10377.44,21954.97,11188.72,17855.21,13457.23,24877.52,16833.31,15105.24,25589.18,18476.35,21823.65,11951.74,9816.14,7412.41,5533.45,6806.48,8077.29,8435,8916.79,9866.56,4467.11,16858.81,17332.92,13789.24,18132.17,23179.27,20348.31,7200.4,11225.78,11145.54,9897.38,9793.66,13621.09,9203.51,9161.84,9674.51,11229.57,10599.51,11311.16,11697.67,4838.32,3210.58,2720.94,3889.48,4483.73,2412.65,4371.9,963.15,7766.47,2485.78,6584.86,4665.28,6833.63,6759.92,5069.23,4547.69,9755.01,8421.06,6364.66,10216.84,3758.43,5115.2,8095.79,7909.66,5448.97,5060.19,6114.76,7106.08,3307.51,8476.33,6278.8,12514.19,7213.14,9395.03,7701.15,17381.56,3970.93,5999.85,7039.1,7584.56,5568.41,8628.48,6703.64,8358.76,238.26,976.94,1306.68,1357.67,32594.01,350283,736.52
,40,40,95,180.066528,11.515,0.845566,[M-H]-,C12 PARENT,L-Tyrosine,L-Tyrosine,C9H11NO3,0.014588,0.508438,180.066528,1120629,783640.81,821355.75,537563.44,2107021.5,845615.25,1126081.38,4069999.25,2003230.5,955109.81,612718.19,1646912.38,1453961,2156942.75,896009.56,777120.44,792796.56,1637524.5,3679640,1491718.62,1494814.38,1091921.38,1131173.12,874940,1095756.12,1321074,1903915.88,2014949.62,1040642.44,1726770.38,2264951.25,1306361.38,1411621.88,2237634.75,2991686.25,1223057.38,1345789.62,1552483.62,1187070.62,1340217.88,1643830.5,1040926.5,1185139.12,1503446.62,1060647.75,2195874.75,1885668.62,1787647.62,566531.06,637359.31,442549.16,474174.72,722849.81,594187.06,587532.81,915711.25,955367.5,229808.58,868119,1189230.38,1658564.38,1294670.12,355772.91,710775.56,2350133,1455877.62,941253.81,1238176.75,432266.09,1210048.62,1071936,1356300.5,1165209.5,999796.81,1484517.88,3380627.75,1373354.38,2976995.75,985648.94,1875695.5,1391507.62,1938097.38,1236436.38,4230468.5,1139712.62,1229382.88,1049871.5,1409345.38,796963.44,1357043,960162.75,1330840.88,892.92,856.25,1272.66,2267.83,8657.17,61950.09,1033.8
,41,41,96,116.071617,11.914,0.845476,[M-H]-,C12 PARENT,L-Valine,L-Valine,C5H11NO2,0.073876,0.72303,116.071617,2379596,2063941.38,2058606.88,1635020.12,2688181,2339600,3415996,3817477.25,3134947.75,2507717,1808427.62,3326466.75,2166905.25,3815126,2394673.75,1290334.12,3321970.75,2773269.75,5775292.5,3112725.75,2891240.25,2199353.75,1909766.12,1873829.62,1897839.88,2315608.75,2361009.25,4418935.5,1893926.5,2184317.25,2975916.25,1807410.62,1847230,3937245.75,2838060.75,2689923.75,2597723.25,2965985.25,2361324.25,4600482,3147319.25,2773018.5,5013414.5,3120197.25,3102803.75,4476268.5,4582701.5,4500268.5,2741530.5,2165523.25,2360541,1959640.38,2657908.75,2839928.75,3897250,1471510,1618599.38,1304501.5,2009118.38,4408003.5,2590473.75,2211371.25,1197219.88,1774924.12,2967977.75,2886078.75,1994190.12,2590242.75,1903963.62,3511084,2349135.25,3515868,2557906.25,3574680.75,2409205,4789674,2869775.25,4440431.5,2654101.75,2947074,4004089.25,2590011.25,2427364.75,7075626.5,2940488.25,4513801.5,3567172.25,3923208,3080218.75,3396551,2905855,3170938,2466.91,1144.79,3653.74,21398.96,123428.66,625794.25,1409.75
,41,42,99,117.068687,11.919,0.842991,,N15-label-1,L-Valine,L-Valine,C5H11NO2,0.079294,0.391021,116.071617,4769.08,6522.87,7208.96,4396.69,6671.76,8796.91,13102.9,10530.44,9599.57,8890.72,4994.26,10844.02,7216.96,12702.76,8277.6,3750.6,11284.49,9638.51,21785.97,10460.51,10311.83,8245.88,6142.87,5939.18,6710.07,7437.53,5561.68,13774.62,5284.05,11171.94,9916.99,5658.42,4488.04,15169.21,10096.46,9345.96,8113.56,10393.14,8955.71,15758.54,11094.83,9208.56,17061.28,11014.11,11360.3,15402.72,16225.72,14543.96,9262.5,6168.89,7904.2,5578.11,8140.52,9526.05,9743.29,3198.38,5621.73,3858.3,7588.05,14932.23,8641.62,7135.7,3481.14,6105.33,6480.03,8494.05,6791.38,6455.29,6183.02,9445.63,7187.4,9638.22,8407.89,11888.82,6020.11,14146.29,9532.61,16250.86,8390.7,7605.44,14407.39,7403.67,7843.27,24677.52,12257.31,14974.9,12024.14,14574.55,10087,11036.62,8064.28,11506.08,21300.58,94453.16,545862.31,3157448,17491292,92495592,1857.93
,43,43,99,255.232819,2.237,0.837739,[M-H]-,C12 PARENT,Palmitic acid,Palmitic acid,C16H32O2,0.136823,0.538054,255.232819,127825384,135583600,169781568,126319624,63697840,136421264,75141864,80837240,113679304,180215424,155203568,98388328,94833704,128437592,137603552,203763216,106576800,65241824,107454120,126443544,137911520,160595600,146666048,132312520,134925504,104488512,155607568,112370088,130967464,109484416,104468248,153782528,134971056,188263120,174735568,234119344,326830240,270815776,281868896,151088880,100654184,142153920,94239872,152668400,156363424,58219196,136771824,86796136,67681048,68702872,55821696,38705684,43091700,40885000,37174100,48089136,66656256,64885380,116582176,35481052,59329104,72284648,62554604,68897544,44899508,36985684,47183628,68292768,34004580,52043308,115894264,90354104,82541800,76450504,74863528,44059644,64934416,50575776,207565696,97863160,62448948,75739168,60518400,95775352,82644440,99340328,91643304,99907872,114251072,86271280,109207616,138123184,8303546,11553684,12276343,16713128,52708752,210394304,61917520
,43,44,99,256.236511,2.238,0.839181,,C13-label-1,Palmitic acid,Palmitic acid,C16H32O2,0.137776,0.714596,255.232819,22201838,22924656,29108794,22285586,11218275,23741616,13207096,14267536,18733738,32068342,27243776,17408396,16986408,22576206,24163488,35583552,18819638,11501999,18793220,22309880,24369930,28474550,25772406,23341552,23286638,18075986,26513984,19637720,23474114,19249370,18419542,26859818,23036560,31765990,30662944,41925184,58422928,47631668,49232144,70339544,43938260,57050132,45773152,70237688,60907760,24879840,68356768,47408756,12037444,11906043,9743162,7032396,7623848,7115132,6528942.5,8333120.5,12233169,11405003,19802006,6266894.5,10160917,12609377,11122981,12283651,7444093.5,6430557.5,8211522,12140261,5916885.5,9179692,21238674,15964891,14266555,13156925,12931697,7684082,11305503,8591593,35077408,17241808,10871259,13194365,10807751,16728811,13904941,17620734,16005601,17409946,20252154,15174345,19111390,24202352,1475293.62,2006653.38,2128746.25,2891412,9162087,35669472,10931984
,43,45,99,257.240173,2.238,0.837914,,C13-label-2,Palmitic acid,Palmitic acid,C16H32O2,0.137683,1.898157,255.232819,1674568,1651672.62,2021825.12,1614201.12,834417,1669087.88,919371.19,1051317.88,1338571,2303526.25,1935079.62,1265629,1207764.12,1550415.88,1724151.62,2657859.25,1372775.88,794047.94,1282881.62,1604116.12,1673617,2016829.88,1956601.12,1701874.62,1674923,1349772.38,1978523.12,1394919.88,1628909.38,1288585.88,1269172.75,2022324.38,1584196.38,2332143.75,2218215.5,3036642.25,4236288.5,3404935.25,3615764.25,22885842,9934193,11591119,9029437,20741846,8197166.5,2435899.75,18741340,20762310,974600.81,977272.19,790323.5,468688.09,764235.94,598067.06,698352.81,732591.94,997884.5,906063.19,1724129.88,537182.69,871610.5,949474.25,838758.69,882203.75,626879.56,539555.38,624425.69,929260,486651.25,754016.94,1830387.62,1341921.38,1131444.25,1239411.88,1074180,710482.44,920081.19,675472.94,2599576.75,1200974,730655,930638.81,787913.19,1131466.12,1049766.12,1275268.88,1132228.38,1273033.62,1400350,1103281.12,1384666.12,1822375.62,101442.56,143843.05,145717.86,190376.2,642164.75,2651108.75,767497.81
,43,46,99,258.24234,2.238,0.853195,,C13-label-3,Palmitic acid,Palmitic acid,C16H32O2,0.137799,2.717999,255.232819,80267.73,69769.27,78517.09,76274.82,34771.07,87769.87,54498.55,52426.83,66458.29,87756.28,82736.92,59755.74,62830.32,76322.88,66272.09,115250.55,67734.27,46556.42,57048.5,65665.82,68723.4,84972.63,96543.66,64338.07,76117.9,57525.16,111896.66,65978.75,75589.47,61756.47,50731.82,94182.74,68949.85,115943.27,79909.34,118001.32,214228.05,183354.12,140617.3,231215.56,223419.36,117104.69,190532.17,243491.92,222668.52,85619.34,403599.53,161237.7,121452.91,52123.33,82518.14,28260.79,71067.69,48596.11,102642.81,65050.89,42169.58,47754.25,88052.27,24395.36,52463.34,36582.4,38293.11,52490.78,31560.37,23342.88,34803.97,38003.31,22157.41,34769.39,75012.57,79892.31,57057.76,77391.06,37210.12,53372.36,44927.17,32277.97,124575.06,44502.52,33678.14,43787.67,33683.19,46641.93,47131.99,50468.5,48109.12,58429.14,59325.11,57207.41,50480.96,86260.38,5055.49,7281.03,6397.82,9355.93,27986.87,130202.35,39529.22
,47,47,99,283.263763,2.198,0.837085,[M-H]-,C12 PARENT,Stearic acid,Stearic acid,C18H36O2,0.128294,1.723766,283.263763,77333944,61305388,61121876,58435900,38016208,78710992,53855988,56501324,62999420,98410648,71589960,62504452,55409652,88588152,70361976,108664896,62804396,46168852,70304752,60452592,80175152,72984968,69410296,56664348,69656360,58148612,62021156,74513512,62372484,62298932,59161396,81482840,64690332,116322408,94451232,91001632,110758136,91236288,97025576,82947224,43306012,53258228,36775824,55312452,80892104,27558394,56425696,45830272,38990644,28316830,22545374,23153354,19455292,24709760,22290880,21645490,33295696,25013920,40700740,18349254,22588062,41724212,42501812,45771108,28645554,22642794,28491546,50285600,21803306,24968912,53337008,37613984,27705278,29715670,25451150,20970240,24817838,22085144,113774440,52237972,39318588,37290852,36955988,74787320,30597872,64081076,37133380,43210204,46301372,36992644,39625428,51891248,7936410.5,11389984,11209269,12950112,30478450,107005160,38125104
,47,48,99,284.267578,2.198,0.839028,,C13-label-1,Stearic acid,Stearic acid,C18H36O2,0.127916,0.107355,283.263763,15422191,11990449,11274192,11720168,7367290.5,16164852,10599378,11320256,12432168,19687832,14136883,12346817,11059153,17892902,13929325,21188702,12572164,8991909,13527243,12135191,15916112,14307155,13451656,11301151,13435277,11302749,12340811,14491251,12111085,12406867,11656481,16182675,12669856,23087654,18950678,17629506,21925026,18007876,19165184,33074378,17411150,22038486,10631499,18133222,30835392,10080311,23334288,21180384,7576114,5557748.5,4455494.5,4580305,3903088.75,4815424.5,4365726,4228423.5,6846021.5,4905297.5,7900468,3573042.25,4387620,8213848,8366844.5,9272253,6233505.5,4356943.5,5732418.5,10069719,4240604.5,4888132.5,10446876,7230322.5,5345017,5691501.5,5011512,4147561.75,4885436,4337072.5,22462982,10599557,7978006.5,7207794,7264996,15013923,6040684,12673673,7323834,8506728,9238583,7250921.5,7896848,9858431,1597868.5,2239610.75,2261289.75,2546245,5986534,20789578,7716326
,47,49,99,285.271362,2.198,0.838716,,C13-label-2,Stearic acid,Stearic acid,C18H36O2,0.128223,1.390708,283.263763,1256336.62,1001101,926028.44,950266.19,596928.25,1317479,880068.44,866247.19,1016000.06,1514049.88,1175252.62,893910.75,797235.19,1408066.12,1233618.12,1658081.62,1059806.88,783853.69,1126193.62,992285.94,1280899.12,1250601.12,1066279.38,923513.19,1269074.5,932534,929827,1170069.38,1059347.88,1064055.5,978001.69,1215693.88,892518.19,1869169.62,1568392.88,1511288.5,1900206.88,1405282.38,1576195.62,7044947.5,2334945,2243643.75,2917574,2818206.75,5221372.5,1145240.88,2096422.62,5525522.5,603615.31,497539.34,341353.62,368685.78,322981.12,406733.62,384535.75,398067.72,573041.25,440994.66,799500.5,325110.28,379448.97,736890.75,735493.31,750180.75,537695.81,355329.66,481376.84,795994.19,376430.38,434394.91,1023532.69,686323.44,527768.38,510087.03,430607.84,374874.91,407973,366901.66,1812862.12,810278.5,650957.69,625352.81,585458.12,1133416.12,447188,1042895.5,500561.47,709274,752753.56,573160.31,628730.19,892259.06,134882.89,177625.55,184665.05,218096.67,468052.75,1676281,623240.56
